Row ID,REGION-CATEGORIA-PRODUCTO,MES,LITROS,AVG_PRECIO_LISTA,AVG_DESC_PORCENTAJE,ORIGEN,LITROS(-1),Prediction (LITROS),REGION,CATEGORIA,PRODUCTO
Row23#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/7/2023,30.0,"22,673.4",0.0,ACTUAL,30.0,27.7,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row24#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/8/2023,54.0,"23,570.5",6.0,ACTUAL,30.0,35.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row25#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/9/2023,24.0,"24,386.1",6.8,ACTUAL,54.0,24.2,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row26#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/10/2023,30.0,"25,158.0",0.0,ACTUAL,24.0,27.5,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row27#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/11/2023,36.0,"26,296.9",6.0,ACTUAL,30.0,31.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row28#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/12/2023,24.0,"27,390.4",3.3,ACTUAL,36.0,24.8,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row29#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/1/2024,36.0,"28,017.2",2.8,ACTUAL,24.0,34.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row30#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/2/2024,30.0,"28,987.3",2.6,ACTUAL,36.0,31.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row31#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/3/2024,36.0,"29,980.5",7.7,ACTUAL,30.0,33.8,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row32#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/4/2024,12.0,"31,123.9",0.0,ACTUAL,36.0,22.5,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row33#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/5/2024,24.0,"32,305.3",7.0,ACTUAL,12.0,38.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row34#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/6/2024,18.0,"33,646.7",0.0,ACTUAL,24.0,27.0,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row35#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/7/2024,48.0,"34,406.0",3.6,ACTUAL,18.0,33.8,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row36#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/8/2024,12.0,"35,092.4",8.0,ACTUAL,48.0,43.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row37#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/9/2024,18.0,"35,767.5",4.7,ACTUAL,12.0,36.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row38#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/10/2024,18.0,"36,797.2",15.0,ACTUAL,18.0,19.2,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row39#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/11/2024,6.0,"38,541.7",0.0,ACTUAL,18.0,29.5,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row40#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/12/2024,24.0,"40,002.6",7.0,ACTUAL,6.0,34.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row41#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/1/2025,30.0,"41,682.9",0.0,ACTUAL,24.0,32.0,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row42#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/2/2025,54.0,"42,675.2",12.4,ACTUAL,30.0,33.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row43#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/3/2025,30.0,"43,940.0",3.2,ACTUAL,54.0,20.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row44#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/4/2025,24.0,"45,977.4",0.0,ACTUAL,30.0,29.6,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row45#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/5/2025,48.0,"46,906.0",3.9,ACTUAL,24.0,33.7,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row46#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/6/2025,,"39,700.0",5.0,ESCENARIO 1,48.0,27.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row47#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/7/2025,,"40,200.0",5.0,ESCENARIO 1,48.0,30.0,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row48#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/8/2025,,"40,800.0",5.0,ESCENARIO 1,48.0,36.2,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row49#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/9/2025,,"41,400.0",5.0,ESCENARIO 1,48.0,25.7,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row50#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/10/2025,,"42,100.0",5.0,ESCENARIO 1,48.0,27.7,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row51#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/11/2025,,"42,900.0",4.0,ESCENARIO 1,48.0,25.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row52#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/12/2025,,"43,600.0",4.0,ESCENARIO 1,48.0,23.6,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row53#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/1/2026,,"44,300.0",4.0,ESCENARIO 1,48.0,31.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row54#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/2/2026,,"44,900.0",5.0,ESCENARIO 1,48.0,35.0,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row55#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/3/2026,,"45,700.0",2.0,ESCENARIO 1,48.0,20.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row56#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/4/2026,,"46,500.0",2.0,ESCENARIO 1,48.0,23.7,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row57#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/5/2026,,"47,000.0",4.0,ESCENARIO 1,48.0,25.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row58#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/6/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,23.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row59#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/7/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,25.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row60#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/8/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,30.2,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row61#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/9/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,23.1,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row62#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/10/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,24.1,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row63#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/11/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,24.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row64#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/12/2025,,"49,300.0",4.0,ESCENARIO 2,48.0,23.2,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row65#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/1/2026,,"49,300.0",4.0,ESCENARIO 2,48.0,30.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row66#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/2/2026,,"49,300.0",4.0,ESCENARIO 2,48.0,30.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row67#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/3/2026,,"49,300.0",4.0,ESCENARIO 2,48.0,21.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row68#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/4/2026,,"49,300.0",4.0,ESCENARIO 2,48.0,24.0,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row69#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/5/2026,,"49,300.0",4.0,ESCENARIO 2,48.0,25.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row70#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/6/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,14.5,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row71#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/7/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,16.2,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row72#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/8/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,20.6,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row73#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/9/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,14.4,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row74#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/10/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,14.7,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row75#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/11/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,16.0,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row76#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/12/2025,,"61,000.0",4.0,ESCENARIO 3,48.0,14.3,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row77#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/1/2026,,"61,000.0",4.0,ESCENARIO 3,48.0,20.8,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row78#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/2/2026,,"61,000.0",4.0,ESCENARIO 3,48.0,20.6,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row79#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/3/2026,,"61,000.0",4.0,ESCENARIO 3,48.0,13.9,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row80#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/4/2026,,"61,000.0",4.0,ESCENARIO 3,48.0,14.6,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row81#61,Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,1/5/2026,,"61,000.0",4.0,ESCENARIO 3,48.0,16.1,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds
Row11#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/7/2022,42.0,"16,847.3",0.0,ACTUAL, ,38.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row12#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/8/2022,36.0,"17,250.6",6.8,ACTUAL,42.0,33.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row13#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/9/2022,36.0,"17,992.9",4.5,ACTUAL,36.0,35.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row14#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/10/2022,42.0,"18,469.0",5.3,ACTUAL,36.0,39.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row15#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/11/2022,36.0,"18,966.8",0.0,ACTUAL,42.0,35.2,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row16#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/12/2022,24.0,"19,739.4",0.0,ACTUAL,36.0,32.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row17#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/1/2023,18.0,"20,046.8",0.0,ACTUAL,24.0,22.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row18#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/2/2023,30.0,"20,483.8",3.8,ACTUAL,18.0,28.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row19#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/3/2023,30.0,"20,984.8",8.0,ACTUAL,30.0,30.1,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row20#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/4/2023,54.0,"21,464.2",4.6,ACTUAL,30.0,42.3,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row21#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/5/2023,12.0,"22,178.3",14.0,ACTUAL,54.0,12.6,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row22#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/6/2023,12.0,"23,042.9",0.0,ACTUAL,12.0,12.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row23#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/7/2023,18.0,"23,862.0",11.7,ACTUAL,12.0,11.6,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row24#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/8/2023,36.0,"24,854.6",5.0,ACTUAL,18.0,31.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row25#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/9/2023,36.0,"25,285.1",3.7,ACTUAL,36.0,35.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row26#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/10/2023,36.0,"26,040.6",4.7,ACTUAL,36.0,38.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row27#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/11/2023,30.0,"26,805.5",7.2,ACTUAL,36.0,31.5,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row28#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/12/2023,36.0,"27,682.8",7.7,ACTUAL,30.0,26.5,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row29#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/1/2024,30.0,"28,121.7",0.0,ACTUAL,36.0,24.3,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row30#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/2/2024,18.0,"28,687.0",6.0,ACTUAL,30.0,25.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row31#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/3/2024,36.0,"29,906.9",4.7,ACTUAL,18.0,34.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row32#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/4/2024,48.0,"30,209.8",7.0,ACTUAL,36.0,38.6,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row33#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/5/2024,36.0,"31,640.7",0.0,ACTUAL,48.0,33.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row34#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/6/2024,42.0,"32,532.7",0.0,ACTUAL,36.0,32.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row35#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/7/2024,24.0,"33,617.4",0.0,ACTUAL,42.0,36.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row36#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/8/2024,42.0,"34,716.7",8.9,ACTUAL,24.0,27.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row37#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/9/2024,18.0,"35,134.6",7.7,ACTUAL,42.0,30.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row38#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/10/2024,18.0,"36,865.6",7.7,ACTUAL,18.0,31.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row39#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/11/2024,42.0,"37,936.8",6.3,ACTUAL,18.0,33.1,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row40#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/12/2024,30.0,"38,497.4",8.6,ACTUAL,42.0,31.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row41#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/1/2025,54.0,"39,438.8",10.9,ACTUAL,30.0,21.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row42#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/2/2025,24.0,"39,919.1",3.5,ACTUAL,54.0,25.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row43#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/3/2025,36.0,"40,761.2",2.7,ACTUAL,24.0,32.5,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row44#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/4/2025,24.0,"41,606.5",0.0,ACTUAL,36.0,42.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row45#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/5/2025,36.0,"43,563.2",3.7,ACTUAL,24.0,34.6,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row46#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/6/2025,,"37,900.0",5.0,ESCENARIO 1,36.0,35.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row47#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/7/2025,,"38,400.0",5.0,ESCENARIO 1,36.0,39.2,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row48#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/8/2025,,"38,900.0",6.0,ESCENARIO 1,36.0,33.3,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row49#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/9/2025,,"39,400.0",6.0,ESCENARIO 1,36.0,35.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row50#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/10/2025,,"39,900.0",5.0,ESCENARIO 1,36.0,38.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row51#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/11/2025,,"40,300.0",5.0,ESCENARIO 1,36.0,35.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row52#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/12/2025,,"40,700.0",5.0,ESCENARIO 1,36.0,36.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row53#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/1/2026,,"41,100.0",4.0,ESCENARIO 1,36.0,30.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row54#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/2/2026,,"41,500.0",2.0,ESCENARIO 1,36.0,28.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row55#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/3/2026,,"42,000.0",2.0,ESCENARIO 1,36.0,34.5,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row56#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/4/2026,,"42,600.0",2.0,ESCENARIO 1,36.0,43.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row57#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/5/2026,,"43,600.0",4.0,ESCENARIO 1,36.0,35.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row58#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/6/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,36.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row59#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/7/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,38.5,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row60#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/8/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,32.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row61#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/9/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,35.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row62#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/10/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,37.3,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row63#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/11/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,34.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row64#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/12/2025,,"45,800.0",5.0,ESCENARIO 2,36.0,37.0,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row65#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/1/2026,,"45,800.0",5.0,ESCENARIO 2,36.0,30.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row66#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/2/2026,,"45,800.0",5.0,ESCENARIO 2,36.0,29.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row67#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/3/2026,,"45,800.0",5.0,ESCENARIO 2,36.0,34.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row68#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/4/2026,,"45,800.0",5.0,ESCENARIO 2,36.0,44.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row69#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/5/2026,,"45,800.0",5.0,ESCENARIO 2,36.0,36.2,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row70#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/6/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,37.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row71#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/7/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,39.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row72#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/8/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,31.2,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row73#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/9/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,36.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row74#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/10/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,38.8,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row75#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/11/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,35.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row76#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/12/2025,,"56,700.0",5.0,ESCENARIO 3,36.0,38.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row77#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/1/2026,,"56,700.0",5.0,ESCENARIO 3,36.0,29.6,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row78#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/2/2026,,"56,700.0",5.0,ESCENARIO 3,36.0,27.9,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row79#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/3/2026,,"56,700.0",5.0,ESCENARIO 3,36.0,36.4,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row80#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/4/2026,,"56,700.0",5.0,ESCENARIO 3,36.0,45.7,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
Row81#62,Atlántico-Agua-ACHE2O Sin Gas 500mL x 12uds,1/5/2026,,"56,700.0",5.0,ESCENARIO 3,36.0,37.1,Atlántico,Agua,ACHE2O Sin Gas 500mL x 12uds
