ID_Cliente,Edad,Ingresos_Anuales,Puntaje_Crediticio,Historial_Pagos,Deuda_Actual,Antiguedad_Laboral,Estado_Civil,Numero_Dependientes,Tipo_Empleo,Solicitud_Credito
cff858ab-ec7c-41ef-9496-a7a5e0304fb1,73,26495.52,565,Malo,29261.56,28,Divorciado,1,Fijo,0
790a401f-3888-4af6-ae71-819c8690e406,32,143947.72,750,Bueno,40050.23,20,Viudo,5,Autonomo,1
05bd9f6e-00ed-440f-be15-582fecf1c260,39,88147.63,647,Bueno,44852.68,9,Soltero,1,Temporal,0
1d1f2cf1-7a10-40e1-a065-3dbbb221c998,67,117278.05,332,Bueno,40859.4,39,Viudo,5,Autonomo,0
7511cf03-603c-423e-b94a-98a119a94bba,27,144234.53,748,Regular,7960.75,8,Viudo,0,Autonomo,1
d8e19c98-0fec-4545-8b44-6b449af5e14a,68,85436.76,589,Malo,15702.16,21,Soltero,2,Desempleado,0
40e55349-7baa-4e7d-ade9-16ec75653b13,75,116325.41,344,Regular,39274.02,22,Casado,3,Fijo,0
d2036903-1311-4157-985b-1e2f0e34afa9,56,82856.24,804,Regular,714.93,23,Viudo,3,Fijo,1
181e856a-5e68-47ce-b330-a1a289120e69,18,17519.65,402,Regular,34933.83,40,Viudo,3,Fijo,0
d90a9623-1bb8-43dd-ae72-e0ee4774afcd,35,103864.35,753,Bueno,6146.18,26,Viudo,0,Temporal,1
ba51291c-0606-40aa-bcd1-6fe606fe4488,72,86801.02,495,Regular,43058.28,32,Soltero,2,Desempleado,0
e27b4745-3965-4f01-b27d-dec3a157bd1f,80,144920.86,432,Malo,6930.61,1,Viudo,1,Fijo,0
e1fd7ca0-5973-4aaf-8bc0-29e397b13dc2,27,52119.94,774,Regular,34802.01,35,Casado,1,Desempleado,0
42f15864-f588-49a4-9b46-a62af7a112b5,26,42783.67,350,Bueno,14473.42,17,Viudo,5,Temporal,0
99a7281e-4a02-48d0-a1de-b416dd1745b2,52,127008.22,662,Malo,13655.22,27,Viudo,5,Fijo,0
7ecdc5b9-8106-4f7e-af82-169e377f9b82,34,128253.85,674,Bueno,25572.82,38,Soltero,0,Autonomo,1
8483d683-9a8b-4d69-893d-223c975a3460,69,93239.62,328,Malo,46149.78,0,Viudo,4,Fijo,0
6d1f3e8b-b2ae-481d-be7e-ade37d4e6631,29,26427.47,536,Regular,17555.32,0,Viudo,2,Temporal,0
3d59ea7f-8d7d-4425-a465-995a59004060,25,87028.42,367,Malo,22668.97,6,Divorciado,0,Desempleado,0
182a33fa-29d2-4932-8241-5f375b142cc5,60,58258.21,349,Malo,39753.43,21,Viudo,4,Fijo,0
4d4c0034-8706-40af-988e-fd3066435cf3,73,94500.56,309,Regular,3553.56,35,Divorciado,4,Autonomo,0
372f9d6f-893a-499d-ad8e-e6e8e3e448a7,19,81348.86,702,Bueno,41502.39,7,Viudo,1,Temporal,0
f7ce33c6-8e45-4a9c-a714-5907b65e19c9,26,141069.59,594,Bueno,33337.69,8,Divorciado,4,Fijo,0
75986a8a-2c75-481f-905e-4e6d17119f5a,18,60894.13,521,Regular,5523.15,13,Viudo,5,Autonomo,0
03603be9-2b20-448c-82fc-0af2f0c15854,40,39368.58,611,Regular,47530.75,24,Viudo,3,Temporal,0
e782b589-e9b4-4f8e-99b4-96ad7045658e,68,18247.69,312,Regular,32495.18,9,Divorciado,0,Fijo,0
30ae0020-e1ce-46f9-8c78-eca9aee05e52,68,86266.74,508,Malo,18993.53,17,Viudo,3,Fijo,0
87a7ba1c-f96d-448e-b494-e79b22c8e7a0,33,66571.48,421,Regular,353.32,11,Viudo,4,Desempleado,0
dc85fb6f-0811-4947-b72e-0bad770abb0e,55,27288.39,303,Regular,15782.54,18,Viudo,3,Fijo,0
e62da537-0017-489f-9557-a622076a625d,38,147271.13,584,Regular,27402.81,39,Viudo,5,Desempleado,0
134918a7-255f-46f5-a2a3-8cb9a237fb03,19,88140.2,656,Bueno,41891.25,18,Casado,1,Desempleado,0
0faf8799-7ed1-4f25-96bf-a707ac627f81,29,53522.48,429,Bueno,28836.51,30,Soltero,2,Temporal,0
e77af3a5-e49c-411b-bf4f-4aa04353804f,34,39660.31,332,Regular,44597.15,2,Soltero,4,Autonomo,0
89bad72b-100d-48f0-892f-677bbc23c70f,21,118721.13,519,Regular,20093.47,0,Viudo,4,Desempleado,0
a59bba61-e1a7-4161-882e-b94ae5944104,26,35820.7,738,Malo,40939.64,8,Divorciado,4,Fijo,0
493fa167-6142-4821-8196-cf89bd301fc1,65,143542.24,346,Malo,15505.83,22,Soltero,2,Autonomo,0
ab938b21-c85a-4b42-810b-98c4bf3915b3,44,106612.16,818,Malo,22008.56,7,Viudo,3,Desempleado,0
f980b506-ea47-442b-9295-280656dccdf1,51,22953.35,591,Regular,20033.58,36,Casado,5,Temporal,0
0bfa734a-6ea8-4902-a629-4ab72f119789,25,144751.65,365,Regular,46031.26,2,Casado,4,Desempleado,0
0b2f9185-88db-4a0b-aaa8-2df8d12dc0ea,65,39496.81,373,Bueno,40961.89,25,Casado,0,Desempleado,0
186a30b1-725c-4591-83af-83b74e1d6ac4,22,111295.58,607,Regular,47305.52,28,Viudo,0,Autonomo,0
d776fa39-614f-4349-8890-1839ca813af1,48,55233.29,396,Malo,37591.77,8,Casado,0,Desempleado,0
ca6acdfe-6760-49e4-85b5-63a31984a38a,46,28330.47,526,Regular,19974.93,19,Casado,1,Autonomo,0
cc0346c2-2793-4fcc-bba3-f8d5ff764b04,67,34232.17,644,Malo,18622.14,17,Casado,0,Fijo,0
75858824-7e98-487c-8cf2-0f539029d996,41,135556.49,478,Regular,23691.71,27,Divorciado,4,Autonomo,0
d9542370-9079-4a0e-a8c7-226a116d54f0,50,49821.13,667,Regular,21651.18,3,Viudo,4,Autonomo,0
7af8cc55-32f2-46ab-a287-4ed01800dd0c,55,142112.96,654,Bueno,20043.54,39,Divorciado,3,Desempleado,1
8b157a43-e446-4935-96be-93ebf90e74ee,24,136432.7,549,Malo,12585.4,23,Soltero,2,Desempleado,0
d5262754-4ece-46a9-8f34-5885dd6a0634,46,22003.55,682,Malo,48633.23,30,Casado,4,Fijo,0
ef6b2c14-5812-4c0c-9dec-bd19a01150ea,50,47349.1,648,Regular,2343.45,31,Viudo,3,Desempleado,0
28803f80-33a0-4b0c-94a7-613da79749bc,32,95595.62,450,Bueno,17639.43,10,Viudo,1,Temporal,0
fa62f8f5-6c9f-4bbd-ac2f-85e806957ec5,78,46926.3,346,Bueno,421.03,18,Viudo,4,Autonomo,0
2914e178-66c5-4b70-b246-94570cae4eff,57,83663.87,670,Bueno,33560.71,34,Divorciado,5,Temporal,0
2ebb909f-1c21-493c-9b94-7fa48c4ef9ac,20,83096.87,697,Malo,46416.28,30,Viudo,5,Desempleado,0
bf2fe669-27db-4a94-9d84-64476d8538f5,64,143163.2,372,Regular,42493.41,31,Soltero,0,Desempleado,0
cd6b3f59-34c6-4c86-b4d0-09cc6de8b1a0,68,51353.82,334,Regular,6983.92,18,Viudo,2,Autonomo,0
56f9acca-19d6-432d-bca8-55ed8059b629,76,57975.42,360,Regular,21789.52,29,Casado,0,Temporal,0
f5d4631e-c6b3-4fa8-b515-6d2e8a5b7518,73,89671.35,717,Malo,16476.61,24,Divorciado,2,Fijo,0
792e9971-f10a-4ab4-ba44-9779746a85cc,60,23836.86,798,Bueno,16032.76,15,Divorciado,2,Desempleado,0
171132d5-d4ff-4812-9331-724a6704f694,51,18902.37,313,Malo,9252.27,3,Viudo,0,Fijo,0
91dd907c-7bff-4651-874e-3e4519d2852c,37,100528.07,319,Malo,24550.57,34,Soltero,3,Fijo,0
403e1a68-3801-4038-a356-a76fc2c3d1ab,47,138354.24,707,Malo,3101.15,13,Divorciado,0,Temporal,0
5048b168-28cf-4d9e-961b-a5992c7579c2,59,17514.08,738,Regular,28661.32,21,Casado,3,Desempleado,0
109bf802-ee77-430f-8f25-11cd37885893,79,89800.16,360,Regular,26864.32,28,Soltero,3,Temporal,0
f43ef482-542b-4a53-950e-d49d6b81fc05,19,94133.31,375,Malo,24755.4,8,Viudo,5,Autonomo,0
6b9d97a6-142c-4f85-bfde-9448f09fcb59,21,28703.77,696,Malo,6717.99,34,Casado,5,Autonomo,0
3bcd4cd5-7d95-4d9b-9162-94c99c4f3d0c,48,118002.07,749,Regular,27915.58,38,Casado,5,Temporal,1
5cb6d56e-31f0-4ac7-a8f9-d0c44a60f332,72,102959.37,788,Regular,24382.53,1,Soltero,0,Fijo,1
519a33bf-a7ad-42e0-80ff-88b204184535,43,31952.13,569,Regular,7179.56,39,Casado,1,Temporal,0
57f5c3e8-0fb4-46fc-b663-6748c8d4d0ce,45,91713.16,345,Malo,18029.64,6,Casado,0,Temporal,0
6834542f-e89a-4504-ba20-846fc8e1d473,61,75207.6,547,Bueno,37020.03,3,Soltero,3,Fijo,0
ac371ca6-f7ea-48ab-b58d-4afc1fe9f6bf,24,129247.51,790,Malo,7087.16,2,Divorciado,1,Fijo,0
a14b0dcb-815c-4648-885e-fd3376740c50,49,82558.37,812,Regular,247.34,26,Viudo,2,Temporal,1
1687ba16-3083-47a3-9074-c229b14d18d2,63,120689.01,573,Regular,3850.25,15,Casado,2,Desempleado,0
2bee0db3-0ab0-4e69-b80b-65084c8c988e,76,34219.55,428,Bueno,34991.58,17,Soltero,4,Fijo,0
38493bf8-4ca5-4309-babb-4ffe6f35d946,46,87959.37,523,Bueno,18090.77,29,Casado,2,Desempleado,0
deb40dfc-a6a9-4e75-a876-ae2a63d1a375,22,37705.42,498,Malo,2029.62,19,Casado,1,Autonomo,0
531775a1-0366-4c7c-965a-97c1e3322233,75,48096.8,595,Regular,44520.56,40,Divorciado,4,Autonomo,0
0d49de4c-17ec-4c58-993e-8b8a64906e5f,23,143602.7,614,Malo,8508.39,5,Divorciado,3,Autonomo,0
a1792136-9102-4f83-bbe4-a7cf961e53df,38,144782.53,683,Malo,41343.47,32,Viudo,0,Desempleado,0
0b89e33f-b465-49b2-8ca4-5aeae7ff60a3,56,89945.55,530,Bueno,23370.66,0,Viudo,5,Temporal,0
c5bb6fdd-7169-4778-b7dc-bd26b9551eee,27,20641.93,321,Bueno,33971.93,16,Casado,0,Fijo,0
69eca092-6c18-4e5f-829a-c4a243c3b1b0,22,124706.9,302,Regular,32267.74,8,Soltero,2,Autonomo,0
fae4c178-58ba-4c35-b59d-8b9e9b81b982,26,144750.45,702,Bueno,21589.73,2,Casado,4,Desempleado,1
ca0508ee-34ee-4d11-9d95-cc9cb92213c5,35,98798.54,802,Bueno,34278.56,9,Viudo,0,Fijo,1
2e88cdf2-2f12-4dd4-b784-c6d960f4aebe,57,103162.94,769,Bueno,1735.05,10,Soltero,4,Fijo,1
22c8741a-163d-4691-9e45-191a2c6ae740,58,37596.53,686,Malo,18995.18,12,Viudo,4,Temporal,0
7b6b39b9-5bfd-4922-8bd8-7d7667ae3ebf,55,23123.63,460,Malo,23947.63,0,Soltero,0,Fijo,0
40352ffd-00f0-4338-a95b-0f15bcac3dfd,53,139444.45,642,Malo,15264.5,20,Soltero,2,Temporal,0
3c0d2510-78f2-482f-9cda-ed43d8c0989f,63,51895.9,635,Malo,43042.02,36,Viudo,5,Temporal,0
ec0543c9-a00b-4d20-a34b-b7b44f79076e,38,48870.01,308,Regular,21589.61,30,Casado,3,Desempleado,0
a8911cec-be80-4761-ab49-fc43bccd3c8c,42,106799.7,523,Regular,29207.81,22,Casado,2,Fijo,0
01177c1e-4f27-44b9-b5d1-078dea9d1aa5,56,149897.65,464,Bueno,12287.7,29,Soltero,5,Desempleado,0
8aa2dcd4-528a-4a94-8aed-43718c9ec31c,51,128729.22,656,Regular,40005.02,15,Divorciado,4,Fijo,1
97c4a905-1d26-4de0-8fa2-2634916d362c,36,43721.81,311,Bueno,4386.0,13,Divorciado,4,Autonomo,0
2f108359-68f7-436e-bc78-fbad6d12456f,47,128492.37,374,Regular,12358.59,27,Casado,5,Fijo,0
2d176adb-7cc2-4249-b94c-ba3216aa9258,50,52977.02,805,Bueno,9699.03,35,Divorciado,5,Temporal,1
92fa1517-676b-4d99-92b6-c14519cdc421,56,36791.2,517,Regular,27199.29,11,Divorciado,3,Desempleado,0
f6be97d0-654c-406c-b6e4-86f987981e9a,45,87102.05,688,Regular,9495.92,32,Soltero,2,Desempleado,1
7d23b097-41ab-4563-86f0-38d314765f35,24,24441.25,620,Malo,28333.53,30,Viudo,4,Desempleado,0
7bf90c46-1fd1-4291-9758-b204d53840fb,68,27111.54,561,Regular,44887.76,24,Divorciado,5,Fijo,0
3cf742a8-520a-4620-9898-39a950551d09,62,109287.96,433,Malo,12090.72,22,Viudo,2,Desempleado,0
9ecf5af6-bc03-4d7b-a68d-282dc169faf9,25,127117.24,700,Malo,990.91,28,Soltero,5,Autonomo,0
d3f7f005-c4f8-4aad-8c3f-2afd377549f7,72,112884.96,488,Bueno,3949.0,23,Divorciado,0,Autonomo,0
5895a901-5b21-410c-b533-751440606a06,59,149840.87,592,Regular,46089.01,22,Viudo,1,Fijo,0
636604d4-cb4e-4b20-8f89-71c829fe7d81,59,133567.7,408,Malo,40048.57,22,Viudo,2,Temporal,0
fa6d113f-bcfd-45e6-a39c-1cb64a4b7019,74,43464.77,770,Regular,25415.51,8,Soltero,4,Fijo,0
9e17cfd6-75ea-4308-8dd4-96b30f291954,67,83150.73,850,Malo,33429.2,21,Soltero,1,Autonomo,0
bacaf90b-b523-4f6c-9d1c-a4f82868f357,53,123277.63,560,Malo,20024.18,32,Viudo,4,Desempleado,0
0dd8473d-493a-4562-8f1a-d84e03dc1473,64,134330.77,488,Regular,12579.6,26,Casado,3,Desempleado,0
678e165a-5cee-479d-b5ef-5eee38aa33eb,73,142630.14,362,Malo,26588.85,35,Divorciado,0,Desempleado,0
ea34716a-1b50-4f3f-8653-d9ceeb0ae637,31,100747.93,491,Malo,17156.91,20,Divorciado,1,Fijo,0
1abf4583-29fc-4669-b6bd-47c4864bad96,45,147251.45,453,Bueno,24907.63,24,Viudo,4,Autonomo,0
cb618044-7133-4e55-9df7-400b33717e9a,46,110546.8,524,Regular,18576.53,34,Casado,4,Fijo,0
280dcaec-d10c-4ff9-9425-42f84f64df76,74,51856.77,526,Bueno,34826.48,23,Divorciado,4,Desempleado,0
04eedd3e-7ea9-444b-8d79-37f0a07bd6d0,32,104407.4,615,Malo,17773.96,1,Casado,1,Temporal,0
62316ebc-231e-4115-81f5-cb5297fc3419,44,58421.16,638,Regular,28475.66,27,Viudo,3,Desempleado,0
0c8944c9-047e-4a0b-9603-13fc67551693,39,43434.23,397,Malo,5217.1,24,Divorciado,4,Fijo,0
20ebc5b5-a983-4ecb-86d6-214c1e8527b0,70,144464.01,371,Regular,3740.99,17,Soltero,5,Fijo,0
5fbae081-0d9c-4743-b889-43fe188a78a8,47,59341.73,315,Malo,9642.87,32,Divorciado,1,Autonomo,0
a3a82e7b-692a-4608-bddc-fe7beca29f49,43,138392.46,332,Regular,30430.64,30,Soltero,2,Autonomo,0
3e9eb06c-0a11-46b1-bb17-83c66bfdbdf7,44,33052.98,340,Bueno,46820.13,33,Viudo,5,Temporal,0
63c01e50-c633-45f5-a25e-6cee70cdb739,64,139504.8,731,Malo,17322.11,10,Casado,2,Desempleado,0
a54a45f4-b925-4f0e-8be6-fbc480053f42,24,97186.21,347,Malo,35375.57,25,Viudo,2,Temporal,0
245351ba-c590-4ed3-b10a-90c380c49300,38,15577.7,664,Bueno,26164.12,19,Viudo,5,Autonomo,0
6792cb28-6849-4f98-a7a6-91cfe07c0cd6,45,16293.11,550,Regular,15869.06,32,Casado,2,Desempleado,0
58bcf801-9138-432b-a482-69753b30cc91,38,38427.36,305,Regular,46872.97,30,Divorciado,2,Autonomo,0
663dca5c-91d4-4a43-b9fd-6b190ef63362,60,90031.74,723,Regular,47882.29,7,Soltero,4,Fijo,0
e9c9633d-c74e-45c0-8fb7-67359ef40e33,34,109026.14,822,Malo,43984.74,14,Viudo,5,Autonomo,0
e52bd550-e508-471a-a1cd-09b1b86fdbf7,41,81011.86,559,Regular,9985.94,2,Casado,4,Fijo,0
568052c6-2263-4081-aefa-6d598c2970b0,79,68026.8,548,Bueno,25083.55,3,Viudo,0,Desempleado,0
fc73c100-369d-4769-8297-20e039d327ec,27,25955.09,314,Bueno,35630.96,3,Soltero,2,Autonomo,0
3ee0b5ad-e7e0-4c20-af68-232cc5f8bc96,61,133357.24,455,Regular,4449.61,11,Soltero,5,Autonomo,0
acb3a676-ef63-4793-99fd-f0d504a5dede,77,102920.97,419,Bueno,12076.79,21,Casado,3,Autonomo,0
51ddae68-9692-49bc-81d4-6e97d9d8a66d,48,87717.66,390,Bueno,17454.88,22,Casado,1,Autonomo,0
d0bc265b-d03b-4964-9f9c-a5269ba26b2d,22,135497.25,693,Malo,19870.84,16,Soltero,5,Fijo,0
31325d5f-0723-4e5f-a34c-b572fbc5eaf2,23,125167.64,702,Regular,21210.7,25,Divorciado,0,Temporal,1
99f8ddf5-7c0b-46dd-8b74-81419722766f,71,75098.86,754,Bueno,30881.4,16,Viudo,0,Temporal,0
58d36912-04a6-43b4-938e-1985113cf450,23,31661.1,525,Bueno,48668.84,21,Viudo,4,Autonomo,0
d08532a8-7a22-4153-b1e0-abfba0e1cfe7,23,146225.27,439,Bueno,12372.14,15,Viudo,5,Temporal,0
64fa77a0-c143-425f-9299-c6b029d30f63,45,65810.82,306,Regular,49350.4,15,Soltero,4,Temporal,0
08924839-3f58-4efa-90af-153d44368016,24,96176.97,588,Regular,40394.27,18,Soltero,2,Autonomo,0
77e020ce-ce40-4c25-a698-9b35666f4895,65,67211.39,642,Malo,27130.46,28,Soltero,1,Autonomo,0
d6990a2d-8433-4f2c-a0a7-9c635efb8c4a,65,128284.68,767,Malo,40280.69,39,Viudo,3,Temporal,0
198fa547-8905-4ee9-b8a2-0a668b27cd36,41,124602.41,642,Bueno,17770.06,32,Soltero,0,Desempleado,0
b03dd956-d3f9-4a06-916b-6cfed940c2fa,69,147812.39,761,Malo,44261.29,22,Viudo,2,Temporal,0
95fe1dd5-d74d-4139-a63a-542f2a3b1cf9,26,31843.12,631,Bueno,26859.91,8,Soltero,5,Desempleado,0
8783da43-a239-4d01-ad3f-6199574d68ad,53,65014.89,490,Bueno,33214.73,37,Soltero,2,Temporal,0
4db287f4-489d-44f9-a3e3-f1af43171d88,21,41053.77,389,Regular,3414.59,16,Divorciado,5,Temporal,0
7b0b179e-d6d5-4108-97a8-5a4538b596ba,55,16264.05,475,Malo,32666.32,40,Divorciado,3,Fijo,0
d1a97608-dd3e-424d-94f4-a3eb7b5ff4c0,79,115324.5,733,Bueno,46171.18,40,Casado,5,Desempleado,0
f9498569-0c82-4665-b633-b6e969bca1e8,53,117386.83,619,Regular,16351.04,32,Soltero,4,Fijo,0
1ae73e0d-aa9c-4f62-a3ae-eeece826b2a2,53,106874.84,471,Regular,34125.84,18,Viudo,1,Desempleado,0
27941991-5517-4202-b787-7b45514994a2,39,110741.7,704,Malo,45197.89,18,Soltero,2,Desempleado,0
5fcdcfb3-213c-47b9-87ee-7e8959eb721a,60,40854.08,347,Malo,34625.03,29,Soltero,2,Fijo,0
0f5b2f60-c93e-4f80-80cb-591a6219a519,25,125197.91,536,Regular,30000.29,0,Casado,5,Autonomo,0
0aafa806-8547-4b2d-9d0c-667b8dbc9609,44,99406.94,546,Malo,37498.61,18,Casado,5,Temporal,0
821a8034-99f3-4eaa-bb07-9187154a5780,40,124135.96,729,Bueno,49659.3,7,Soltero,3,Fijo,0
e64d45b8-fa13-4c51-b7ee-050a376d0c48,73,44854.94,483,Regular,38745.67,19,Casado,3,Fijo,0
968fb361-eab7-4fb3-8e18-0f8f31cff7ac,60,147316.08,308,Malo,45806.36,23,Soltero,1,Fijo,0
4ed802da-8981-4b32-aac8-c87904c19232,78,145585.03,444,Regular,21608.25,2,Viudo,3,Desempleado,0
7d933e76-8568-4667-9882-673ba4ae18f9,66,19967.47,768,Malo,13186.85,21,Soltero,1,Temporal,0
39e5e6a9-949f-41db-b046-e8692a9d6e8f,45,81533.11,678,Malo,21228.41,24,Divorciado,0,Fijo,0
c1331584-ca01-466c-8339-6c1eafb862aa,73,110046.44,662,Bueno,30137.86,13,Soltero,2,Fijo,1
57f4b7b8-003e-45e3-a674-7f8c22b04f14,76,96813.64,833,Malo,31691.03,12,Casado,0,Autonomo,0
636e4304-ac60-4198-b404-14356fdb8170,64,15963.28,491,Regular,21045.26,30,Divorciado,1,Autonomo,0
e87e48b2-31c0-4bff-9e7e-adaf29165d24,21,147875.58,379,Regular,47448.89,2,Viudo,4,Fijo,0
5a069aaa-a44d-4d87-84ef-6078d07b4eec,79,101188.87,561,Malo,29595.56,27,Soltero,0,Desempleado,0
5b8c7809-3820-4709-b007-3753287a7e44,36,29977.78,773,Bueno,19666.72,38,Soltero,3,Desempleado,0
1e0fd17e-5f76-41d4-ade6-29c5eb4de14c,56,52441.92,774,Regular,44266.27,21,Viudo,1,Fijo,0
0a663058-0b65-4abe-a303-b6b8a535cd02,37,82543.96,325,Malo,46792.95,6,Casado,3,Autonomo,0
0f23985d-9211-49ee-a260-817ddfb4f66a,40,38014.41,429,Bueno,14197.86,4,Divorciado,4,Fijo,0
0f817637-6a77-4589-a7a9-0267d22c6195,24,41158.98,301,Bueno,21580.71,33,Soltero,4,Autonomo,0
dfc51ba7-1c98-47b9-930b-5782f2f84ee6,54,114740.0,755,Malo,43000.29,6,Viudo,3,Desempleado,0
4792f9bc-ff0d-42fc-8013-b964d749eb4f,50,105743.7,417,Regular,41825.5,37,Divorciado,1,Desempleado,0
816384a3-e2dd-4689-a92c-338a588de8c9,31,96401.29,393,Malo,24262.32,25,Soltero,0,Fijo,0
639a4461-c245-478d-b0ee-b128ac20779d,27,38696.39,652,Bueno,29492.74,7,Divorciado,3,Desempleado,0
98805bce-9139-46c4-acee-8b19f65e2fd7,60,94402.22,465,Malo,9561.97,12,Viudo,1,Fijo,0
6f1a5803-ad79-4b86-8abf-f6151d6a47f1,48,115706.41,531,Malo,24069.32,34,Divorciado,1,Desempleado,0
40eb7102-84ba-4031-83ce-70c28ba7672d,32,32203.17,306,Malo,36344.29,28,Divorciado,1,Temporal,0
41995a58-a17b-4069-9b21-44e485142157,72,141031.06,485,Regular,30310.14,23,Divorciado,4,Temporal,0
82645625-9d28-4190-9832-1b8a3e5f063f,24,130489.66,493,Regular,49330.16,39,Divorciado,2,Temporal,0
432ae19e-781f-4a0e-b1f3-db7af4cda70e,40,133935.42,741,Regular,4522.79,22,Soltero,3,Fijo,1
d87db1ef-1f77-4c00-a3a1-a7a7558f05e9,72,113401.35,472,Malo,43886.29,20,Casado,4,Fijo,0
9d27ab8d-eb93-4bd9-b8a6-c57ea3ab673f,53,52034.28,401,Bueno,6555.81,36,Casado,5,Temporal,0
f52295aa-0bc0-48e1-94b3-51f238e9c699,41,129435.07,475,Regular,49402.46,17,Casado,1,Fijo,0
3133a4b3-cb07-48e8-bfd2-b3b4c8b720ee,25,18120.86,369,Bueno,40837.23,10,Divorciado,3,Fijo,0
e7290996-deb3-4e73-bfa8-0eb2eda27992,66,145924.45,661,Regular,24722.66,11,Divorciado,4,Fijo,1
820278ab-3fbf-4d47-b94b-38cb32f4d281,35,106494.15,837,Regular,3853.92,36,Soltero,5,Fijo,1
2265d31e-300b-48bc-8d37-5165b26bc2f4,54,97951.63,427,Bueno,37950.11,33,Viudo,2,Autonomo,0
58619f05-2018-4856-9095-89a31f50f49e,32,106891.85,834,Regular,33983.77,6,Divorciado,3,Temporal,1
c429dcb1-9bea-4d71-b2af-2ccb08944a31,69,134218.76,800,Malo,49840.4,12,Soltero,0,Fijo,0
98d88f96-75fc-4ea9-97a9-312ae4c25e32,45,15263.92,304,Regular,15640.4,15,Divorciado,5,Desempleado,0
4e91bf65-5c06-4f68-9751-fcd7cafbc4c7,72,72660.45,674,Malo,36014.9,9,Viudo,5,Autonomo,0
b6b22fa3-60a8-467b-b6e0-407afff2bdf7,53,105868.47,396,Malo,33804.86,18,Viudo,5,Fijo,0
37a52657-b1ad-4b6a-b4db-a3bcc496436a,80,102754.06,744,Malo,6360.34,4,Casado,0,Autonomo,0
c785849e-69c7-4a24-af5f-b90f94920609,67,130271.07,408,Regular,451.42,39,Soltero,0,Desempleado,0
bebcb481-8b5d-47f2-8c22-e00adac6dce9,70,58604.9,414,Bueno,27001.32,39,Casado,2,Temporal,0
33f7a696-0a1c-4e28-ab5a-93ade4834d98,57,128986.11,815,Regular,33020.44,29,Viudo,5,Temporal,1
7ce01f02-c996-407b-9021-e8a97473b498,57,69928.25,747,Bueno,7942.27,29,Casado,0,Desempleado,1
6f7e81fc-39fd-4f5f-ac8c-27278e926d50,61,31431.89,516,Regular,45755.35,5,Casado,5,Autonomo,0
ddec3a1e-4034-40fb-9c1f-d8a7a3887108,59,84969.86,848,Bueno,6210.0,5,Viudo,1,Desempleado,1
ad98c44e-ac86-4a84-b3f8-47842b333859,53,81902.59,680,Bueno,43022.77,33,Divorciado,2,Fijo,0
b0a6c529-961f-40ee-8470-99ad86c41e32,19,84829.68,640,Malo,18266.52,0,Viudo,1,Desempleado,0
d774bd67-1312-4660-9b1d-c00ca320caf3,56,20867.73,383,Malo,3761.58,6,Divorciado,0,Fijo,0
8765e86b-13f6-4a02-9c89-f9b17377b03b,77,112364.74,620,Bueno,2073.28,24,Soltero,3,Fijo,0
f298e448-69ec-44be-95bb-4668426ed83e,60,21340.23,774,Regular,13700.81,28,Soltero,1,Desempleado,0
c74cd9be-e339-40da-8932-36ca46be8581,71,138982.85,781,Bueno,17592.14,29,Viudo,4,Fijo,1
bfdec7c3-54e4-46dc-8c5f-723b7554169a,62,86875.39,471,Bueno,39825.49,18,Divorciado,1,Temporal,0
2629a8f9-280c-436f-8704-fb5718668cfe,35,57692.67,396,Bueno,8576.09,12,Divorciado,1,Temporal,0
91d6f4b1-5cc1-4b15-8085-cb1e02142e32,19,67900.95,690,Regular,15237.3,24,Casado,5,Temporal,1
37405690-d43d-4ec7-b01d-fba332b265a2,29,60185.29,829,Bueno,49311.16,3,Divorciado,2,Temporal,0
fd78407f-5108-494e-9bfe-90d5e97baa9c,35,133813.29,345,Bueno,13533.1,16,Casado,3,Temporal,0
9e37d9fd-0390-48f5-9d22-2e7f6b510650,62,124035.84,351,Malo,34431.4,34,Divorciado,1,Temporal,0
f6c03ec9-d869-49b5-8f14-c8a197a06313,66,148685.73,647,Bueno,7525.22,39,Soltero,0,Temporal,0
3815353f-7f46-497b-8f50-db9ec28047db,37,45459.78,542,Bueno,4692.52,0,Soltero,1,Temporal,0
0e4c04dc-4211-4c83-aa04-9f0191df977c,76,108089.11,790,Regular,16829.09,37,Soltero,2,Autonomo,1
dc7e7f2b-661c-4418-bd00-9047a42a35d5,39,144299.72,847,Bueno,20401.72,33,Viudo,1,Temporal,1
f7c2da69-1c4c-4d75-8919-e2a4e8e54ba4,40,138794.35,521,Bueno,31608.48,21,Divorciado,1,Desempleado,0
1869a56c-5084-4eaa-91e5-1d0570dd604d,18,41578.37,368,Malo,11791.09,38,Casado,2,Autonomo,0
ae02ca07-6628-4c8d-8e8a-cca255e4818f,29,59445.33,684,Regular,10606.88,9,Viudo,3,Autonomo,1
c8b4d52d-0808-46a7-9373-5df73a54409b,73,23483.96,458,Regular,33905.67,28,Divorciado,0,Desempleado,0
b36e63ef-c54e-4756-aa50-11a246ae81de,27,99414.78,820,Bueno,1823.48,6,Viudo,1,Temporal,1
baa48fcb-a152-4e51-8efb-0ee524d397b0,54,18762.82,791,Regular,7782.94,16,Soltero,0,Desempleado,0
a2d3e41a-476f-4a5c-88f9-73efa11bb403,60,73313.11,476,Malo,9430.53,14,Viudo,2,Fijo,0
