inventario_id,producto_id,region_id,stock,fecha_actualizacion
930,6,3,114,2025-01-31
931,7,3,231,2025-01-31
932,8,3,290,2025-01-31
933,9,3,418,2025-01-31
934,10,3,73,2025-01-31
935,11,3,433,2025-01-31
936,12,3,480,2025-01-31
937,13,3,132,2025-01-31
938,14,3,368,2025-01-31
939,15,3,234,2025-01-31
940,16,3,488,2025-01-31
941,17,3,365,2025-01-31
942,18,3,148,2025-01-31
943,55,3,111,2025-01-31
944,56,3,335,2025-01-31
945,57,3,71,2025-01-31
946,58,3,261,2025-01-31
947,59,3,175,2025-01-31
948,60,3,462,2025-01-31
949,61,3,474,2025-01-31
950,62,3,91,2025-01-31
951,79,3,147,2025-01-31
952,80,3,498,2025-01-31
953,81,3,80,2025-01-31
954,82,3,207,2025-01-31
955,91,3,161,2025-01-31
956,92,3,451,2025-01-31
957,93,3,296,2025-01-31
958,94,3,171,2025-01-31
959,95,3,322,2025-01-31
960,96,3,343,2025-01-31
961,97,3,447,2025-01-31
962,98,3,256,2025-01-31
963,99,3,159,2025-01-31
964,100,3,489,2025-01-31
965,101,3,327,2025-01-31
966,102,3,105,2025-01-31
967,1,4,424,2025-01-31
968,2,4,452,2025-01-31
969,3,4,106,2025-01-31
970,4,4,477,2025-01-31
971,5,4,340,2025-01-31
972,6,4,163,2025-01-31
973,7,4,430,2025-01-31
974,8,4,434,2025-01-31
975,9,4,357,2025-01-31
976,10,4,390,2025-01-31
977,11,4,247,2025-01-31
978,12,4,470,2025-01-31
979,13,4,370,2025-01-31
980,14,4,228,2025-01-31
981,15,4,434,2025-01-31
982,16,4,268,2025-01-31
983,17,4,326,2025-01-31
984,18,4,486,2025-01-31
985,55,4,65,2025-01-31
986,56,4,428,2025-01-31
987,57,4,110,2025-01-31
988,58,4,103,2025-01-31
989,59,4,217,2025-01-31
990,60,4,75,2025-01-31
991,61,4,385,2025-01-31
992,62,4,114,2025-01-31
993,79,4,149,2025-01-31
994,80,4,123,2025-01-31
995,81,4,241,2025-01-31
996,82,4,220,2025-01-31
997,91,4,322,2025-01-31
998,92,4,426,2025-01-31
999,93,4,236,2025-01-31
1000,94,4,72,2025-01-31
1001,95,4,440,2025-01-31
1002,96,4,477,2025-01-31
1003,97,4,230,2025-01-31
1004,98,4,376,2025-01-31
1005,99,4,157,2025-01-31
1006,100,4,384,2025-01-31
1007,101,4,211,2025-01-31
1008,102,4,351,2025-01-31
1009,1,5,255,2025-01-31
1010,2,5,127,2025-01-31
1011,3,5,65,2025-01-31
1012,4,5,376,2025-01-31
1013,5,5,145,2025-01-31
1014,6,5,196,2025-01-31
1015,7,5,51,2025-01-31
1016,8,5,59,2025-01-31
1017,9,5,483,2025-01-31
1018,10,5,174,2025-01-31
1019,11,5,130,2025-01-31
1020,12,5,189,2025-01-31
1021,13,5,375,2025-01-31
1022,14,5,199,2025-01-31
1023,15,5,337,2025-01-31
1024,16,5,410,2025-01-31
1025,17,5,389,2025-01-31
1026,18,5,178,2025-01-31
1027,55,5,487,2025-01-31
1028,56,5,288,2025-01-31
1029,57,5,107,2025-01-31
1030,58,5,247,2025-01-31
1031,59,5,260,2025-01-31
1032,60,5,451,2025-01-31
1033,61,5,439,2025-01-31
1034,62,5,94,2025-01-31
1035,79,5,146,2025-01-31
1036,80,5,328,2025-01-31
1037,81,5,72,2025-01-31
1038,82,5,459,2025-01-31
1039,91,5,440,2025-01-31
1040,92,5,384,2025-01-31
1041,93,5,93,2025-01-31
1042,94,5,76,2025-01-31
1043,95,5,331,2025-01-31
1044,96,5,146,2025-01-31
1045,97,5,85,2025-01-31
1046,98,5,158,2025-01-31
1047,99,5,104,2025-01-31
1048,100,5,241,2025-01-31
1049,101,5,268,2025-01-31
1050,102,5,234,2025-01-31
1051,1,1,118,2023-12-31
1052,2,1,366,2023-12-31
1053,3,1,179,2023-12-31
1054,4,1,104,2023-12-31
1055,5,1,427,2023-12-31
1056,6,1,146,2023-12-31
1057,7,1,385,2023-12-31
1058,8,1,136,2023-12-31
1059,9,1,343,2023-12-31
1060,10,1,168,2023-12-31
1061,11,1,257,2023-12-31
1062,12,1,383,2023-12-31
1063,13,1,462,2023-12-31
1064,14,1,203,2023-12-31
1065,15,1,84,2023-12-31
1066,16,1,128,2023-12-31
1067,17,1,116,2023-12-31
1068,18,1,392,2023-12-31
1069,55,1,462,2023-12-31
1070,56,1,83,2023-12-31
1071,57,1,146,2023-12-31
1072,58,1,218,2023-12-31
1073,59,1,218,2023-12-31
1074,60,1,200,2023-12-31
1075,61,1,120,2023-12-31
1076,62,1,52,2023-12-31
1077,79,1,363,2023-12-31
1078,80,1,81,2023-12-31
1079,81,1,336,2023-12-31
1080,82,1,131,2023-12-31
1081,91,1,92,2023-12-31
1082,92,1,440,2023-12-31
1083,93,1,154,2023-12-31
1084,94,1,50,2023-12-31
1085,95,1,110,2023-12-31
1086,96,1,319,2023-12-31
1087,97,1,229,2023-12-31
1088,98,1,273,2023-12-31
1089,99,1,55,2023-12-31
1090,100,1,152,2023-12-31
1091,101,1,59,2023-12-31
1092,102,1,120,2023-12-31
1093,1,2,139,2023-12-31
1094,2,2,275,2023-12-31
1095,3,2,207,2023-12-31
1096,4,2,277,2023-12-31
1097,5,2,454,2023-12-31
1098,6,2,175,2023-12-31
1099,7,2,493,2023-12-31
1100,8,2,258,2023-12-31
1101,9,2,146,2023-12-31
1102,10,2,123,2023-12-31
1103,11,2,164,2023-12-31
1104,12,2,240,2023-12-31
1105,13,2,219,2023-12-31
1106,14,2,356,2023-12-31
1107,15,2,497,2023-12-31
1108,16,2,253,2023-12-31
1109,17,2,105,2023-12-31
1110,18,2,257,2023-12-31
1111,55,2,90,2023-12-31
1112,56,2,81,2023-12-31
1113,57,2,64,2023-12-31
1114,58,2,111,2023-12-31
1115,59,2,204,2023-12-31
1116,60,2,333,2023-12-31
1117,61,2,258,2023-12-31
1118,62,2,369,2023-12-31
1119,79,2,236,2023-12-31
1120,80,2,491,2023-12-31
1121,81,2,179,2023-12-31
1122,82,2,176,2023-12-31
1123,91,2,341,2023-12-31
1124,92,2,163,2023-12-31
1125,93,2,248,2023-12-31
1126,94,2,62,2023-12-31
1127,95,2,320,2023-12-31
1128,96,2,138,2023-12-31
1129,97,2,264,2023-12-31
1130,98,2,493,2023-12-31
1131,99,2,327,2023-12-31
1132,100,2,496,2023-12-31
1133,101,2,252,2023-12-31
1134,102,2,123,2023-12-31
1135,1,3,74,2023-12-31
1136,2,3,150,2023-12-31
1137,3,3,225,2023-12-31
1138,4,3,476,2023-12-31
1139,5,3,166,2023-12-31
1140,6,3,215,2023-12-31
1141,7,3,90,2023-12-31
1142,8,3,478,2023-12-31
1143,9,3,393,2023-12-31
1144,10,3,473,2023-12-31
1145,11,3,415,2023-12-31
1146,12,3,169,2023-12-31
1147,13,3,146,2023-12-31
1148,14,3,194,2023-12-31
1149,15,3,265,2023-12-31
1150,16,3,278,2023-12-31
1151,17,3,362,2023-12-31
1152,18,3,179,2023-12-31
1153,55,3,401,2023-12-31
1154,56,3,426,2023-12-31
1155,57,3,367,2023-12-31
1156,58,3,186,2023-12-31
1157,59,3,373,2023-12-31
1158,60,3,386,2023-12-31
1159,61,3,322,2023-12-31
1160,62,3,166,2023-12-31
1161,79,3,355,2023-12-31
1162,80,3,417,2023-12-31
1163,81,3,143,2023-12-31
1164,82,3,217,2023-12-31
1165,91,3,491,2023-12-31
1166,92,3,252,2023-12-31
1167,93,3,390,2023-12-31
1168,94,3,198,2023-12-31
1169,95,3,451,2023-12-31
1170,96,3,232,2023-12-31
1171,97,3,462,2023-12-31
1172,98,3,201,2023-12-31
1173,99,3,123,2023-12-31
1174,100,3,414,2023-12-31
1175,101,3,450,2023-12-31
1176,102,3,323,2023-12-31
1177,1,4,91,2023-12-31
1178,2,4,261,2023-12-31
1179,3,4,150,2023-12-31
1180,4,4,94,2023-12-31
1181,5,4,131,2023-12-31
1182,6,4,66,2023-12-31
1183,7,4,122,2023-12-31
1184,8,4,63,2023-12-31
1185,9,4,482,2023-12-31
1186,10,4,206,2023-12-31
1187,11,4,272,2023-12-31
1188,12,4,181,2023-12-31
1189,13,4,387,2023-12-31
1190,14,4,453,2023-12-31
1191,15,4,425,2023-12-31
1192,16,4,425,2023-12-31
1193,17,4,96,2023-12-31
1194,18,4,156,2023-12-31
1195,55,4,157,2023-12-31
1196,56,4,314,2023-12-31
1197,57,4,254,2023-12-31
1198,58,4,128,2023-12-31
1199,59,4,204,2023-12-31
1200,60,4,320,2023-12-31
1201,61,4,296,2023-12-31
1202,62,4,68,2023-12-31
1203,79,4,395,2023-12-31
1204,80,4,485,2023-12-31
1205,81,4,75,2023-12-31
1206,82,4,266,2023-12-31
1207,91,4,203,2023-12-31
1208,92,4,203,2023-12-31
1209,93,4,223,2023-12-31
1210,94,4,141,2023-12-31
1211,95,4,482,2023-12-31
1212,96,4,387,2023-12-31
1213,97,4,230,2023-12-31
1214,98,4,180,2023-12-31
1215,99,4,499,2023-12-31
1216,100,4,347,2023-12-31
1217,101,4,324,2023-12-31
1218,102,4,322,2023-12-31
1219,1,5,466,2023-12-31
1220,2,5,125,2023-12-31
1221,3,5,226,2023-12-31
1222,4,5,233,2023-12-31
1223,5,5,368,2023-12-31
1224,6,5,180,2023-12-31
1225,7,5,412,2023-12-31
1226,8,5,98,2023-12-31
1227,9,5,104,2023-12-31
1228,10,5,203,2023-12-31
1229,11,5,404,2023-12-31
1230,12,5,249,2023-12-31
1231,13,5,357,2023-12-31
1232,14,5,405,2023-12-31
1233,15,5,422,2023-12-31
1234,16,5,167,2023-12-31
1235,17,5,312,2023-12-31
1236,18,5,95,2023-12-31
1237,55,5,351,2023-12-31
1238,56,5,405,2023-12-31
1239,57,5,449,2023-12-31
1240,58,5,457,2023-12-31
1241,59,5,238,2023-12-31
1242,60,5,359,2023-12-31
1243,61,5,367,2023-12-31
1244,62,5,178,2023-12-31
1245,79,5,98,2023-12-31
1246,80,5,74,2023-12-31
1247,81,5,315,2023-12-31
1248,82,5,167,2023-12-31
1249,91,5,193,2023-12-31
1250,92,5,491,2023-12-31
1251,93,5,249,2023-12-31
1252,94,5,206,2023-12-31
1253,95,5,397,2023-12-31
1254,96,5,183,2023-12-31
1255,97,5,449,2023-12-31
1256,98,5,197,2023-12-31
1257,99,5,385,2023-12-31
1258,100,5,120,2023-12-31
1259,101,5,282,2023-12-31
1260,102,5,383,2023-12-31
1261,1,1,348,2024-11-30
1262,2,1,203,2024-11-30
1263,3,1,139,2024-11-30
1264,4,1,383,2024-11-30
1265,5,1,248,2024-11-30
1266,6,1,210,2024-11-30
1267,7,1,75,2024-11-30
1268,8,1,170,2024-11-30
1269,9,1,350,2024-11-30
1270,10,1,261,2024-11-30
1271,11,1,112,2024-11-30
1272,12,1,485,2024-11-30
1273,13,1,117,2024-11-30
1274,14,1,302,2024-11-30
1275,15,1,459,2024-11-30
1276,16,1,51,2024-11-30
1277,17,1,447,2024-11-30
1278,18,1,157,2024-11-30
1279,55,1,335,2024-11-30
1280,56,1,98,2024-11-30
1281,57,1,189,2024-11-30
1282,58,1,267,2024-11-30
1283,59,1,93,2024-11-30
1284,60,1,466,2024-11-30
1285,61,1,318,2024-11-30
1286,62,1,127,2024-11-30
1287,79,1,265,2024-11-30
1288,80,1,431,2024-11-30
1289,81,1,147,2024-11-30
1290,82,1,285,2024-11-30
1291,91,1,331,2024-11-30
1292,92,1,198,2024-11-30
1293,93,1,461,2024-11-30
1294,94,1,353,2024-11-30
1295,95,1,473,2024-11-30
1296,96,1,115,2024-11-30
1297,97,1,283,2024-11-30
1298,98,1,136,2024-11-30
1299,99,1,128,2024-11-30
1300,100,1,254,2024-11-30
1301,101,1,328,2024-11-30
1302,102,1,386,2024-11-30
1303,1,2,303,2024-11-30
1304,2,2,353,2024-11-30
1305,3,2,429,2024-11-30
1306,4,2,179,2024-11-30
1307,5,2,133,2024-11-30
1308,6,2,325,2024-11-30
1309,7,2,236,2024-11-30
1310,8,2,95,2024-11-30
1311,9,2,436,2024-11-30
1312,10,2,232,2024-11-30
1313,11,2,317,2024-11-30
1314,12,2,345,2024-11-30
1315,13,2,371,2024-11-30
1316,14,2,149,2024-11-30
1317,15,2,127,2024-11-30
1318,16,2,321,2024-11-30
1319,17,2,388,2024-11-30
1320,18,2,211,2024-11-30
1321,55,2,93,2024-11-30
1322,56,2,287,2024-11-30
1323,57,2,183,2024-11-30
1324,58,2,241,2024-11-30
1325,59,2,405,2024-11-30
1326,60,2,327,2024-11-30
1327,61,2,67,2024-11-30
1328,62,2,61,2024-11-30
1329,79,2,229,2024-11-30
1330,80,2,172,2024-11-30
1331,81,2,295,2024-11-30
1332,82,2,271,2024-11-30
1333,91,2,422,2024-11-30
1334,92,2,100,2024-11-30
1335,93,2,120,2024-11-30
1336,94,2,97,2024-11-30
1337,95,2,68,2024-11-30
1338,96,2,311,2024-11-30
1339,97,2,133,2024-11-30
1340,98,2,204,2024-11-30
1341,99,2,102,2024-11-30
1342,100,2,156,2024-11-30
1343,101,2,406,2024-11-30
1344,102,2,353,2024-11-30
1345,1,3,184,2024-11-30
1346,2,3,492,2024-11-30
1347,3,3,118,2024-11-30
1348,4,3,60,2024-11-30
1349,5,3,192,2024-11-30
1350,6,3,241,2024-11-30
1351,7,3,436,2024-11-30
1352,8,3,427,2024-11-30
1353,9,3,118,2024-11-30
1354,10,3,72,2024-11-30
1355,11,3,230,2024-11-30
1356,12,3,342,2024-11-30
1357,13,3,58,2024-11-30
1358,14,3,320,2024-11-30
1359,15,3,436,2024-11-30
1360,16,3,142,2024-11-30
1361,17,3,66,2024-11-30
1362,18,3,203,2024-11-30
1363,55,3,454,2024-11-30
1364,56,3,377,2024-11-30
1365,57,3,198,2024-11-30
1366,58,3,426,2024-11-30
1367,59,3,316,2024-11-30
1368,60,3,471,2024-11-30
1369,61,3,377,2024-11-30
1370,62,3,155,2024-11-30
1371,79,3,430,2024-11-30
1372,80,3,84,2024-11-30
1373,81,3,168,2024-11-30
1374,82,3,63,2024-11-30
1375,91,3,63,2024-11-30
1376,92,3,315,2024-11-30
1377,93,3,189,2024-11-30
1378,94,3,343,2024-11-30
1379,95,3,413,2024-11-30
1380,96,3,168,2024-11-30
1381,97,3,287,2024-11-30
1382,98,3,83,2024-11-30
1383,99,3,218,2024-11-30
1384,100,3,59,2024-11-30
1385,101,3,171,2024-11-30
1386,102,3,450,2024-11-30
1387,1,4,194,2024-11-30
1388,2,4,495,2024-11-30
1389,3,4,272,2024-11-30
1390,4,4,420,2024-11-30
1391,5,4,306,2024-11-30
1392,6,4,317,2024-11-30
1393,7,4,408,2024-11-30
1394,8,4,53,2024-11-30
1395,9,4,475,2024-11-30
1396,10,4,446,2024-11-30
1397,11,4,403,2024-11-30
1398,12,4,155,2024-11-30
1399,13,4,134,2024-11-30
1400,14,4,263,2024-11-30
1401,15,4,170,2024-11-30
1402,16,4,181,2024-11-30
1403,17,4,387,2024-11-30
1404,18,4,246,2024-11-30
1405,55,4,68,2024-11-30
1406,56,4,179,2024-11-30
1407,57,4,61,2024-11-30
1408,58,4,130,2024-11-30
1409,59,4,379,2024-11-30
1410,60,4,403,2024-11-30
1411,61,4,311,2024-11-30
1412,62,4,441,2024-11-30
1413,79,4,174,2024-11-30
1414,80,4,356,2024-11-30
1415,81,4,316,2024-11-30
1416,82,4,496,2024-11-30
1417,91,4,490,2024-11-30
1418,92,4,432,2024-11-30
1419,93,4,189,2024-11-30
1420,94,4,378,2024-11-30
1421,95,4,51,2024-11-30
1422,96,4,57,2024-11-30
1423,97,4,299,2024-11-30
1424,98,4,188,2024-11-30
1425,99,4,173,2024-11-30
1426,100,4,358,2024-11-30
1427,101,4,277,2024-11-30
1428,102,4,59,2024-11-30
1429,1,5,261,2024-11-30
1430,2,5,161,2024-11-30
1431,3,5,57,2024-11-30
1432,4,5,341,2024-11-30
1433,5,5,411,2024-11-30
1434,6,5,302,2024-11-30
1435,7,5,63,2024-11-30
1436,8,5,289,2024-11-30
1437,9,5,487,2024-11-30
1438,10,5,291,2024-11-30
1439,11,5,391,2024-11-30
1440,12,5,198,2024-11-30
1441,13,5,285,2024-11-30
1442,14,5,355,2024-11-30
1443,15,5,216,2024-11-30
1444,16,5,69,2024-11-30
1445,17,5,265,2024-11-30
1446,18,5,392,2024-11-30
1447,55,5,184,2024-11-30
1448,56,5,442,2024-11-30
1449,57,5,178,2024-11-30
1450,58,5,459,2024-11-30
1451,59,5,471,2024-11-30
1452,60,5,343,2024-11-30
1453,61,5,295,2024-11-30
1454,62,5,238,2024-11-30
1455,79,5,93,2024-11-30
1456,80,5,135,2024-11-30
1457,81,5,93,2024-11-30
1458,82,5,379,2024-11-30
1459,91,5,424,2024-11-30
1460,92,5,495,2024-11-30
1461,93,5,427,2024-11-30
1462,94,5,439,2024-11-30
1463,95,5,194,2024-11-30
1464,96,5,100,2024-11-30
1465,97,5,291,2024-11-30
1466,98,5,343,2024-11-30
1467,99,5,457,2024-11-30
1468,100,5,100,2024-11-30
1469,101,5,315,2024-11-30
1470,102,5,169,2024-11-30
1471,1,1,249,2024-10-31
1472,2,1,454,2024-10-31
1473,3,1,297,2024-10-31
1474,4,1,119,2024-10-31
1475,5,1,390,2024-10-31
1476,6,1,106,2024-10-31
1477,7,1,431,2024-10-31
1478,8,1,88,2024-10-31
1479,9,1,338,2024-10-31
1480,10,1,492,2024-10-31
1481,11,1,67,2024-10-31
1482,12,1,489,2024-10-31
1483,13,1,269,2024-10-31
1484,14,1,362,2024-10-31
1485,15,1,293,2024-10-31
1486,16,1,401,2024-10-31
1487,17,1,353,2024-10-31
1488,18,1,347,2024-10-31
1489,55,1,332,2024-10-31
1490,56,1,123,2024-10-31
1491,57,1,159,2024-10-31
1492,58,1,229,2024-10-31
1493,59,1,475,2024-10-31
1494,60,1,81,2024-10-31
1495,61,1,283,2024-10-31
1496,62,1,331,2024-10-31
1497,79,1,74,2024-10-31
1498,80,1,380,2024-10-31
1499,81,1,328,2024-10-31
1500,82,1,275,2024-10-31
1501,91,1,106,2024-10-31
1502,92,1,229,2024-10-31
1503,93,1,281,2024-10-31
1504,94,1,431,2024-10-31
1505,95,1,392,2024-10-31
1506,96,1,336,2024-10-31
1507,97,1,113,2024-10-31
1508,98,1,281,2024-10-31
1509,99,1,338,2024-10-31
1510,100,1,262,2024-10-31
1511,101,1,307,2024-10-31
1512,102,1,67,2024-10-31
1513,1,2,224,2024-10-31
1514,2,2,466,2024-10-31
1515,3,2,278,2024-10-31
1516,4,2,275,2024-10-31
1517,5,2,133,2024-10-31
1518,6,2,340,2024-10-31
1519,7,2,484,2024-10-31
1520,8,2,419,2024-10-31
1521,9,2,295,2024-10-31
1522,10,2,451,2024-10-31
1523,11,2,159,2024-10-31
1524,12,2,303,2024-10-31
1525,13,2,137,2024-10-31
1526,14,2,121,2024-10-31
1527,15,2,430,2024-10-31
1528,16,2,79,2024-10-31
1529,17,2,221,2024-10-31
1530,18,2,358,2024-10-31
1531,55,2,443,2024-10-31
1532,56,2,392,2024-10-31
1533,57,2,485,2024-10-31
1534,58,2,226,2024-10-31
1535,59,2,188,2024-10-31
1536,60,2,243,2024-10-31
1537,61,2,235,2024-10-31
1538,62,2,267,2024-10-31
1539,79,2,213,2024-10-31
1540,80,2,210,2024-10-31
1541,81,2,480,2024-10-31
1542,82,2,62,2024-10-31
1543,91,2,345,2024-10-31
1544,92,2,138,2024-10-31
1545,93,2,373,2024-10-31
1546,94,2,91,2024-10-31
1547,95,2,452,2024-10-31
1548,96,2,259,2024-10-31
1549,97,2,278,2024-10-31
1550,98,2,399,2024-10-31
1551,99,2,324,2024-10-31
1552,100,2,491,2024-10-31
1553,101,2,328,2024-10-31
1554,102,2,300,2024-10-31
1555,1,3,359,2024-10-31
1556,2,3,257,2024-10-31
1557,3,3,370,2024-10-31
1558,4,3,189,2024-10-31
1559,5,3,329,2024-10-31
1560,6,3,83,2024-10-31
1561,7,3,358,2024-10-31
1562,8,3,441,2024-10-31
1563,9,3,67,2024-10-31
1564,10,3,106,2024-10-31
1565,11,3,161,2024-10-31
1566,12,3,54,2024-10-31
1567,13,3,459,2024-10-31
1568,14,3,463,2024-10-31
1569,15,3,231,2024-10-31
1570,16,3,62,2024-10-31
1571,17,3,388,2024-10-31
1572,18,3,334,2024-10-31
1573,55,3,308,2024-10-31
1574,56,3,139,2024-10-31
1575,57,3,153,2024-10-31
1576,58,3,428,2024-10-31
1577,59,3,235,2024-10-31
1578,60,3,299,2024-10-31
1579,61,3,304,2024-10-31
1580,62,3,125,2024-10-31
1581,79,3,435,2024-10-31
1582,80,3,157,2024-10-31
1583,81,3,205,2024-10-31
1584,82,3,131,2024-10-31
1585,91,3,126,2024-10-31
1586,92,3,307,2024-10-31
1587,93,3,176,2024-10-31
1588,94,3,440,2024-10-31
1589,95,3,331,2024-10-31
1590,96,3,137,2024-10-31
1591,97,3,253,2024-10-31
1592,98,3,65,2024-10-31
1593,99,3,200,2024-10-31
1594,100,3,473,2024-10-31
1595,101,3,303,2024-10-31
1596,102,3,237,2024-10-31
1597,1,4,378,2024-10-31
1598,2,4,81,2024-10-31
1599,3,4,320,2024-10-31
1600,4,4,446,2024-10-31
1601,5,4,54,2024-10-31
1602,6,4,379,2024-10-31
1603,7,4,357,2024-10-31
1604,8,4,382,2024-10-31
1605,9,4,218,2024-10-31
1606,10,4,230,2024-10-31
1607,11,4,415,2024-10-31
1608,12,4,227,2024-10-31
1609,13,4,192,2024-10-31
1610,14,4,411,2024-10-31
1611,15,4,297,2024-10-31
1612,16,4,176,2024-10-31
1613,17,4,312,2024-10-31
1614,18,4,89,2024-10-31
1615,55,4,461,2024-10-31
1616,56,4,465,2024-10-31
1617,57,4,404,2024-10-31
1618,58,4,304,2024-10-31
1619,59,4,192,2024-10-31
1620,60,4,289,2024-10-31
1621,61,4,277,2024-10-31
1622,62,4,390,2024-10-31
1623,79,4,247,2024-10-31
1624,80,4,114,2024-10-31
1625,81,4,437,2024-10-31
1626,82,4,60,2024-10-31
1627,91,4,157,2024-10-31
1628,92,4,75,2024-10-31
1629,93,4,494,2024-10-31
1630,94,4,470,2024-10-31
1631,95,4,200,2024-10-31
1632,96,4,270,2024-10-31
1633,97,4,390,2024-10-31
1634,98,4,286,2024-10-31
1635,99,4,286,2024-10-31
1636,100,4,268,2024-10-31
1637,101,4,473,2024-10-31
1638,102,4,200,2024-10-31
1639,1,5,172,2024-10-31
1640,2,5,193,2024-10-31
1641,3,5,238,2024-10-31
1642,4,5,304,2024-10-31
1643,5,5,117,2024-10-31
1644,6,5,153,2024-10-31
1645,7,5,385,2024-10-31
1646,8,5,208,2024-10-31
1647,9,5,358,2024-10-31
1648,10,5,411,2024-10-31
1649,11,5,458,2024-10-31
1650,12,5,349,2024-10-31
1651,13,5,445,2024-10-31
1652,14,5,139,2024-10-31
1653,15,5,406,2024-10-31
1654,16,5,305,2024-10-31
1655,17,5,402,2024-10-31
1656,18,5,269,2024-10-31
1657,55,5,58,2024-10-31
1658,56,5,61,2024-10-31
1659,57,5,374,2024-10-31
1660,58,5,487,2024-10-31
1661,59,5,293,2024-10-31
1662,60,5,231,2024-10-31
1663,61,5,333,2024-10-31
1664,62,5,361,2024-10-31
1665,79,5,148,2024-10-31
1666,80,5,246,2024-10-31
1667,81,5,415,2024-10-31
1668,82,5,275,2024-10-31
1669,91,5,382,2024-10-31
1670,92,5,152,2024-10-31
1671,93,5,155,2024-10-31
1672,94,5,414,2024-10-31
1673,95,5,417,2024-10-31
1674,96,5,107,2024-10-31
1675,97,5,127,2024-10-31
1676,98,5,124,2024-10-31
1677,99,5,91,2024-10-31
1678,100,5,471,2024-10-31
1679,101,5,373,2024-10-31
1680,102,5,230,2024-10-31
1681,1,1,82,2024-09-30
1682,2,1,120,2024-09-30
1683,3,1,105,2024-09-30
1684,4,1,154,2024-09-30
1685,5,1,249,2024-09-30
1686,6,1,150,2024-09-30
1687,7,1,305,2024-09-30
1688,8,1,356,2024-09-30
1689,9,1,123,2024-09-30
1690,10,1,220,2024-09-30
1691,11,1,426,2024-09-30
1692,12,1,192,2024-09-30
1693,13,1,215,2024-09-30
1694,14,1,448,2024-09-30
1695,15,1,310,2024-09-30
1696,16,1,270,2024-09-30
1697,17,1,132,2024-09-30
1698,18,1,231,2024-09-30
1699,55,1,356,2024-09-30
1700,56,1,59,2024-09-30
1701,57,1,445,2024-09-30
1702,58,1,53,2024-09-30
1703,59,1,400,2024-09-30
1704,60,1,451,2024-09-30
1705,61,1,385,2024-09-30
1706,62,1,341,2024-09-30
1707,79,1,330,2024-09-30
1708,80,1,264,2024-09-30
1709,81,1,147,2024-09-30
1710,82,1,469,2024-09-30
1711,91,1,150,2024-09-30
1712,92,1,58,2024-09-30
1713,93,1,110,2024-09-30
1714,94,1,358,2024-09-30
1715,95,1,195,2024-09-30
1716,96,1,476,2024-09-30
1717,97,1,468,2024-09-30
1718,98,1,112,2024-09-30
1719,99,1,170,2024-09-30
1720,100,1,275,2024-09-30
1721,101,1,154,2024-09-30
1722,102,1,309,2024-09-30
1723,1,2,398,2024-09-30
1724,2,2,474,2024-09-30
1725,3,2,304,2024-09-30
1726,4,2,478,2024-09-30
1727,5,2,483,2024-09-30
1728,6,2,256,2024-09-30
1729,7,2,77,2024-09-30
1730,8,2,219,2024-09-30
1731,9,2,385,2024-09-30
1732,10,2,125,2024-09-30
1733,11,2,165,2024-09-30
1734,12,2,118,2024-09-30
1735,13,2,403,2024-09-30
1736,14,2,283,2024-09-30
1737,15,2,50,2024-09-30
1738,16,2,216,2024-09-30
1739,17,2,401,2024-09-30
1740,18,2,267,2024-09-30
1741,55,2,322,2024-09-30
1742,56,2,417,2024-09-30
1743,57,2,300,2024-09-30
1744,58,2,396,2024-09-30
1745,59,2,393,2024-09-30
1746,60,2,468,2024-09-30
1747,61,2,223,2024-09-30
1748,62,2,219,2024-09-30
1749,79,2,295,2024-09-30
1750,80,2,472,2024-09-30
1751,81,2,139,2024-09-30
1752,82,2,98,2024-09-30
1753,91,2,495,2024-09-30
1754,92,2,343,2024-09-30
1755,93,2,456,2024-09-30
1756,94,2,199,2024-09-30
1757,95,2,181,2024-09-30
1758,96,2,482,2024-09-30
1759,97,2,108,2024-09-30
1760,98,2,373,2024-09-30
1761,99,2,248,2024-09-30
1762,100,2,264,2024-09-30
1763,101,2,435,2024-09-30
1764,102,2,98,2024-09-30
1765,1,3,281,2024-09-30
1766,2,3,296,2024-09-30
1767,3,3,431,2024-09-30
1768,4,3,288,2024-09-30
1769,5,3,464,2024-09-30
1770,6,3,416,2024-09-30
1771,7,3,217,2024-09-30
1772,8,3,97,2024-09-30
1773,9,3,100,2024-09-30
1774,10,3,348,2024-09-30
1775,11,3,147,2024-09-30
1776,12,3,488,2024-09-30
1777,13,3,265,2024-09-30
1778,14,3,226,2024-09-30
1779,15,3,429,2024-09-30
1780,16,3,129,2024-09-30
1781,17,3,234,2024-09-30
1782,18,3,416,2024-09-30
1783,55,3,448,2024-09-30
1784,56,3,76,2024-09-30
1785,57,3,497,2024-09-30
1786,58,3,463,2024-09-30
1787,59,3,469,2024-09-30
1788,60,3,244,2024-09-30
1789,61,3,263,2024-09-30
1790,62,3,418,2024-09-30
1791,79,3,391,2024-09-30
1792,80,3,163,2024-09-30
1793,81,3,291,2024-09-30
1794,82,3,173,2024-09-30
1795,91,3,354,2024-09-30
1796,92,3,125,2024-09-30
1797,93,3,360,2024-09-30
1798,94,3,361,2024-09-30
1799,95,3,245,2024-09-30
1800,96,3,400,2024-09-30
1801,97,3,93,2024-09-30
1802,98,3,464,2024-09-30
1803,99,3,235,2024-09-30
1804,100,3,392,2024-09-30
1805,101,3,295,2024-09-30
1806,102,3,486,2024-09-30
