historico_precio_id,producto_id,fecha_actualizacion,precio_base,costo_variable
1832,41,2024-08-01,74407.37,18725.6
1833,41,2024-09-01,77161.92,18745.44
1834,41,2024-10-01,78099.59,18825.38
1835,41,2024-11-01,79439.73,18937.6
1836,41,2024-12-01,82117.66,19095.95
1837,41,2025-01-01,85236.05,19213.64
1838,41,2025-02-01,87153.66,19370.7
1839,41,2025-03-01,90510.47,19500.65
1840,41,2025-04-01,93347.01,19690.52
1841,41,2025-05-01,97102.33,19782.22
1842,41,2025-06-01,98585.26,19943.02
1843,41,2025-07-01,103197.82,20036.41
1844,41,2025-08-01,106110.41,20173.55
1845,41,2025-09-01,110185.97,20267.44
1846,42,2022-01-01,66150.0,32400.0
1847,42,2022-02-01,69089.96,32599.89
1848,42,2022-03-01,72303.64,32727.71
1849,42,2022-04-01,75050.06,32945.41
1850,42,2022-05-01,78168.48,33236.12
1851,42,2022-06-01,80367.46,33246.18
1852,42,2022-07-01,82699.19,33363.02
1853,42,2022-08-01,85051.95,33420.0
1854,42,2022-09-01,88515.07,33622.0
1855,42,2022-10-01,89851.27,33656.61
1856,42,2022-11-01,93688.11,33924.77
1857,42,2022-12-01,95846.2,34145.09
1858,42,2023-01-01,99842.72,34327.0
1859,42,2023-02-01,102441.89,34468.92
1860,42,2023-03-01,106010.45,34657.79
1861,42,2023-04-01,111200.26,34790.81
1862,42,2023-05-01,113827.76,35073.98
1863,42,2023-06-01,117656.79,35349.07
1864,42,2023-07-01,120882.25,35627.38
1865,42,2023-08-01,124724.02,35711.52
1866,42,2023-09-01,129277.01,35739.34
1867,42,2023-10-01,135383.35,35944.55
1868,42,2023-11-01,139372.45,36157.4
1869,42,2023-12-01,143346.84,36358.11
1870,42,2024-01-01,149493.68,36422.16
1871,42,2024-02-01,156704.56,36447.51
1872,42,2024-03-01,158953.24,36744.22
1873,42,2024-04-01,165447.07,36883.45
1874,42,2024-05-01,170372.73,37126.94
1875,42,2024-06-01,172693.43,37430.28
1876,42,2024-07-01,180549.33,37768.37
1877,42,2024-08-01,186948.96,37768.44
1878,42,2024-09-01,189915.66,37824.8
1879,42,2024-10-01,195850.57,37972.31
1880,42,2024-11-01,202336.6,38046.61
1881,42,2024-12-01,209875.8,38167.06
1882,42,2025-01-01,216762.05,38515.6
1883,42,2025-02-01,221570.27,38878.93
1884,42,2025-03-01,227638.88,39260.95
1885,42,2025-04-01,233049.99,39296.01
1886,42,2025-05-01,235456.18,39683.63
1887,42,2025-06-01,241617.57,39734.25
1888,42,2025-07-01,246876.95,39880.96
1889,42,2025-08-01,254766.0,39902.15
1890,42,2025-09-01,264481.29,40229.65
1891,43,2022-01-01,5512.5,2700.0
1892,43,2022-02-01,5758.51,2706.35
1893,43,2022-03-01,5977.85,2717.02
1894,43,2022-04-01,6113.7,2727.42
1895,43,2022-05-01,6268.15,2742.29
1896,43,2022-06-01,6496.93,2755.31
1897,43,2022-07-01,6610.82,2765.91
1898,43,2022-08-01,6921.39,2789.14
1899,43,2022-09-01,7033.31,2816.96
1900,43,2022-10-01,7292.15,2820.74
1901,43,2022-11-01,7386.0,2821.18
1902,43,2022-12-01,7672.97,2834.91
1903,43,2023-01-01,7883.74,2862.98
1904,43,2023-02-01,7989.28,2881.37
1905,43,2023-03-01,8202.07,2894.51
1906,43,2023-04-01,8542.92,2912.01
1907,43,2023-05-01,8773.82,2917.25
1908,43,2023-06-01,9040.34,2933.35
1909,43,2023-07-01,9293.49,2943.77
1910,43,2023-08-01,9455.49,2961.57
1911,43,2023-09-01,9768.63,2986.65
1912,43,2023-10-01,9958.83,3001.63
1913,43,2023-11-01,10222.08,3018.02
1914,43,2023-12-01,10474.35,3047.54
1915,43,2024-01-01,10817.13,3069.02
1916,43,2024-02-01,10974.27,3083.8
1917,43,2024-03-01,11387.12,3088.18
1918,43,2024-04-01,11834.08,3118.55
1919,43,2024-05-01,12418.05,3142.84
1920,43,2024-06-01,12773.17,3145.3
1921,43,2024-07-01,13355.58,3148.08
1922,43,2024-08-01,13741.53,3171.43
1923,43,2024-09-01,14406.85,3173.91
1924,43,2024-10-01,14916.1,3199.24
1925,43,2024-11-01,15251.71,3200.93
1926,43,2024-12-01,15613.81,3225.85
1927,43,2025-01-01,16062.78,3242.39
1928,43,2025-02-01,16524.89,3266.18
1929,43,2025-03-01,16968.43,3297.55
1930,43,2025-04-01,17679.9,3307.09
1931,43,2025-05-01,17881.68,3337.61
1932,43,2025-06-01,18596.54,3361.87
1933,43,2025-07-01,19201.82,3363.93
1934,43,2025-08-01,19757.26,3369.62
1935,43,2025-09-01,19995.63,3402.99
1936,44,2022-01-01,11025.0,5400.0
1937,44,2022-02-01,11261.74,5404.46
1938,44,2022-03-01,11602.11,5450.48
1939,44,2022-04-01,11847.08,5457.7
1940,44,2022-05-01,12098.7,5504.52
1941,44,2022-06-01,12226.56,5510.66
1942,44,2022-07-01,12434.22,5543.27
1943,44,2022-08-01,12633.73,5568.03
1944,44,2022-09-01,13168.31,5582.58
1945,44,2022-10-01,13669.11,5609.65
1946,44,2022-11-01,14242.87,5658.01
1947,44,2022-12-01,14580.62,5662.79
1948,44,2023-01-01,14811.03,5715.68
1949,44,2023-02-01,15050.47,5744.03
1950,44,2023-03-01,15799.13,5788.28
1951,44,2023-04-01,16107.5,5813.76
1952,44,2023-05-01,16679.36,5826.02
1953,44,2023-06-01,17336.1,5846.12
1954,44,2023-07-01,17954.83,5890.29
1955,44,2023-08-01,18217.68,5900.16
1956,44,2023-09-01,18690.43,5917.94
1957,44,2023-10-01,19435.17,5962.47
1958,44,2023-11-01,20043.51,5985.12
1959,44,2023-12-01,20809.66,6013.52
1960,44,2024-01-01,21138.58,6065.85
1961,44,2024-02-01,21360.0,6122.09
1962,44,2024-03-01,21957.07,6163.63
1963,44,2024-04-01,23021.34,6205.72
1964,44,2024-05-01,23289.32,6262.67
1965,44,2024-06-01,24116.02,6322.55
1966,44,2024-07-01,24773.7,6380.59
1967,44,2024-08-01,25872.02,6401.96
1968,44,2024-09-01,26407.14,6408.25
1969,44,2024-10-01,27362.38,6433.32
1970,44,2024-11-01,28482.21,6481.51
1971,44,2024-12-01,29603.63,6519.67
1972,44,2025-01-01,30130.49,6541.67
1973,44,2025-02-01,31263.73,6553.44
1974,44,2025-03-01,32261.18,6597.53
1975,44,2025-04-01,33657.04,6598.32
1976,44,2025-05-01,34125.14,6605.18
1977,44,2025-06-01,35075.11,6619.67
1978,44,2025-07-01,35823.33,6632.45
1979,44,2025-08-01,36215.52,6638.55
1980,44,2025-09-01,37937.21,6682.14
1981,45,2022-01-01,13230.0,6480.0
1982,45,2022-02-01,13699.97,6525.88
1983,45,2022-03-01,13902.72,6581.77
1984,45,2022-04-01,14113.99,6624.97
1985,45,2022-05-01,14763.18,6662.47
1986,45,2022-06-01,15481.95,6722.17
1987,45,2022-07-01,16067.57,6739.2
1988,45,2022-08-01,16528.36,6802.29
1989,45,2022-09-01,17115.96,6865.05
1990,45,2022-10-01,17476.34,6894.36
1991,45,2022-11-01,18282.62,6947.44
1992,45,2022-12-01,18701.95,6958.69
1993,45,2023-01-01,18944.33,7012.77
1994,45,2023-02-01,19423.85,7036.1
1995,45,2023-03-01,19664.75,7103.34
1996,45,2023-04-01,20069.58,7134.64
1997,45,2023-05-01,20665.02,7200.89
1998,45,2023-06-01,21376.15,7213.74
1999,45,2023-07-01,22010.64,7224.12
2000,45,2023-08-01,22907.54,7239.9
2001,45,2023-09-01,23726.11,7305.97
2002,45,2023-10-01,24642.32,7313.52
2003,45,2023-11-01,24960.62,7355.31
2004,45,2023-12-01,25460.43,7388.11
2005,45,2024-01-01,26628.06,7399.11
2006,45,2024-02-01,27576.38,7468.14
2007,45,2024-03-01,28585.24,7488.04
2008,45,2024-04-01,29671.54,7555.78
2009,45,2024-05-01,30650.27,7594.72
2010,45,2024-06-01,32109.11,7631.99
2011,45,2024-07-01,32990.26,7696.41
2012,45,2024-08-01,34350.7,7756.86
2013,45,2024-09-01,35436.36,7757.12
2014,45,2024-10-01,37143.2,7820.57
2015,45,2024-11-01,38230.85,7864.93
2016,45,2024-12-01,40043.06,7893.16
2017,45,2025-01-01,41535.6,7924.78
2018,45,2025-02-01,43001.43,8000.76
2019,45,2025-03-01,43587.4,8043.53
2020,45,2025-04-01,45698.64,8050.0
2021,45,2025-05-01,46995.82,8111.7
2022,45,2025-06-01,48683.52,8126.03
2023,45,2025-07-01,49246.95,8157.25
2024,45,2025-08-01,50115.67,8214.01
2025,45,2025-09-01,52413.9,8265.81
2026,46,2022-01-01,26460.0,12960.0
2027,46,2022-02-01,27394.35,13055.3
2028,46,2022-03-01,27821.64,13080.51
2029,46,2022-04-01,28900.83,13158.07
2030,46,2022-05-01,29755.41,13166.36
2031,46,2022-06-01,30696.34,13206.88
2032,46,2022-07-01,31658.9,13317.06
2033,46,2022-08-01,32544.47,13449.68
2034,46,2022-09-01,32918.14,13457.22
2035,46,2022-10-01,34284.61,13462.98
2036,46,2022-11-01,34789.54,13571.64
2037,46,2022-12-01,36066.06,13633.85
2038,46,2023-01-01,37404.94,13753.04
2039,46,2023-02-01,38001.85,13832.72
2040,46,2023-03-01,39787.66,13837.82
2041,46,2023-04-01,40410.88,13928.3
2042,46,2023-05-01,41576.68,14056.16
2043,46,2023-06-01,42068.62,14154.74
2044,46,2023-07-01,42708.97,14179.12
2045,46,2023-08-01,43221.41,14222.7
2046,46,2023-09-01,45025.81,14287.58
2047,46,2023-10-01,45783.49,14372.03
2048,46,2023-11-01,47738.99,14387.31
2049,46,2023-12-01,49165.71,14502.29
2050,46,2024-01-01,50091.15,14618.95
2051,46,2024-02-01,51446.04,14737.59
2052,46,2024-03-01,53981.7,14837.57
2053,46,2024-04-01,55221.63,14982.36
2054,46,2024-05-01,57046.08,15002.94
2055,46,2024-06-01,59525.14,15121.93
2056,46,2024-07-01,61940.02,15211.62
2057,46,2024-08-01,63390.66,15229.99
2058,46,2024-09-01,64382.69,15293.22
2059,46,2024-10-01,66819.69,15377.85
2060,46,2024-11-01,68660.34,15520.2
2061,46,2024-12-01,69458.72,15535.72
2062,46,2025-01-01,72507.59,15630.87
2063,46,2025-02-01,75488.12,15633.31
2064,46,2025-03-01,77713.41,15634.3
2065,46,2025-04-01,79048.26,15648.24
2066,46,2025-05-01,81899.55,15787.03
2067,46,2025-06-01,84082.08,15914.5
2068,46,2025-07-01,87521.25,16024.69
2069,46,2025-08-01,89118.2,16127.22
2070,46,2025-09-01,91874.04,16193.67
2071,47,2022-01-01,33075.0,16200.0
2072,47,2022-02-01,33455.52,16229.16
2073,47,2022-03-01,34459.04,16383.39
2074,47,2022-04-01,35668.13,16511.6
2075,47,2022-05-01,36521.1,16512.35
2076,47,2022-06-01,37230.54,16531.75
2077,47,2022-07-01,38392.43,16547.57
2078,47,2022-08-01,39332.13,16673.52
2079,47,2022-09-01,40574.59,16710.08
2080,47,2022-10-01,42230.57,16820.25
2081,47,2022-11-01,43119.82,16852.83
2082,47,2022-12-01,44925.01,16968.31
2083,47,2023-01-01,47114.79,17048.81
2084,47,2023-02-01,47918.24,17163.06
2085,47,2023-03-01,48480.06,17273.74
2086,47,2023-04-01,49517.66,17348.82
2087,47,2023-05-01,50674.98,17488.5
2088,47,2023-06-01,52719.02,17496.08
2089,47,2023-07-01,54807.57,17657.89
2090,47,2023-08-01,55741.24,17796.59
2091,47,2023-09-01,57380.17,17817.25
2092,47,2023-10-01,60008.36,17945.78
2093,47,2023-11-01,62031.14,18004.28
2094,47,2023-12-01,63144.6,18126.14
2095,47,2024-01-01,64598.66,18267.34
2096,47,2024-02-01,66087.35,18285.25
2097,47,2024-03-01,68698.46,18444.31
2098,47,2024-04-01,70417.38,18485.01
2099,47,2024-05-01,72448.19,18574.55
2100,47,2024-06-01,75753.24,18601.47
2101,47,2024-07-01,79322.39,18686.1
2102,47,2024-08-01,81344.57,18711.59
2103,47,2024-09-01,84500.16,18829.85
2104,47,2024-10-01,88642.55,18867.93
2105,47,2024-11-01,89980.03,18998.54
2106,47,2024-12-01,91094.53,19024.47
2107,47,2025-01-01,95108.71,19111.71
2108,47,2025-02-01,96711.11,19177.37
2109,47,2025-03-01,101107.24,19293.13
2110,47,2025-04-01,105311.47,19416.22
2111,47,2025-05-01,108940.62,19449.22
2112,47,2025-06-01,114257.51,19615.51
2113,47,2025-07-01,115795.3,19783.61
2114,47,2025-08-01,119219.2,19980.59
2115,47,2025-09-01,123232.5,20147.83
2116,48,2022-01-01,66150.0,32400.0
2117,48,2022-02-01,68759.43,32479.92
2118,48,2022-03-01,70347.21,32668.13
2119,48,2022-04-01,73560.17,32861.45
2120,48,2022-05-01,74734.1,33049.98
2121,48,2022-06-01,75496.62,33373.93
2122,48,2022-07-01,76372.56,33531.01
2123,48,2022-08-01,79484.3,33542.28
2124,48,2022-09-01,81967.78,33703.04
2125,48,2022-10-01,85403.93,33979.84
2126,48,2022-11-01,87803.58,34061.57
2127,48,2022-12-01,90643.1,34065.8
2128,48,2023-01-01,94202.79,34389.4
2129,48,2023-02-01,95644.89,34491.12
2130,48,2023-03-01,99079.08,34522.41
2131,48,2023-04-01,101971.33,34627.65
2132,48,2023-05-01,105859.72,34924.73
2133,48,2023-06-01,110082.62,34933.26
2134,48,2023-07-01,113186.25,35202.89
2135,48,2023-08-01,118276.0,35345.59
2136,48,2023-09-01,123195.61,35476.52
2137,48,2023-10-01,126715.53,35701.23
2138,48,2023-11-01,132343.64,35726.47
2139,48,2023-12-01,138396.69,35845.41
2140,48,2024-01-01,139961.76,35998.08
2141,48,2024-02-01,142871.79,36338.66
2142,48,2024-03-01,147400.45,36627.36
2143,48,2024-04-01,153518.7,36657.01
2144,48,2024-05-01,160462.95,36926.72
2145,48,2024-06-01,162419.39,37275.8
2146,48,2024-07-01,168426.65,37606.8
2147,48,2024-08-01,170858.51,37744.29
2148,48,2024-09-01,176798.46,37882.27
2149,48,2024-10-01,179805.92,38093.95
2150,48,2024-11-01,182085.9,38364.16
2151,48,2024-12-01,185397.77,38740.61
2152,48,2025-01-01,189021.43,38784.6
2153,48,2025-02-01,194529.47,39148.84
2154,48,2025-03-01,200988.78,39524.32
2155,48,2025-04-01,204685.32,39818.78
2156,48,2025-05-01,208577.92,39959.23
2157,48,2025-06-01,212894.3,40231.04
2158,48,2025-07-01,217383.35,40256.53
2159,48,2025-08-01,222559.04,40452.27
2160,48,2025-09-01,229473.35,40501.91
2161,49,2022-01-01,5512.5,2700.0
2162,49,2022-02-01,5685.12,2707.89
2163,49,2022-03-01,5883.18,2729.55
2164,49,2022-04-01,6164.48,2751.63
2165,49,2022-05-01,6458.13,2753.44
2166,49,2022-06-01,6753.11,2766.05
2167,49,2022-07-01,6842.3,2790.89
2168,49,2022-08-01,6989.65,2817.59
2169,49,2022-09-01,7090.12,2825.36
2170,49,2022-10-01,7358.72,2839.38
2171,49,2022-11-01,7689.86,2854.16
2172,49,2022-12-01,7959.71,2862.53
2173,49,2023-01-01,8348.01,2878.03
2174,49,2023-02-01,8475.58,2888.01
2175,49,2023-03-01,8710.81,2906.63
2176,49,2023-04-01,8899.49,2908.46
2177,49,2023-05-01,9298.83,2915.22
2178,49,2023-06-01,9744.22,2934.01
2179,49,2023-07-01,10002.13,2944.07
2180,49,2023-08-01,10360.63,2953.68
2181,49,2023-09-01,10710.14,2974.26
2182,49,2023-10-01,11177.92,2987.5
2183,49,2023-11-01,11425.66,2991.44
2184,49,2023-12-01,11900.67,2996.58
2185,49,2024-01-01,12143.45,3011.09
2186,49,2024-02-01,12736.4,3034.27
2187,49,2024-03-01,12887.87,3044.98
2188,49,2024-04-01,13251.79,3050.05
2189,49,2024-05-01,13874.16,3071.76
2190,49,2024-06-01,14171.2,3101.65
2191,49,2024-07-01,14788.69,3123.14
2192,49,2024-08-01,15330.76,3127.93
2193,49,2024-09-01,15629.96,3129.22
2194,49,2024-10-01,15984.21,3133.18
2195,49,2024-11-01,16310.55,3138.96
2196,49,2024-12-01,16840.63,3140.05
2197,49,2025-01-01,17222.54,3150.85
2198,49,2025-02-01,17651.67,3167.86
2199,49,2025-03-01,17942.99,3177.41
2200,49,2025-04-01,18783.03,3190.26
2201,49,2025-05-01,19346.08,3194.9
2202,49,2025-06-01,19893.99,3205.13
2203,49,2025-07-01,20096.35,3228.8
2204,49,2025-08-01,21081.55,3239.5
2205,49,2025-09-01,21887.25,3254.85
2206,50,2022-01-01,11025.0,5400.0
2207,50,2022-02-01,11567.73,5430.98
2208,50,2022-03-01,11751.46,5461.68
2209,50,2022-04-01,12295.26,5485.83
2210,50,2022-05-01,12757.14,5525.97
2211,50,2022-06-01,13344.06,5533.67
2212,50,2022-07-01,13771.58,5550.72
2213,50,2022-08-01,14130.54,5597.39
2214,50,2022-09-01,14523.92,5602.57
2215,50,2022-10-01,14701.13,5638.5
2216,50,2022-11-01,15191.23,5651.03
2217,50,2022-12-01,15911.7,5666.74
2218,50,2023-01-01,16085.17,5697.25
2219,50,2023-02-01,16532.63,5735.51
2220,50,2023-03-01,16755.74,5764.86
2221,50,2023-04-01,17053.62,5783.18
2222,50,2023-05-01,17636.91,5837.74
2223,50,2023-06-01,18454.17,5858.82
2224,50,2023-07-01,18747.92,5908.84
2225,50,2023-08-01,19212.59,5930.87
2226,50,2023-09-01,19623.47,5951.71
2227,50,2023-10-01,20587.0,6003.75
2228,50,2023-11-01,20865.01,6047.45
2229,50,2023-12-01,21444.41,6107.48
2230,50,2024-01-01,22348.24,6125.11
2231,50,2024-02-01,23291.94,6184.55
2232,50,2024-03-01,23919.73,6239.99
2233,50,2024-04-01,24292.46,6276.63
2234,50,2024-05-01,24619.03,6289.67
2235,50,2024-06-01,25332.6,6344.23
2236,50,2024-07-01,26585.69,6348.42
2237,50,2024-08-01,27872.54,6396.42
2238,50,2024-09-01,28249.88,6422.61
2239,50,2024-10-01,29565.66,6449.23
2240,50,2024-11-01,30518.64,6495.04
2241,50,2024-12-01,31745.79,6503.93
2242,50,2025-01-01,32299.44,6528.76
2243,50,2025-02-01,33338.02,6531.52
2244,50,2025-03-01,34773.22,6586.03
2245,50,2025-04-01,35543.68,6622.86
2246,50,2025-05-01,36558.03,6624.64
2247,50,2025-06-01,36927.19,6642.04
2248,50,2025-07-01,38708.6,6697.45
2249,50,2025-08-01,39827.34,6741.24
2250,50,2025-09-01,41647.75,6769.36
2251,51,2022-01-01,13230.0,6480.0
2252,51,2022-02-01,13491.82,6487.73
2253,51,2022-03-01,13776.34,6552.24
2254,51,2022-04-01,13950.87,6601.09
2255,51,2022-05-01,14414.63,6638.42
2256,51,2022-06-01,15059.45,6680.11
2257,51,2022-07-01,15496.8,6726.49
2258,51,2022-08-01,15725.89,6760.97
2259,51,2022-09-01,16245.01,6818.12
2260,51,2022-10-01,16513.28,6822.11
2261,51,2022-11-01,16889.57,6882.03
2262,51,2022-12-01,17150.01,6893.27
2263,51,2023-01-01,17508.56,6922.19
2264,51,2023-02-01,18322.43,6946.83
2265,51,2023-03-01,18718.09,6983.62
2266,51,2023-04-01,19606.31,7019.51
2267,51,2023-05-01,20403.46,7032.37
2268,51,2023-06-01,20684.63,7085.3
2269,51,2023-07-01,21341.34,7147.12
2270,51,2023-08-01,22260.57,7196.08
2271,51,2023-09-01,22751.26,7245.41
2272,51,2023-10-01,23605.2,7252.35
2273,51,2023-11-01,24388.94,7312.06
2274,51,2023-12-01,24645.41,7349.95
2275,51,2024-01-01,25259.59,7385.59
2276,51,2024-02-01,25856.03,7452.86
2277,51,2024-03-01,26220.52,7464.38
2278,51,2024-04-01,26714.63,7478.44
2279,51,2024-05-01,27940.36,7524.31
2280,51,2024-06-01,29148.97,7563.86
2281,51,2024-07-01,30060.86,7605.55
2282,51,2024-08-01,31270.88,7614.22
2283,51,2024-09-01,32159.59,7620.04
2284,51,2024-10-01,33534.53,7690.4
2285,51,2024-11-01,34513.09,7714.36
2286,51,2024-12-01,35358.76,7777.39
2287,51,2025-01-01,36970.73,7823.87
2288,51,2025-02-01,38469.66,7850.63
2289,51,2025-03-01,39946.73,7852.89
2290,51,2025-04-01,41647.78,7870.35
2291,51,2025-05-01,43491.64,7881.55
2292,51,2025-06-01,44320.72,7891.43
2293,51,2025-07-01,44994.78,7897.63
2294,51,2025-08-01,46688.06,7959.55
2295,51,2025-09-01,47300.11,8021.21
2296,52,2022-01-01,26460.0,12960.0
2297,52,2022-02-01,26838.71,13062.78
2298,52,2022-03-01,27658.34,13070.52
2299,52,2022-04-01,28066.49,13103.59
2300,52,2022-05-01,28421.53,13191.07
2301,52,2022-06-01,29563.56,13294.27
2302,52,2022-07-01,30947.25,13321.58
2303,52,2022-08-01,32372.28,13346.2
2304,52,2022-09-01,33151.2,13358.32
2305,52,2022-10-01,34604.36,13484.13
2306,52,2022-11-01,36263.7,13531.03
2307,52,2022-12-01,36859.23,13598.77
2308,52,2023-01-01,38301.98,13631.65
2309,52,2023-02-01,39558.65,13645.16
2310,52,2023-03-01,40869.04,13647.07
2311,52,2023-04-01,41632.47,13673.21
2312,52,2023-05-01,42518.17,13796.5
2313,52,2023-06-01,43856.86,13930.82
2314,52,2023-07-01,44468.55,13960.63
2315,52,2023-08-01,45810.07,14059.44
2316,52,2023-09-01,46939.68,14142.3
2317,52,2023-10-01,48234.59,14277.75
2318,52,2023-11-01,49065.86,14328.41
2319,52,2023-12-01,50301.56,14359.11
2320,52,2024-01-01,51262.43,14375.31
2321,52,2024-02-01,53794.0,14393.08
2322,52,2024-03-01,54569.31,14412.64
2323,52,2024-04-01,56778.87,14514.21
2324,52,2024-05-01,58611.99,14520.1
2325,52,2024-06-01,59967.37,14536.9
2326,52,2024-07-01,61247.34,14624.18
2327,52,2024-08-01,62624.2,14766.94
2328,52,2024-09-01,64362.54,14848.74
2329,52,2024-10-01,65754.29,14975.75
2330,52,2024-11-01,66908.37,14986.17
2331,52,2024-12-01,69828.41,15057.46
2332,52,2025-01-01,72423.6,15084.46
2333,52,2025-02-01,76041.08,15158.62
2334,52,2025-03-01,77121.39,15225.02
2335,52,2025-04-01,79924.13,15237.96
2336,52,2025-05-01,81181.71,15299.01
2337,52,2025-06-01,83911.22,15314.57
2338,52,2025-07-01,87856.02,15464.32
2339,52,2025-08-01,88961.99,15615.13
2340,52,2025-09-01,91056.62,15708.03
2341,53,2022-01-01,33075.0,16200.0
2342,53,2022-02-01,34514.57,16317.48
2343,53,2022-03-01,35244.23,16433.9
2344,53,2022-04-01,36417.04,16478.76
2345,53,2022-05-01,37931.25,16584.86
2346,53,2022-06-01,38917.82,16663.78
2347,53,2022-07-01,40245.95,16731.18
2348,53,2022-08-01,41428.43,16777.84
2349,53,2022-09-01,43115.39,16795.97
2350,53,2022-10-01,43978.89,16879.49
2351,53,2022-11-01,45524.08,16902.21
2352,53,2022-12-01,46160.69,16911.14
2353,53,2023-01-01,46748.28,17025.82
2354,53,2023-02-01,49033.47,17090.97
2355,53,2023-03-01,50855.95,17117.07
2356,53,2023-04-01,52629.74,17133.56
2357,53,2023-05-01,53317.12,17262.34
2358,53,2023-06-01,55487.28,17399.18
2359,53,2023-07-01,56490.34,17514.38
2360,53,2023-08-01,58163.02,17560.21
2361,53,2023-09-01,59544.08,17711.17
2362,53,2023-10-01,61441.44,17879.88
2363,53,2023-11-01,62133.51,17956.84
2364,53,2023-12-01,65028.78,18025.73
2365,53,2024-01-01,66497.28,18093.57
2366,53,2024-02-01,68384.89,18099.52
2367,53,2024-03-01,70591.44,18255.24
2368,53,2024-04-01,72153.05,18384.13
2369,53,2024-05-01,74293.05,18408.85
2370,53,2024-06-01,77162.91,18498.58
2371,53,2024-07-01,78272.15,18623.45
2372,53,2024-08-01,81121.5,18751.09
2373,53,2024-09-01,83789.46,18840.33
2374,53,2024-10-01,87490.78,18935.79
2375,53,2024-11-01,89735.39,19029.46
2376,53,2024-12-01,94117.6,19146.86
2377,53,2025-01-01,96386.83,19334.07
2378,53,2025-02-01,98586.31,19339.51
2379,53,2025-03-01,99750.1,19501.37
2380,53,2025-04-01,102139.62,19646.08
2381,53,2025-05-01,103270.92,19821.19
2382,53,2025-06-01,105713.3,19840.49
2383,53,2025-07-01,108229.88,19911.39
2384,53,2025-08-01,110832.89,20043.05
2385,53,2025-09-01,113038.97,20172.95
2386,54,2022-01-01,66150.0,32400.0
2387,54,2022-02-01,66984.81,32498.79
2388,54,2022-03-01,68559.21,32505.2
2389,54,2022-04-01,70139.13,32655.02
2390,54,2022-05-01,73262.76,32840.52
2391,54,2022-06-01,76636.98,32928.08
2392,54,2022-07-01,79536.8,33121.69
2393,54,2022-08-01,83468.35,33246.8
2394,54,2022-09-01,85606.14,33437.15
2395,54,2022-10-01,89230.11,33470.61
2396,54,2022-11-01,92532.02,33583.06
2397,54,2022-12-01,95318.23,33839.94
2398,54,2023-01-01,97565.98,34048.0
2399,54,2023-02-01,99959.6,34196.45
2400,54,2023-03-01,102946.2,34486.21
2401,54,2023-04-01,107217.02,34776.03
2402,54,2023-05-01,110587.21,34875.96
2403,54,2023-06-01,111903.34,35223.4
2404,54,2023-07-01,114821.9,35302.96
2405,54,2023-08-01,119382.11,35335.42
2406,54,2023-09-01,124607.16,35368.89
2407,54,2023-10-01,127532.13,35392.68
2408,54,2023-11-01,132894.53,35560.89
2409,54,2023-12-01,135338.4,35843.83
2410,54,2024-01-01,140218.9,35952.02
2411,54,2024-02-01,146131.24,36107.66
2412,54,2024-03-01,150748.68,36179.9
2413,54,2024-04-01,154682.02,36406.01
2414,54,2024-05-01,159033.09,36683.95
2415,54,2024-06-01,161772.28,36690.77
2416,54,2024-07-01,167941.19,37007.3
2417,54,2024-08-01,173495.63,37086.11
2418,54,2024-09-01,181907.51,37361.37
2419,54,2024-10-01,187126.77,37711.51
2420,54,2024-11-01,192985.48,37943.22
2421,54,2024-12-01,200852.49,38107.79
2422,54,2025-01-01,207409.25,38346.63
2423,54,2025-02-01,213816.28,38486.32
2424,54,2025-03-01,217218.04,38544.23
2425,54,2025-04-01,225344.66,38659.97
2426,54,2025-05-01,231522.61,38783.16
2427,54,2025-06-01,241526.37,38808.15
2428,54,2025-07-01,245908.22,38968.21
2429,54,2025-08-01,256469.59,39219.96
2430,54,2025-09-01,261665.12,39455.76
2431,55,2022-01-01,10260.0,6840.0
2432,55,2022-02-01,10441.36,6856.8
2433,55,2022-03-01,10891.27,6888.63
2434,55,2022-04-01,11244.07,6918.67
2435,55,2022-05-01,11647.47,6921.23
2436,55,2022-06-01,11838.19,6930.67
2437,55,2022-07-01,12078.93,6986.36
2438,55,2022-08-01,12517.96,6998.65
2439,55,2022-09-01,13070.01,7066.1
2440,55,2022-10-01,13454.71,7067.51
2441,55,2022-11-01,14051.88,7073.44
2442,55,2022-12-01,14530.54,7134.78
2443,55,2023-01-01,15199.28,7163.82
2444,55,2023-02-01,15572.23,7210.92
2445,55,2023-03-01,15784.2,7278.93
2446,55,2023-04-01,16399.3,7289.16
2447,55,2023-05-01,16636.72,7342.7
2448,55,2023-06-01,17423.93,7381.03
2449,55,2023-07-01,18175.93,7451.13
2450,55,2023-08-01,19034.96,7469.89
2451,55,2023-09-01,19898.82,7487.67
2452,55,2023-10-01,20195.13,7548.07
2453,55,2023-11-01,20663.08,7592.18
2454,55,2023-12-01,21192.01,7649.0
2455,55,2024-01-01,21603.93,7681.35
2456,55,2024-02-01,21944.65,7694.8
2457,55,2024-03-01,23015.48,7728.62
2458,55,2024-04-01,23479.75,7774.18
2459,55,2024-05-01,24175.09,7803.31
2460,55,2024-06-01,25334.25,7828.01
2461,55,2024-07-01,26017.04,7881.45
2462,55,2024-08-01,27279.71,7950.76
2463,55,2024-09-01,28574.92,7979.62
2464,55,2024-10-01,29678.68,8045.16
2465,55,2024-11-01,30000.48,8122.94
