REGION,CATEGORIA,PRODUCTO,VALOR,DATA_TYPE,FECHA,LOWER_BOUND,UPPER_BOUND
Bolívar,Agua,Agua con Gas 500mL x 6uds,0.5676335466,FORECAST,2026-02-01,0.08125792402,1.113999955
Boyacá,Gaseosa,Cola 600mL x 24uds,0.3151143666,FORECAST,2026-02-01,-0.09200387966,0.7337919575
Santander,Agua,Agua con Gas 5L x 1uds,0.9207376466,FORECAST,2026-02-01,0.3982284116,1.431129747
Santander,Jugo,Jugo Lima 2000mL x 12uds,6.949830281,FORECAST,2026-02-01,3.62251259,10.602417531
Tolima,Agua,Agua Sin Gas 1L x 1uds,0.1687257912,FORECAST,2026-02-01,0.03718899537,0.2994007225
Antioquia,Gaseosa,Uva 600mL x 24uds,2.773671535,FORECAST,2026-02-01,-0.1273761453,5.674719191
Antioquia,Agua,Agua Sin Gas 1L x 1uds,0.5508965899,FORECAST,2026-02-01,0.3687170394,0.7283859742
Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,0.5731082278,FORECAST,2026-02-01,0.3261510557,0.8133306752
Antioquia,Jugo,Jugo Naranja 2000mL x 24uds,59.780314754,FORECAST,2026-02-01,44.468491987,76.815461743
Tolima,Agua,Agua Sin Gas 1L x 6uds,1.030429534,FORECAST,2026-02-01,0.2055923932,1.888203782
Tolima,Bebida de Té,Té Verde 300mL x 6uds,0.1184726466,FORECAST,2026-02-01,-0.03006985398,0.2669749114
Boyacá,Agua,Agua Sin Gas 1L x 1uds,0.01758631475,FORECAST,2026-02-01,-0.02007311494,0.05524574447
Valle del Cauca,Gaseosa,Uva 600mL x 24uds,-0.425016284,FORECAST,2026-02-01,-9.853333877,9.003301309
Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,36.33997345,FORECAST,2026-02-01,18.283700679,54.396246221
Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,19.907507352,FORECAST,2026-02-01,10.874048546,28.898990084
Cundinamarca,Jugo,Jugo Lima 1000mL x 6uds,2.670155838,FORECAST,2026-02-01,1.742398219,3.569468275
Tolima,Jugo,Jugo Lima 1000mL x 6uds,0.4182190591,FORECAST,2026-02-01,-0.5012834501,1.341664452
Bolívar,Bebida Energética,Power Up 500mL x 6uds,0.7692877359,FORECAST,2026-02-01,0.3326966159,1.201672152
Boyacá,Bebida de Té,Té Verde 500mL x 12uds,-0.09232460522,FORECAST,2026-02-01,-0.675090202,0.4804661717
Atlántico,Bebida de Té,Té Negro 500mL x 6uds,0.7690157312,FORECAST,2026-02-01,0.2564891371,1.276274656
Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,4.529431305,FORECAST,2026-02-01,-2.1923824,11.251245011
Cundinamarca,Agua,Agua Sin Gas 1L x 6uds,10.008152936,FORECAST,2026-02-01,8.261483795,11.754822078
Antioquia,Jugo,Jugo Lima 2000mL x 12uds,28.622327478,FORECAST,2026-02-01,15.52100694,42.426650224
Valle del Cauca,Agua,Agua con Gas 5L x 1uds,3.041164459,FORECAST,2026-02-01,2.164349393,3.995427146
Cundinamarca,Gaseosa,Uva 600mL x 24uds,3.144950023,FORECAST,2026-02-01,-0.596200205,6.889081406
Bolívar,Gaseosa,Uva 600mL x 24uds,1.696719399,FORECAST,2026-02-01,0.2794007613,3.065062753
Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,1.955937505,FORECAST,2026-02-01,-1.926752335,5.838627344
Tolima,Jugo,Jugo Manzana 2000mL x 24uds,2.512442644,FORECAST,2026-02-01,-0.6758860921,5.70077138
Atlántico,Agua,Agua Sin Gas 1L x 6uds,5.502642069,FORECAST,2026-02-01,4.259860736,6.702479203
Meta,Bebida de Té,Té Verde 500mL x 12uds,0.1832071543,FORECAST,2026-02-01,0.04223249412,0.3241818144
Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,1.273280302,FORECAST,2026-02-01,0.5851715971,1.942104611
Valle del Cauca,Bebida Energética,Power Up 500mL x 6uds,1.013081325,FORECAST,2026-02-01,0.3768459687,1.649316734
Norte de Santander,Agua,Agua con Gas 5L x 1uds,0.5890255142,FORECAST,2026-02-01,-0.05780500538,1.224545811
Santander,Gaseosa,Uva 600mL x 24uds,0.9500390168,FORECAST,2026-02-01,-0.9622975558,2.733458065
Santander,Agua,Agua con Gas 500mL x 6uds,0.4849433005,FORECAST,2026-02-01,-0.01225019791,0.9821367989
Meta,Jugo,Jugo Manzana 2000mL x 24uds,0.1823632856,FORECAST,2026-02-01,-0.8692163988,1.23394297
Tolima,Bebida de Té,Té Negro 500mL x 6uds,0.07009712255,FORECAST,2026-02-01,-0.01799889505,0.1573143065
Antioquia,Agua,Agua Sin Gas 1L x 6uds,6.887308121,FORECAST,2026-02-01,6.118617307,7.655998904
Bolívar,Agua,Agua con Gas 5L x 1uds,1.902221001,FORECAST,2026-02-01,1.173297207,2.605956873
Boyacá,Jugo,Jugo Naranja 2000mL x 24uds,4.042359942,FORECAST,2026-02-01,0.4315207221,8.227915866
Cundinamarca,Gaseosa,Cola 600mL x 24uds,4.478339447,FORECAST,2026-02-01,2.353799919,6.574443129
Santander,Bebida de Té,Té Verde 300mL x 6uds,0.2581657379,FORECAST,2026-02-01,0.04165150964,0.4746799661
Valle del Cauca,Bebida de Té,Té Negro 500mL x 6uds,0.7669749856,FORECAST,2026-02-01,-0.420197999,1.95414797
Boyacá,Jugo,Jugo Manzana 2000mL x 24uds,1.522524143,FORECAST,2026-02-01,0.5124521461,2.51405045
Meta,Agua,Agua Sin Gas 1L x 1uds,0.06535581434,FORECAST,2026-02-01,-0.00293867776,0.1312903981
Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds,45.400966644,FORECAST,2026-02-01,36.724652827,54.077280462
Atlántico,Bebida Energética,Power Up 500mL x 6uds,0.8487283977,FORECAST,2026-02-01,0.09020460009,1.607252205
Tolima,Gaseosa,Cola 600mL x 24uds,0.7096976178,FORECAST,2026-01-01,-0.3565044493,1.775899682
Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,0.6586833434,FORECAST,2026-01-01,0.4232474372,0.9069669172
Boyacá,Jugo,Jugo Lima 2000mL x 12uds,2.311962739,FORECAST,2026-01-01,-1.514827467,6.138752932
Boyacá,Jugo,Jugo Naranja 2000mL x 24uds,4.010728338,FORECAST,2026-01-01,-0.1281315095,8.086199752
Valle del Cauca,Bebida de Té,Té Negro 500mL x 6uds,0.8530200124,FORECAST,2026-01-01,-0.2733517094,1.979391734
Boyacá,Jugo,Jugo Manzana 2000mL x 24uds,1.839741829,FORECAST,2026-01-01,0.8613964148,2.853466412
Cundinamarca,Bebida de Té,Té Verde 500mL x 12uds,1.637146547,FORECAST,2026-01-01,0.5861345652,2.688158528
Meta,Agua,Agua con Gas 5L x 1uds,0.4943231344,FORECAST,2026-01-01,-0.3119022496,1.300548566
Santander,Agua,Agua Sin Gas 1L x 6uds,1.948114507,FORECAST,2026-01-01,0.7941630425,3.131434162
Santander,Agua,Agua con Gas 5L x 1uds,1.272844965,FORECAST,2026-01-01,0.7796416768,1.78916426
Meta,Agua,Agua Sin Gas 1L x 6uds,0.6769493818,FORECAST,2026-01-01,0.5041326179,0.8497661458
Bolívar,Bebida de Té,Té Verde 300mL x 6uds,0.5630364856,FORECAST,2026-01-01,0.302403705,0.8297279945
Santander,Gaseosa,Uva 600mL x 24uds,1.004928459,FORECAST,2026-01-01,-0.9083236367,2.879142775
Norte de Santander,Agua,Agua Sin Gas 1L x 1uds,0.115258483,FORECAST,2026-01-01,0.01334208792,0.2171748781
Valle del Cauca,Agua,Agua con Gas 5L x 1uds,2.98974486,FORECAST,2026-01-01,1.997714257,3.921705487
Santander,Agua,Agua Sin Gas 1L x 1uds,0.1625603842,FORECAST,2026-01-01,-0.02185511022,0.3469758815
Atlántico,Agua,Agua Sin Gas 1L x 6uds,5.237305202,FORECAST,2026-01-01,4.067989651,6.488544428
Meta,Bebida de Té,Té Verde 300mL x 6uds,0.1056567124,FORECAST,2026-01-01,-0.2031295501,0.4144429753
Santander,Bebida de Té,Té Verde 500mL x 12uds,0.5620512621,FORECAST,2026-01-01,-0.2407373914,1.387068445
Norte de Santander,Agua,Agua con Gas 5L x 1uds,0.8968958946,FORECAST,2026-01-01,0.2822478664,1.533120651
Meta,Bebida Energética,Power Up 500mL x 6uds,0.2061249167,FORECAST,2026-01-01,-0.1555173186,0.5509760549
Atlántico,Agua,Agua con Gas 500mL x 6uds,0.869464457,FORECAST,2026-01-01,0.2085150861,1.507639396
Atlántico,Agua,Agua Sin Gas 1L x 1uds,0.4959511459,FORECAST,2026-01-01,0.2330138108,0.7452752416
Antioquia,Bebida de Té,Té Verde 300mL x 6uds,0.8328469721,FORECAST,2026-01-01,0.6198849898,1.045808954
Cundinamarca,Bebida de Té,Té Negro 500mL x 6uds,1.253774229,FORECAST,2026-01-01,0.5251530505,1.982395407
Bolívar,Jugo,Jugo Naranja 2000mL x 24uds,27.228708661,FORECAST,2026-01-01,14.002775044,40.26251308
Cundinamarca,Jugo,Jugo Lima 1000mL x 6uds,2.587860207,FORECAST,2026-01-01,1.71197847,3.518006246
Santander,Jugo,Jugo Lima 2000mL x 12uds,6.125377921,FORECAST,2026-01-01,2.410321718,9.717706494
Norte de Santander,Bebida Energética,Power Up 500mL x 6uds,0.351345726,FORECAST,2026-01-01,0.09517927683,0.6023063329
Norte de Santander,Bebida de Té,Té Verde 500mL x 12uds,0.6140928268,FORECAST,2026-01-01,-0.2572132247,1.454988803
Tolima,Bebida de Té,Té Verde 300mL x 6uds,0.1387030342,FORECAST,2026-01-01,-0.008705975831,0.2861888011
Cundinamarca,Bebida de Té,Té Verde 300mL x 6uds,0.8418724302,FORECAST,2026-01-01,0.5293162806,1.166598339
Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,0.07794808638,FORECAST,2026-01-01,-0.1544407359,0.315040151
Cundinamarca,Agua,Agua con Gas 500mL x 6uds,1.810253149,FORECAST,2026-01-01,0.8212825185,2.835900586
Antioquia,Jugo,Jugo Lima 1000mL x 6uds,2.943103463,FORECAST,2026-01-01,2.155368815,3.761597178
Meta,Gaseosa,Uva 600mL x 24uds,0.333925326,FORECAST,2026-01-01,-0.1286234123,0.7977530043
Santander,Jugo,Jugo Lima 1000mL x 6uds,1.015025377,FORECAST,2026-01-01,0.6065908282,1.423459926
Cundinamarca,Agua,Agua Sin Gas 1L x 6uds,9.204598934,FORECAST,2026-01-01,7.457929801,10.951268067
Norte de Santander,Gaseosa,Uva 600mL x 24uds,0.8149684962,FORECAST,2026-01-01,-1.751849415,3.385968137
Meta,Gaseosa,Cola 600mL x 24uds,0.3270229995,FORECAST,2026-01-01,-0.4606533439,1.114699343
Tolima,Agua,Agua con Gas 500mL x 6uds,0.2000372711,FORECAST,2026-01-01,-0.074997202,0.4750717443
Tolima,Bebida de Té,Té Verde 500mL x 12uds,0.141007349,FORECAST,2026-01-01,-0.06436880433,0.346383501
Antioquia,Agua,Agua con Gas 500mL x 6uds,1.247839915,FORECAST,2026-01-01,0.7640051654,1.726044276
Meta,Agua,Agua Sin Gas 1L x 1uds,-0.004568758881,FORECAST,2026-01-01,-0.06882609168,0.0641905174
Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds,23.516339365,FORECAST,2026-01-01,13.663981016,33.368697714
Atlántico,Bebida de Té,Té Verde 300mL x 6uds,0.7279813034,FORECAST,2026-01-01,0.5059498115,0.9655685807
Meta,Jugo,Jugo Manzana 2000mL x 24uds,0.1792074917,FORECAST,2026-01-01,-0.8694148325,1.227829831
Bolívar,Gaseosa,Uva 600mL x 24uds,1.053002438,FORECAST,2026-01-01,-0.2805328514,2.479966764
Bolívar,Agua,Agua con Gas 5L x 1uds,2.419102728,FORECAST,2026-01-01,1.733268562,3.152987326
Norte de Santander,Gaseosa,Cola 600mL x 24uds,0.1756123678,FORECAST,2026-01-01,-0.3273676296,0.6785923609
Antioquia,Agua,Agua Sin Gas 1L x 6uds,6.865035057,FORECAST,2026-01-01,6.13228083,7.597789325
Cundinamarca,Gaseosa,Uva 600mL x 24uds,4.210919334,FORECAST,2026-01-01,0.5866230434,7.842734612
Antioquia,Jugo,Jugo Lima 2000mL x 12uds,28.039615706,FORECAST,2026-01-01,14.617337301,41.856782327
Bolívar,Agua,Agua Sin Gas 1L x 1uds,0.2668840484,FORECAST,2026-01-01,0.1025508264,0.4383232096
Valle del Cauca,Agua,Agua con Gas 500mL x 6uds,1.079340177,FORECAST,2026-01-01,0.4420008819,1.716679471
Atlántico,Jugo,Jugo Lima 1000mL x 6uds,2.118565708,FORECAST,2026-01-01,1.020082445,3.248855773
Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,36.33997345,FORECAST,2026-01-01,18.283700679,54.396246221
Bolívar,Gaseosa,Cola 600mL x 24uds,1.974114159,FORECAST,2026-01-01,0.3478697392,3.634656593
Boyacá,Agua,Agua con Gas 5L x 1uds,0.2010694746,FORECAST,2026-01-01,-0.1439628843,0.5461018396
Atlántico,Bebida Energética,Power Up 500mL x 6uds,1.121323138,FORECAST,2026-01-01,0.3882006752,1.854445609
Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,1.157690138,FORECAST,2026-01-01,0.5025717161,1.849596873
Bolívar,Jugo,Jugo Lima 1000mL x 6uds,1.315012336,FORECAST,2026-01-01,0.2519933497,2.378031246
Meta,Jugo,Jugo Lima 1000mL x 6uds,0.1604246921,FORECAST,2026-01-01,-0.3503965309,0.671245915
Atlántico,Jugo,Jugo Manzana 2000mL x 24uds,14.26323267,FORECAST,2026-01-01,8.150860351,20.455404343
Boyacá,Jugo,Jugo Lima 1000mL x 6uds,0.1433999985,FORECAST,2026-01-01,0.1089170547,0.1778829424
Antioquia,Bebida de Té,Té Verde 500mL x 12uds,3.39398499,FORECAST,2026-01-01,1.910271419,4.878593574
Bolívar,Jugo,Jugo Manzana 2000mL x 24uds,14.499262202,FORECAST,2026-01-01,8.225573119,20.932653603
Antioquia,Jugo,Jugo Naranja 2000mL x 24uds,59.46927342,FORECAST,2026-01-01,42.487408416,75.985840587
Bolívar,Agua,Agua Sin Gas 1L x 6uds,3.237455274,FORECAST,2026-01-01,1.617672283,4.857238265
Valle del Cauca,Jugo,Jugo Manzana 2000mL x 24uds,19.637030575,FORECAST,2026-01-01,12.35891009,27.425086785
Boyacá,Bebida Energética,Power Up 500mL x 6uds,0.03787284397,FORECAST,2026-01-01,-0.00990239964,0.08564808758
Norte de Santander,Jugo,Jugo Naranja 2000mL x 24uds,12.623462573,FORECAST,2026-01-01,7.652745231,17.691440506
Cundinamarca,Jugo,Jugo Naranja 2000mL x 24uds,89.51410675,FORECAST,2026-01-01,22.3835426,156.644670901
Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,2.941412185,FORECAST,2026-01-01,-3.459858602,9.342682973
Tolima,Agua,Agua Sin Gas 1L x 6uds,1.23784524,FORECAST,2026-01-01,0.3775855333,2.088227418
Tolima,Jugo,Jugo Lima 1000mL x 6uds,0.433954974,FORECAST,2026-01-01,-0.4397651614,1.306336427
Antioquia,Bebida Energética,Power Up 500mL x 6uds,1.693588482,FORECAST,2026-01-01,0.7053621565,2.681814807
Boyacá,Agua,Agua Sin Gas 1L x 1uds,-0.003116716716,FORECAST,2026-01-01,-0.03897492354,0.03274149001
Antioquia,Gaseosa,Cola 600mL x 24uds,4.528103352,FORECAST,2026-01-01,2.598509538,6.457697165
Boyacá,Gaseosa,Cola 600mL x 24uds,0.6482848493,FORECAST,2026-01-01,0.2475736009,1.032848733
Atlántico,Bebida de Té,Té Verde 500mL x 12uds,1.525088375,FORECAST,2026-01-01,0.1550625629,2.902942578
Meta,Jugo,Jugo Naranja 2000mL x 24uds,5.597222292,FORECAST,2026-01-01,0.7382017829,10.494843982
Tolima,Jugo,Jugo Naranja 2000mL x 24uds,6.241058625,FORECAST,2026-01-01,-1.397728307,13.879845591
Boyacá,Agua,Agua con Gas 500mL x 6uds,0.1354698774,FORECAST,2026-01-01,-0.04621064659,0.3171504015
Bolívar,Agua,Agua con Gas 500mL x 6uds,0.5464221255,FORECAST,2026-01-01,-0.004010569833,1.079312917
Norte de Santander,Bebida de Té,Té Negro 500mL x 6uds,0.1483984577,FORECAST,2026-01-01,-0.08131430233,0.3879668321
Tolima,Jugo,Jugo Manzana 2000mL x 24uds,3.103579457,FORECAST,2026-01-01,-0.08474941783,6.291908043
Valle del Cauca,Jugo,Jugo Naranja 2000mL x 24uds,43.320167542,FORECAST,2026-01-01,27.805328369,57.790341282
Boyacá,Agua,Agua Sin Gas 1L x 6uds,0.4990057647,FORECAST,2026-01-01,0.02696467551,0.9710468539
Santander,Agua,Agua con Gas 500mL x 6uds,0.4563499689,FORECAST,2026-01-01,-0.04084352949,0.9535434673
Meta,Bebida de Té,Té Verde 500mL x 12uds,0.1654176563,FORECAST,2026-01-01,0.02444299615,0.3063923165
Tolima,Agua,Agua con Gas 5L x 1uds,0.8335457367,FORECAST,2026-01-01,-0.3501343336,2.017225807
Antioquia,Gaseosa,Uva 600mL x 24uds,3.073374656,FORECAST,2026-01-01,0.1961751637,5.950574053
Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,0.4163089321,FORECAST,2026-01-01,0.2164544808,0.6203306059
Santander,Jugo,Jugo Naranja 2000mL x 24uds,19.424757433,FORECAST,2026-01-01,12.494192908,26.480494792
Valle del Cauca,Agua,Agua Sin Gas 1L x 6uds,4.975195223,FORECAST,2026-01-01,3.674844771,6.366654716
Valle del Cauca,Gaseosa,Uva 600mL x 24uds,-0.2906733155,FORECAST,2026-01-01,-9.179776389,8.598429758
Antioquia,Bebida de Té,Té Negro 500mL x 6uds,1.47788527,FORECAST,2026-01-01,0.7196527098,2.23611783
Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds,44.485256195,FORECAST,2026-01-01,35.808942377,53.161570013
Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,21.411971431,FORECAST,2026-01-01,12.829871512,30.074148153
Bolívar,Bebida Energética,Power Up 500mL x 6uds,0.8449965946,FORECAST,2026-01-01,0.433608645,1.264409464
Boyacá,Bebida de Té,Té Negro 500mL x 6uds,0.08039736748,FORECAST,2026-01-01,-0.04111033547,0.2019050704
Cundinamarca,Agua,Agua Sin Gas 1L x 1uds,0.9368901849,FORECAST,2026-01-01,0.88545211,0.9883282598
Valle del Cauca,Bebida Energética,Power Up 500mL x 6uds,1.020264802,FORECAST,2026-01-01,0.3804354353,1.660094223
Santander,Gaseosa,Cola 600mL x 24uds,0.6339274977,FORECAST,2026-01-01,-0.349223447,1.657556903
Meta,Agua,Agua con Gas 500mL x 6uds,0.1521156111,FORECAST,2026-01-01,-0.02139962514,0.3377875261
Santander,Bebida de Té,Té Negro 500mL x 6uds,0.2007245668,FORECAST,2026-01-01,0.03634071018,0.3651084301
Norte de Santander,Agua,Agua con Gas 500mL x 6uds,0.3007811677,FORECAST,2026-01-01,-0.03611274612,0.6376750816
Atlántico,Gaseosa,Uva 600mL x 24uds,1.60647111,FORECAST,2026-01-01,0.5535460808,2.65939612
Bolívar,Bebida de Té,Té Verde 500mL x 12uds,1.549517905,FORECAST,2026-01-01,1.085373155,2.01366258
Meta,Jugo,Jugo Lima 2000mL x 12uds,3.25680519,FORECAST,2026-01-01,1.974606711,4.560765812
Tolima,Bebida Energética,Power Up 500mL x 6uds,0.2517479956,FORECAST,2026-01-01,-0.05687666042,0.5603726324
Atlántico,Gaseosa,Cola 600mL x 24uds,2.231513288,FORECAST,2026-01-01,0.09178708756,4.521151201
Norte de Santander,Jugo,Jugo Lima 1000mL x 6uds,0.5799467293,FORECAST,2026-01-01,0.01127934726,1.157340295
Antioquia,Agua,Agua con Gas 5L x 1uds,3.960993052,FORECAST,2026-01-01,1.588442096,6.333544007
Santander,Bebida Energética,Power Up 500mL x 6uds,0.3312977449,FORECAST,2026-01-01,-0.03051042382,0.6931059077
Tolima,Jugo,Jugo Lima 2000mL x 12uds,4.26550872,FORECAST,2026-01-01,-0.09520301929,8.419603249
Cundinamarca,Agua,Agua con Gas 5L x 1uds,5.011316299,FORECAST,2026-01-01,4.017110436,6.005522295
Antioquia,Jugo,Jugo Manzana 2000mL x 24uds,23.53576088,FORECAST,2026-01-01,1.553283801,45.518237958
Bolívar,Jugo,Jugo Lima 2000mL x 12uds,11.465029716,FORECAST,2026-01-01,1.353518701,21.576540732
Santander,Bebida de Té,Té Verde 300mL x 6uds,0.3007911835,FORECAST,2026-01-01,0.08427695633,0.5173054106
Cundinamarca,Gaseosa,Cola 600mL x 24uds,4.162815147,FORECAST,2026-01-01,2.108271546,6.271605119
Boyacá,Bebida de Té,Té Verde 300mL x 6uds,0.07258710875,FORECAST,2026-01-01,-0.03686069561,0.1820349131
Tolima,Gaseosa,Uva 600mL x 24uds,0.826089474,FORECAST,2026-01-01,-0.04752383993,1.699702803
Valle del Cauca,Gaseosa,Cola 600mL x 24uds,2.11505534,FORECAST,2026-01-01,0.7801524154,3.449958357
Atlántico,Bebida de Té,Té Negro 500mL x 6uds,1.09933211,FORECAST,2026-01-01,0.6050183379,1.6036949
Atlántico,Agua,Agua con Gas 5L x 1uds,3.009641332,FORECAST,2026-01-01,1.445656219,4.480117957
Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,1.906196117,FORECAST,2026-01-01,-1.754438969,5.566831204
Tolima,Bebida de Té,Té Negro 500mL x 6uds,0.07214318399,FORECAST,2026-01-01,-0.02036864987,0.1663315489
Norte de Santander,Jugo,Jugo Lima 2000mL x 12uds,4.045484106,FORECAST,2026-01-01,2.154839332,5.93612888
Cundinamarca,Bebida Energética,Power Up 500mL x 6uds,1.210742235,FORECAST,2026-01-01,-0.07051628523,2.492000756
Boyacá,Bebida de Té,Té Verde 500mL x 12uds,-0.02979344641,FORECAST,2026-01-01,-0.5601420067,0.4915682681
Bolívar,Bebida de Té,Té Negro 500mL x 6uds,0.5146348257,FORECAST,2026-01-01,-0.00113380418,1.030403456
Valle del Cauca,Bebida de Té,Té Verde 500mL x 12uds,1.932311948,FORECAST,2026-01-01,1.091410446,2.773213559
Tolima,Agua,Agua Sin Gas 1L x 1uds,0.1525746505,FORECAST,2026-01-01,0.02857223552,0.2782212084
Atlántico,Jugo,Jugo Lima 2000mL x 12uds,21.022279799,FORECAST,2026-01-01,7.589750241,34.454809357
Santander,Jugo,Jugo Manzana 2000mL x 24uds,6.20726998,FORECAST,2026-01-01,2.060895368,10.344598928
Meta,Bebida de Té,Té Negro 500mL x 6uds,0.1710440313,FORECAST,2026-01-01,-0.2950747551,0.6371628146
Antioquia,Agua,Agua Sin Gas 1L x 1uds,0.6923382019,FORECAST,2026-01-01,0.5181822251,0.8754414664
Norte de Santander,Gaseosa,Cola 600mL x 24uds,0.19752427,FORECAST,2025-12-01,-0.3402616883,0.7353102278
Tolima,Jugo,Jugo Lima 2000mL x 12uds,4.229956311,FORECAST,2025-12-01,0.235971934,8.198935779
Bolívar,Jugo,Jugo Lima 2000mL x 12uds,12.206345558,FORECAST,2025-12-01,2.094834543,22.317856574
Antioquia,Agua,Agua Sin Gas 1L x 6uds,6.817209244,FORECAST,2025-12-01,6.122478477,7.511939817
Atlántico,Agua,Agua Sin Gas 1L x 6uds,6.705321605,FORECAST,2025-12-01,5.491240561,7.995163728
Cundinamarca,Gaseosa,Cola 600mL x 24uds,4.398446082,FORECAST,2025-12-01,2.336369036,6.510688942
Santander,Bebida de Té,Té Verde 300mL x 6uds,0.2095263756,FORECAST,2025-12-01,-0.006987850471,0.4260406016
Norte de Santander,Agua,Agua con Gas 5L x 1uds,0.8330526363,FORECAST,2025-12-01,0.218611357,1.467439478
Cundinamarca,Agua,Agua con Gas 5L x 1uds,4.651417255,FORECAST,2025-12-01,3.705337668,5.597497336
Valle del Cauca,Agua,Agua con Gas 500mL x 6uds,1.387645786,FORECAST,2025-12-01,0.7882393941,1.987052178
Tolima,Bebida de Té,Té Negro 500mL x 6uds,0.06709656084,FORECAST,2025-12-01,-0.032233186,0.1679767252
Atlántico,Jugo,Jugo Lima 2000mL x 12uds,21.022279799,FORECAST,2025-12-01,7.959991773,34.084567825
Tolima,Jugo,Jugo Manzana 2000mL x 24uds,2.071491416,FORECAST,2025-12-01,-1.116837375,5.259820075
Atlántico,Jugo,Jugo Lima 1000mL x 6uds,2.448902135,FORECAST,2025-12-01,1.347834327,3.579373254
Bolívar,Agua,Agua Sin Gas 1L x 1uds,0.2703779932,FORECAST,2025-12-01,0.1021618744,0.44516552
Antioquia,Jugo,Jugo Lima 2000mL x 12uds,28.288428783,FORECAST,2025-12-01,15.020245267,41.198009368
Santander,Jugo,Jugo Lima 2000mL x 12uds,6.919179778,FORECAST,2025-12-01,3.495432577,10.370838065
Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,2.094057322,FORECAST,2025-12-01,-1.330153256,5.518267899
Meta,Agua,Agua con Gas 500mL x 6uds,0.2256928676,FORECAST,2025-12-01,0.04553486173,0.417093092
Bolívar,Bebida de Té,Té Verde 300mL x 6uds,0.4648597932,FORECAST,2025-12-01,0.2020215272,0.7336823375
Atlántico,Bebida de Té,Té Verde 300mL x 6uds,0.5912909401,FORECAST,2025-12-01,0.3607593066,0.8362082068
Santander,Bebida de Té,Té Negro 500mL x 6uds,0.1887429246,FORECAST,2025-12-01,0.02314723645,0.3543386279
Santander,Gaseosa,Uva 600mL x 24uds,0.9831875331,FORECAST,2025-12-01,-0.8598025968,2.687484121
Norte de Santander,Agua,Agua con Gas 500mL x 6uds,0.3007811677,FORECAST,2025-12-01,-0.03611274444,0.6376750799
Meta,Gaseosa,Uva 600mL x 24uds,0.5457316563,FORECAST,2025-12-01,0.08864956598,0.9996920491
Valle del Cauca,Agua,Agua con Gas 5L x 1uds,3.054274051,FORECAST,2025-12-01,2.149447846,3.94355506
Bolívar,Bebida de Té,Té Verde 500mL x 12uds,2.518191082,FORECAST,2025-12-01,2.055643775,2.980738196
Norte de Santander,Gaseosa,Uva 600mL x 24uds,1.292101443,FORECAST,2025-12-01,-1.114986501,3.703927117
Tolima,Agua,Agua Sin Gas 1L x 1uds,0.1551084518,FORECAST,2025-12-01,0.03665976096,0.2750776135
Meta,Jugo,Jugo Lima 2000mL x 12uds,0.6331383397,FORECAST,2025-12-01,-0.6609513082,1.947353118
Tolima,Bebida de Té,Té Verde 500mL x 12uds,0.003245566832,FORECAST,2025-12-01,-0.212080723,0.2185718554
Antioquia,Agua,Agua con Gas 500mL x 6uds,1.517064669,FORECAST,2025-12-01,1.05145773,1.982958539
Atlántico,Agua,Agua Sin Gas 1L x 1uds,0.4954732656,FORECAST,2025-12-01,0.2633684548,0.728755418
Antioquia,Agua,Agua con Gas 5L x 1uds,4.171545506,FORECAST,2025-12-01,1.952227304,6.390863707
Tolima,Agua,Agua con Gas 500mL x 6uds,0.2000372711,FORECAST,2025-12-01,-0.07499720062,0.4750717429
Atlántico,Gaseosa,Cola 600mL x 24uds,1.64629512,FORECAST,2025-12-01,-0.5753472792,4.00657243
Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,0.05856963236,FORECAST,2025-12-01,-0.1673345586,0.2888232719
Santander,Gaseosa,Cola 600mL x 24uds,2.147921161,FORECAST,2025-12-01,1.142651752,3.190623779
Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds,21.245545162,FORECAST,2025-12-01,11.785926423,30.705163901
Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,0.8935648371,FORECAST,2025-12-01,-5.170242209,6.957371884
Bolívar,Agua,Agua con Gas 500mL x 6uds,0.5669978222,FORECAST,2025-12-01,0.06276223446,1.075377527
Cundinamarca,Agua,Agua Sin Gas 1L x 6uds,9.524034567,FORECAST,2025-12-01,7.777365443,11.270703691
