REGION_CATEGORIA_PRODUCTO,MES,M3_VENDIDOS,AVG_PRECIO_LISTA,AVG_DESC_PORCENTAJE
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2024-09-01 00:00:00.000,0.312000,323608.30000000,2.461538461500
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2024-10-01 00:00:00.000,0.240000,333169.27000000,10.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2024-11-01 00:00:00.000,0.168000,345782.46000000,1.142857142900
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2024-12-01 00:00:00.000,0.240000,362055.24000000,2.900000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2025-01-01 00:00:00.000,0.264000,369185.60000000,1.363636363600
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2025-02-01 00:00:00.000,0.144000,384885.24000000,4.666666666700
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2025-03-01 00:00:00.000,0.312000,399147.94000000,2.461538461500
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2025-04-01 00:00:00.000,0.144000,413442.76000000,5.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 24uds,2025-05-01 00:00:00.000,0.144000,425109.63000000,7.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-06-01 00:00:00.000,0.054000,56603.00000000,0.888888888900
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-07-01 00:00:00.000,0.036000,59319.99000000,4.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-08-01 00:00:00.000,0.054000,61859.90000000,9.555555555600
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-09-01 00:00:00.000,0.042000,62900.60000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-10-01 00:00:00.000,0.054000,63782.50000000,2.555555555600
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-11-01 00:00:00.000,0.030000,65784.39000000,5.600000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2023-12-01 00:00:00.000,0.048000,66646.39000000,1.625000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-01-01 00:00:00.000,0.072000,69118.66000000,4.416666666700
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-02-01 00:00:00.000,0.024000,70799.87000000,11.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-03-01 00:00:00.000,0.030000,71605.42000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-04-01 00:00:00.000,0.060000,72940.62000000,14.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-05-01 00:00:00.000,0.030000,76110.62000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-06-01 00:00:00.000,0.042000,78823.24000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-07-01 00:00:00.000,0.060000,82439.68000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-08-01 00:00:00.000,0.048000,84280.80000000,9.250000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-09-01 00:00:00.000,0.054000,85139.34000000,9.777777777800
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-10-01 00:00:00.000,0.042000,88603.20000000,3.285714285700
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-11-01 00:00:00.000,0.042000,90817.02000000,8.142857142900
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2024-12-01 00:00:00.000,0.060000,92057.17000000,2.200000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2025-01-01 00:00:00.000,0.042000,96620.59000000,2.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2025-02-01 00:00:00.000,0.048000,98329.43000000,7.250000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2025-03-01 00:00:00.000,0.042000,100180.26000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2025-04-01 00:00:00.000,0.030000,104375.51000000,2.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 1L x 6uds,2025-05-01 00:00:00.000,0.078000,106120.18000000,2.538461538500
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-06-01 00:00:00.000,0.032400,33540.84000000,4.666666666700
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-07-01 00:00:00.000,0.039600,33963.52000000,11.090909090900
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-08-01 00:00:00.000,0.036000,35077.39000000,4.900000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-09-01 00:00:00.000,0.025200,36162.10000000,8.571428571400
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-10-01 00:00:00.000,0.036000,36801.23000000,5.100000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-11-01 00:00:00.000,0.028800,38629.44000000,1.250000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2023-12-01 00:00:00.000,0.021600,39839.22000000,8.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-01-01 00:00:00.000,0.021600,41130.20000000,6.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-02-01 00:00:00.000,0.043200,43084.53000000,7.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-03-01 00:00:00.000,0.021600,45140.65000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-04-01 00:00:00.000,0.032400,47287.10000000,3.111111111100
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-05-01 00:00:00.000,0.036000,49642.20000000,8.400000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-06-01 00:00:00.000,0.046800,51489.23000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-07-01 00:00:00.000,0.036000,52748.60000000,1.600000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-08-01 00:00:00.000,0.028800,55140.86000000,11.250000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-09-01 00:00:00.000,0.021600,56305.29000000,6.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-10-01 00:00:00.000,0.025200,57879.27000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-11-01 00:00:00.000,0.036000,58908.61000000,3.600000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2024-12-01 00:00:00.000,0.032400,60845.10000000,4.111111111100
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2025-01-01 00:00:00.000,0.025200,63248.35000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2025-02-01 00:00:00.000,0.046800,64953.07000000,3.692307692300
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2025-03-01 00:00:00.000,0.018000,66252.09000000,2.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2025-04-01 00:00:00.000,0.032400,67738.27000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 12uds,2025-05-01 00:00:00.000,0.025200,68677.74000000,2.857142857100
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-06-01 00:00:00.000,0.050400,67377.30000000,4.857142857100
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-07-01 00:00:00.000,0.050400,70577.95000000,3.714285714300
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-08-01 00:00:00.000,0.036000,72565.64000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-09-01 00:00:00.000,0.028800,73850.00000000,18.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-10-01 00:00:00.000,0.100800,76346.65000000,2.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-11-01 00:00:00.000,0.072000,79520.89000000,1.100000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2023-12-01 00:00:00.000,0.057600,82139.39000000,14.625000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-01-01 00:00:00.000,0.036000,83802.83000000,10.400000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-02-01 00:00:00.000,0.057600,87069.88000000,8.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-03-01 00:00:00.000,0.050400,88787.43000000,2.571428571400
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-04-01 00:00:00.000,0.050400,89890.14000000,8.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-05-01 00:00:00.000,0.050400,92356.18000000,4.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-06-01 00:00:00.000,0.050400,96066.58000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-07-01 00:00:00.000,0.050400,100428.86000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-08-01 00:00:00.000,0.050400,102025.31000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-09-01 00:00:00.000,0.043200,104444.94000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-10-01 00:00:00.000,0.064800,105523.15000000,2.444444444400
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-11-01 00:00:00.000,0.072000,109441.44000000,6.600000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2024-12-01 00:00:00.000,0.064800,112755.80000000,4.222222222200
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2025-01-01 00:00:00.000,0.057600,117756.30000000,1.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2025-02-01 00:00:00.000,0.021600,119854.28000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2025-03-01 00:00:00.000,0.057600,125408.33000000,5.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2025-04-01 00:00:00.000,0.064800,128375.75000000,11.111111111100
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 24uds,2025-05-01 00:00:00.000,0.043200,133227.23000000,2.666666666700
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-06-01 00:00:00.000,0.012600,15481.72000000,2.285714285700
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-07-01 00:00:00.000,0.018000,15935.14000000,3.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-08-01 00:00:00.000,0.014400,16629.59000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-09-01 00:00:00.000,0.010800,17029.64000000,3.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-10-01 00:00:00.000,0.007200,17598.54000000,13.250000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-11-01 00:00:00.000,0.018000,17806.54000000,3.100000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2023-12-01 00:00:00.000,0.007200,18385.67000000,2.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-01-01 00:00:00.000,0.018000,18860.24000000,4.100000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-02-01 00:00:00.000,0.018000,19154.20000000,1.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-03-01 00:00:00.000,0.019800,19559.85000000,9.272727272700
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-04-01 00:00:00.000,0.005400,20233.06000000,9.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-05-01 00:00:00.000,0.021600,20693.00000000,7.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-06-01 00:00:00.000,0.023400,21183.54000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-07-01 00:00:00.000,0.010800,22033.16000000,4.833333333300
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-08-01 00:00:00.000,0.016200,22470.23000000,7.555555555600
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-09-01 00:00:00.000,0.009000,23001.99000000,5.600000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-10-01 00:00:00.000,0.018000,23783.61000000,6.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-11-01 00:00:00.000,0.016200,24679.63000000,7.111111111100
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2024-12-01 00:00:00.000,0.010800,24928.45000000,6.833333333300
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2025-01-01 00:00:00.000,0.019800,26076.60000000,3.818181818200
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2025-02-01 00:00:00.000,0.010800,26768.32000000,9.166666666700
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2025-03-01 00:00:00.000,0.010800,27789.05000000,7.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2025-04-01 00:00:00.000,0.009000,28665.11000000,5.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 300mL x 6uds,2025-05-01 00:00:00.000,0.010800,29696.02000000,6.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-06-01 00:00:00.000,0.036000,53836.84000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-07-01 00:00:00.000,0.054000,54587.13000000,0.777777777800
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-08-01 00:00:00.000,0.054000,55216.59000000,3.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-09-01 00:00:00.000,0.066000,56203.08000000,9.090909090900
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-10-01 00:00:00.000,0.036000,57445.65000000,7.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-11-01 00:00:00.000,0.024000,59590.76000000,5.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2023-12-01 00:00:00.000,0.078000,61868.66000000,3.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-01-01 00:00:00.000,0.066000,64958.15000000,2.818181818200
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-02-01 00:00:00.000,0.054000,67530.03000000,8.222222222200
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-03-01 00:00:00.000,0.024000,68228.38000000,11.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-04-01 00:00:00.000,0.030000,71154.86000000,5.600000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-05-01 00:00:00.000,0.048000,73015.73000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-06-01 00:00:00.000,0.066000,75439.72000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-07-01 00:00:00.000,0.042000,77618.43000000,4.142857142900
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-08-01 00:00:00.000,0.048000,80757.82000000,9.375000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-09-01 00:00:00.000,0.048000,82849.46000000,9.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-10-01 00:00:00.000,0.024000,86160.58000000,7.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-11-01 00:00:00.000,0.060000,88799.94000000,10.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2024-12-01 00:00:00.000,0.018000,92379.01000000,9.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2025-01-01 00:00:00.000,0.066000,95007.75000000,2.636363636400
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2025-02-01 00:00:00.000,0.048000,97147.61000000,3.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2025-03-01 00:00:00.000,0.048000,101111.74000000,6.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2025-04-01 00:00:00.000,0.048000,102970.52000000,4.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 12uds,2025-05-01 00:00:00.000,0.042000,106300.37000000,3.857142857100
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-06-01 00:00:00.000,0.060000,110173.22000000,5.200000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-07-01 00:00:00.000,0.120000,111583.35000000,3.300000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-08-01 00:00:00.000,0.060000,115013.56000000,8.400000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-09-01 00:00:00.000,0.096000,120118.82000000,6.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-10-01 00:00:00.000,0.096000,122074.52000000,5.125000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-11-01 00:00:00.000,0.084000,125914.75000000,6.428571428600
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2023-12-01 00:00:00.000,0.072000,127520.23000000,6.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-01-01 00:00:00.000,0.120000,133211.20000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-02-01 00:00:00.000,0.072000,135639.25000000,3.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-03-01 00:00:00.000,0.132000,140846.02000000,5.818181818200
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-04-01 00:00:00.000,0.132000,145655.68000000,10.181818181800
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-05-01 00:00:00.000,0.072000,150535.10000000,4.666666666700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-06-01 00:00:00.000,0.132000,156164.12000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-07-01 00:00:00.000,0.072000,157772.26000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-08-01 00:00:00.000,0.060000,159753.69000000,7.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-09-01 00:00:00.000,0.096000,166511.69000000,5.375000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-10-01 00:00:00.000,0.084000,174239.85000000,2.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-11-01 00:00:00.000,0.144000,179189.69000000,5.833333333300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2024-12-01 00:00:00.000,0.120000,186266.18000000,2.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2025-01-01 00:00:00.000,0.084000,194692.82000000,8.714285714300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2025-02-01 00:00:00.000,0.084000,202093.61000000,4.285714285700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2025-03-01 00:00:00.000,0.084000,206519.05000000,4.285714285700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2025-04-01 00:00:00.000,0.192000,215275.33000000,5.750000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 24uds,2025-05-01 00:00:00.000,0.144000,219573.39000000,3.166666666700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-06-01 00:00:00.000,0.036000,26509.14000000,1.916666666700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-07-01 00:00:00.000,0.015000,27492.58000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-08-01 00:00:00.000,0.021000,28633.43000000,1.142857142900
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-09-01 00:00:00.000,0.027000,29991.93000000,4.666666666700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-10-01 00:00:00.000,0.015000,30579.95000000,9.800000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-11-01 00:00:00.000,0.021000,31694.17000000,1.571428571400
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2023-12-01 00:00:00.000,0.033000,33249.85000000,7.636363636400
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-01-01 00:00:00.000,0.027000,34754.96000000,4.555555555600
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-02-01 00:00:00.000,0.021000,35193.40000000,2.571428571400
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-03-01 00:00:00.000,0.018000,36846.30000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-04-01 00:00:00.000,0.021000,37497.27000000,12.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-05-01 00:00:00.000,0.021000,38433.58000000,12.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-06-01 00:00:00.000,0.024000,40319.87000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-07-01 00:00:00.000,0.036000,40797.57000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-08-01 00:00:00.000,0.027000,41514.14000000,4.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-09-01 00:00:00.000,0.021000,43240.44000000,5.714285714300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-10-01 00:00:00.000,0.027000,43764.96000000,3.333333333300
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-11-01 00:00:00.000,0.018000,45730.62000000,3.666666666700
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2024-12-01 00:00:00.000,0.027000,47959.32000000,4.777777777800
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2025-01-01 00:00:00.000,0.015000,48840.31000000,5.400000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2025-02-01 00:00:00.000,0.018000,50248.21000000,4.500000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2025-03-01 00:00:00.000,0.024000,50881.08000000,0.000000000000
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2025-04-01 00:00:00.000,0.027000,52918.99000000,1.777777777800
Antioquia-Bebida de Té-Té Verde Zulianita 500mL x 6uds,2025-05-01 00:00:00.000,0.021000,54525.95000000,2.857142857100
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-06-01 00:00:00.000,0.234000,104132.83000000,3.307692307700
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-07-01 00:00:00.000,0.126000,105188.63000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-08-01 00:00:00.000,0.072000,107495.89000000,8.500000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-09-01 00:00:00.000,0.144000,110911.87000000,6.625000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-10-01 00:00:00.000,0.144000,115673.81000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-11-01 00:00:00.000,0.162000,118432.21000000,3.666666666700
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2023-12-01 00:00:00.000,0.090000,124057.32000000,3.600000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-01-01 00:00:00.000,0.180000,125857.86000000,3.100000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-02-01 00:00:00.000,0.126000,129227.03000000,4.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-03-01 00:00:00.000,0.180000,135087.51000000,8.400000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-04-01 00:00:00.000,0.198000,137551.95000000,12.727272727300
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-05-01 00:00:00.000,0.144000,139112.21000000,3.500000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-06-01 00:00:00.000,0.144000,144416.76000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-07-01 00:00:00.000,0.126000,150138.79000000,3.285714285700
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-08-01 00:00:00.000,0.144000,153047.51000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-09-01 00:00:00.000,0.180000,159865.66000000,3.700000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-10-01 00:00:00.000,0.090000,164686.54000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-11-01 00:00:00.000,0.180000,171707.37000000,3.800000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2024-12-01 00:00:00.000,0.072000,175614.77000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2025-01-01 00:00:00.000,0.144000,182095.18000000,4.250000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2025-02-01 00:00:00.000,0.144000,186114.13000000,10.500000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2025-03-01 00:00:00.000,0.126000,192890.27000000,9.857142857100
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2025-04-01 00:00:00.000,0.072000,197137.72000000,5.500000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 12uds,2025-05-01 00:00:00.000,0.162000,206588.66000000,3.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,2023-06-01 00:00:00.000,0.072000,49759.19000000,3.375000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,2023-07-01 00:00:00.000,0.081000,52155.66000000,7.555555555600
Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,2023-08-01 00:00:00.000,0.036000,54185.31000000,0.000000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,2023-09-01 00:00:00.000,0.036000,56143.96000000,5.500000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,2023-10-01 00:00:00.000,0.072000,56844.92000000,1.875000000000
Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,2023-11-01 00:00:00.000,0.081000,58110.98000000,1.444444444400
