MES,NOMBRE_REGION,CATEGORIA,NOMBRE_PRODUCTO,REGION_CATEGORIA_PRODUCTO,TICKETS,CANTIDAD,PRECIO_PROMEDIO,VENTAS_TOTALES,VENTAS_BRUTAS,DESCUENTOS,DESC_PORCENTAJE,COSTOS,GANANCIA_BRUTA,MARGEN_GANANCIA_BRUTA_PORCENTAJE,M3_VENDIDOS
2023-07-01,Meta,Agua,Agua con Gas 5L x 1uds,Meta-Agua-Agua con Gas 5L x 1uds,4,73,13438.26000000,910845.26280000,980992.98,70147.71720000,7.150684931500,387689.13,523156.13280000,57.436334596700,0.365000000000
2023-07-01,Meta,Bebida de Té,Té Negro 500mL x 6uds,Meta-Bebida de Té-Té Negro 500mL x 6uds,3,30,19020.11000000,570603.30000000,570603.30,0.00000000,0.000000000000,286687.80,283915.50000000,49.757072908600,0.090000000000
2023-07-01,Meta,Bebida de Té,Té Verde 300mL x 6uds,Meta-Bebida de Té-Té Verde 300mL x 6uds,2,14,11405.66000000,145079.99520000,159679.24,14599.24480000,9.142857142900,78741.32,66338.67520000,45.725584088000,0.025200000000
2023-07-01,Meta,Bebida Energética,Power Up 500mL x 6uds,Meta-Bebida Energética-Power Up 500mL x 6uds,4,67,31448.43000000,2061759.07080000,2107044.81,45285.73920000,2.149253731300,955239.10,1106519.97080000,53.668732999500,0.201000000000
2023-07-01,Meta,Agua,Agua Sin Gas 1L x 1uds,Meta-Agua-Agua Sin Gas 1L x 1uds,4,79,2612.07000000,197785.94040000,206353.53,8567.58960000,4.151898734200,82737.49,115048.45040000,58.168164110800,0.079000000000
2023-07-01,Meta,Jugo,Jugo Manzana 2000mL x 24uds,Meta-Jugo-Jugo Manzana 2000mL x 24uds,5,69,201732.07000000,12892696.59370000,13919512.83,1026816.23630000,7.376811594200,7530477.84,5362218.75370000,41.591134288500,3.312000000000
2023-07-01,Meta,Gaseosa,Uva 600mL x 24uds,Meta-Gaseosa-Uva 600mL x 24uds,4,45,53254.27000000,2279282.75600000,2396442.15,117159.39400000,4.888888888900,1218493.80,1060788.95600000,46.540472137900,0.648000000000
2023-07-01,Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,Norte de Santander-Jugo-Jugo Manzana 2000mL x 24uds,5,65,201732.07000000,12265309.85600000,13112584.55,847274.69400000,6.461538461500,7093928.40,5171381.45600000,42.162664594000,3.120000000000
2023-07-01,Norte de Santander,Agua,Agua con Gas 500mL x 6uds,Norte de Santander-Agua-Agua con Gas 500mL x 6uds,7,88,8049.68000000,695170.36480000,708371.84,13201.47520000,1.863636363600,270430.16,424740.20480000,61.098721451100,0.264000000000
2023-07-01,Norte de Santander,Jugo,Jugo Naranja 2000mL x 24uds,Norte de Santander-Jugo-Jugo Naranja 2000mL x 24uds,9,84,206124.97000000,17112495.00940000,17314497.48,202002.47060000,1.166666666700,9211783.56,7900711.44940000,46.169254951200,4.032000000000
2023-07-01,Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,Norte de Santander-Bebida de Té-Té Verde 300mL x 6uds,7,64,11405.66000000,694376.58080000,729962.24,35585.65920000,4.875000000000,359960.32,334416.26080000,48.160647989400,0.115200000000
2023-07-01,Norte de Santander,Jugo,Jugo Lima 2000mL x 12uds,Norte de Santander-Jugo-Jugo Lima 2000mL x 12uds,11,103,99632.38000000,9500943.75680000,10262135.14,761191.38320000,7.417475728200,5685904.88,3815038.87680000,40.154314923400,2.472000000000
2023-07-01,Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,Norte de Santander-Agua-Agua Sin Gas 1L x 6uds,12,119,15729.90250000,1744894.20140000,1871976.79,127082.58860000,6.788683987900,741384.01,1003510.19140000,57.511234239600,0.714000000000
2023-07-01,Norte de Santander,Jugo,Jugo Lima 1000mL x 6uds,Norte de Santander-Jugo-Jugo Lima 1000mL x 6uds,5,56,24939.65000000,1394126.43500000,1396620.40,2493.96500000,0.178571428600,770760.48,623365.95500000,44.713731792900,0.336000000000
2023-07-01,Norte de Santander,Agua,Agua con Gas 5L x 1uds,Norte de Santander-Agua-Agua con Gas 5L x 1uds,6,75,13438.26000000,1002762.96120000,1007869.50,5106.53880000,0.506666666700,398310.75,604452.21120000,60.278673484000,0.375000000000
2023-07-01,Norte de Santander,Bebida de Té,Té Negro 500mL x 6uds,Norte de Santander-Bebida de Té-Té Negro 500mL x 6uds,6,104,19020.11000000,1926737.14300000,1978091.44,51354.29700000,2.596153846200,993851.04,932886.10300000,48.417922828200,0.312000000000
2023-07-01,Norte de Santander,Gaseosa,Cola 600mL x 24uds,Norte de Santander-Gaseosa-Cola 600mL x 24uds,12,141,53660.86000000,6956593.89040000,7566181.26,609587.36960000,8.056737588700,3827963.88,3128630.01040000,44.973589944900,2.030400000000
2023-07-01,Norte de Santander,Gaseosa,Uva 600mL x 24uds,Norte de Santander-Gaseosa-Uva 600mL x 24uds,4,77,53254.27000000,3659633.43440000,4100578.79,440945.35560000,10.753246753200,2084978.28,1574655.15440000,43.027674291100,1.108800000000
2023-07-01,Norte de Santander,Agua,Agua Sin Gas 1L x 1uds,Norte de Santander-Agua-Agua Sin Gas 1L x 1uds,10,134,2612.07000000,332385.90750000,350017.38,17631.47250000,5.037313432800,140339.54,192046.36750000,57.778131733800,0.134000000000
2023-07-01,Norte de Santander,Bebida de Té,Té Verde 500mL x 12uds,Norte de Santander-Bebida de Té-Té Verde 500mL x 12uds,8,110,38237.11000000,3951422.94740000,4206082.10,254659.15260000,6.054545454500,2059783.00,1891639.94740000,47.872373385000,0.660000000000
2023-07-01,Norte de Santander,Bebida Energética,Power Up 500mL x 6uds,Norte de Santander-Bebida Energética-Power Up 500mL x 6uds,7,106,31448.43000000,2880676.18800000,3333533.58,452857.39200000,13.584905660400,1511273.80,1369402.38800000,47.537532809300,0.318000000000
2023-07-01,Santander,Jugo,Jugo Lima 2000mL x 12uds,Santander-Jugo-Jugo Lima 2000mL x 12uds,9,112,99632.38000000,10789190.43020000,11158826.56,369636.12980000,3.312500000000,6182731.52,4606458.91020000,42.695130278800,2.688000000000
2023-07-01,Santander,Bebida Energética,Power Up 500mL x 6uds,Santander-Bebida Energética-Power Up 500mL x 6uds,11,97,31448.43000000,2900803.18320000,3050497.71,149694.52680000,4.907216494800,1382958.10,1517845.08320000,52.324993711800,0.291000000000
2023-07-01,Santander,Gaseosa,Uva 600mL x 24uds,Santander-Gaseosa-Uva 600mL x 24uds,8,86,53254.27000000,4431820.34940000,4579867.22,148046.87060000,3.232558139500,2328677.04,2103143.30940000,47.455518130000,1.238400000000
2023-07-01,Santander,Gaseosa,Cola 600mL x 24uds,Santander-Gaseosa-Cola 600mL x 24uds,5,68,53660.86000000,3496541.63760000,3648938.48,152396.84240000,4.176470588200,1846110.24,1650431.39760000,47.201823077200,0.979200000000
2023-07-01,Santander,Bebida de Té,Té Verde 300mL x 6uds,Santander-Bebida de Té-Té Verde 300mL x 6uds,5,55,11405.66000000,601876.67820000,627311.30,25434.62180000,4.054545454500,309340.90,292535.77820000,48.603939776300,0.099000000000
2023-07-01,Santander,Agua,Agua Sin Gas 1L x 6uds,Santander-Agua-Agua Sin Gas 1L x 6uds,23,286,15741.44000000,4335691.84800000,4502614.16,166922.31200000,3.707231089900,1791427.44,2544264.40800000,58.681855104000,1.716000000000
2023-07-01,Santander,Bebida de Té,Té Verde 500mL x 12uds,Santander-Bebida de Té-Té Verde 500mL x 12uds,6,98,38237.11000000,3414573.92300000,3747236.78,332662.85700000,8.877551020400,1835079.40,1579494.52300000,46.257441151300,0.588000000000
2023-07-01,Santander,Jugo,Jugo Lima 1000mL x 6uds,Santander-Jugo-Jugo Lima 1000mL x 6uds,5,37,24939.65000000,699806.57900000,922767.05,222960.47100000,24.162162162200,509252.46,190554.11900000,27.229540950100,0.222000000000
2023-07-01,Santander,Agua,Agua con Gas 500mL x 6uds,Santander-Agua-Agua con Gas 500mL x 6uds,11,158,8049.68000000,1179761.10080000,1271849.44,92088.33920000,7.240506329100,485545.06,694216.04080000,58.843781196800,0.474000000000
2023-07-01,Santander,Jugo,Jugo Manzana 2000mL x 24uds,Santander-Jugo-Jugo Manzana 2000mL x 24uds,5,85,201732.07000000,15404260.86520000,17147225.95,1742965.08480000,10.164705882400,9276675.60,6127585.26520000,39.778508808800,4.080000000000
2023-07-01,Santander,Bebida de Té,Té Negro 500mL x 6uds,Santander-Bebida de Té-Té Negro 500mL x 6uds,8,90,19020.11000000,1655129.97220000,1711809.90,56679.92780000,3.311111111100,860063.40,795066.57220000,48.036503812600,0.270000000000
2023-07-01,Santander,Agua,Agua Sin Gas 1L x 1uds,Santander-Agua-Agua Sin Gas 1L x 1uds,9,114,2612.07000000,272412.78030000,297775.98,25363.19970000,8.517543859600,119393.34,153019.44030000,56.171902115400,0.114000000000
2023-07-01,Santander,Jugo,Jugo Naranja 2000mL x 24uds,Santander-Jugo-Jugo Naranja 2000mL x 24uds,6,74,206124.97000000,12740584.39570000,15253247.78,2512663.38430000,16.472972973000,8115142.66,4625441.73570000,36.304784710400,3.552000000000
2023-07-01,Santander,Agua,Agua con Gas 5L x 1uds,Santander-Agua-Agua con Gas 5L x 1uds,5,56,13438.26000000,742867.01280000,752542.56,9675.54720000,1.285714285700,297405.36,445461.65280000,59.965194997800,0.280000000000
2023-07-01,Tolima,Agua,Agua Sin Gas 1L x 6uds,Tolima-Agua-Agua Sin Gas 1L x 6uds,11,121,15736.21181818,1718419.62630000,1904424.56,186004.93370000,9.766988811600,756493.84,961925.78630000,55.977351025200,0.726000000000
2023-07-01,Tolima,Agua,Agua Sin Gas 1L x 1uds,Tolima-Agua-Agua Sin Gas 1L x 1uds,9,124,2612.07000000,297018.47970000,323896.68,26878.20030000,8.298387096800,129866.44,167152.03970000,56.276646446000,0.124000000000
2023-07-01,Tolima,Bebida Energética,Power Up 500mL x 6uds,Tolima-Bebida Energética-Power Up 500mL x 6uds,6,88,31448.43000000,2557386.32760000,2767461.84,210075.51240000,7.590909090900,1254642.40,1302743.92760000,50.940443121200,0.264000000000
2023-07-01,Tolima,Agua,Agua con Gas 5L x 1uds,Tolima-Agua-Agua con Gas 5L x 1uds,8,77,13438.26000000,985561.98840000,1034746.02,49184.03160000,4.753246753200,408932.37,576629.61840000,58.507696642800,0.385000000000
2023-07-01,Tolima,Gaseosa,Uva 600mL x 24uds,Tolima-Gaseosa-Uva 600mL x 24uds,2,38,53254.27000000,1934195.08640000,2023662.26,89467.17360000,4.421052631600,1028950.32,905244.76640000,46.802143835700,0.547200000000
2023-07-01,Tolima,Bebida de Té,Té Verde 300mL x 6uds,Tolima-Bebida de Té-Té Verde 300mL x 6uds,2,43,11405.66000000,490443.38000000,490443.38,0.00000000,0.000000000000,241848.34,248595.04000000,50.687816399900,0.077400000000
2023-07-01,Tolima,Jugo,Jugo Manzana 2000mL x 24uds,Tolima-Jugo-Jugo Manzana 2000mL x 24uds,2,35,201732.07000000,7060622.45000000,7060622.45,0.00000000,0.000000000000,3819807.60,3240814.85000000,45.899846266400,1.680000000000
2023-07-01,Tolima,Agua,Agua con Gas 500mL x 6uds,Tolima-Agua-Agua con Gas 500mL x 6uds,4,41,8049.68000000,318445.34080000,330036.88,11591.53920000,3.512195122000,125995.87,192449.47080000,60.434067057300,0.123000000000
2023-07-01,Tolima,Jugo,Jugo Naranja 2000mL x 24uds,Tolima-Jugo-Jugo Naranja 2000mL x 24uds,3,36,206124.97000000,6822736.50700000,7420498.92,597762.41300000,8.055555555600,3947907.24,2874829.26700000,42.136014838800,1.728000000000
2023-07-01,Tolima,Bebida de Té,Té Verde 500mL x 12uds,Tolima-Bebida de Té-Té Verde 500mL x 12uds,14,172,38237.11000000,5926752.05000000,6576782.92,650030.87000000,9.883720930200,3220751.60,2706000.45000000,45.657392568000,1.032000000000
2023-07-01,Tolima,Jugo,Jugo Lima 2000mL x 12uds,Tolima-Jugo-Jugo Lima 2000mL x 12uds,9,172,99632.38000000,16638607.46000000,17136769.36,498161.90000000,2.906976744200,9494909.12,7143698.34000000,42.934472474200,4.128000000000
2023-07-01,Tolima,Jugo,Jugo Lima 1000mL x 6uds,Tolima-Jugo-Jugo Lima 1000mL x 6uds,6,69,24939.65000000,1590900.27350000,1720835.85,129935.57650000,7.550724637700,949687.02,641213.25350000,40.305056462700,0.414000000000
2023-07-01,Tolima,Bebida de Té,Té Negro 500mL x 6uds,Tolima-Bebida de Té-Té Negro 500mL x 6uds,6,77,19020.11000000,1306301.15480000,1464548.47,158247.31520000,10.805194805200,735832.02,570469.13480000,43.670568054200,0.231000000000
2023-07-01,Tolima,Gaseosa,Cola 600mL x 24uds,Tolima-Gaseosa-Cola 600mL x 24uds,6,47,53660.86000000,2424397.65480000,2522060.42,97662.76520000,3.872340425500,1275987.96,1148409.69480000,47.368866758600,0.676800000000
2023-07-01,Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,Valle del Cauca-Bebida de Té-Té Verde 300mL x 6uds,21,275,11405.66000000,2936387.16700000,3136556.50,200169.33300000,6.381818181800,1546704.50,1389682.66700000,47.326275043600,0.495000000000
2023-07-01,Valle del Cauca,Gaseosa,Cola 600mL x 24uds,Valle del Cauca-Gaseosa-Cola 600mL x 24uds,24,303,53660.86000000,14961720.98520000,16259240.58,1297519.59480000,7.980198019800,8226050.04,6735670.94520000,45.019359416400,4.363200000000
2023-07-01,Valle del Cauca,Agua,Agua con Gas 500mL x 6uds,Valle del Cauca-Agua-Agua con Gas 500mL x 6uds,19,178,8049.68000000,1350816.80080000,1432843.04,82026.23920000,5.724719101100,547006.46,803810.34080000,59.505503657000,0.534000000000
2023-07-01,Valle del Cauca,Agua,Agua Sin Gas 1L x 6uds,Valle del Cauca-Agua-Agua Sin Gas 1L x 6uds,56,699,15733.98500000,10301903.18510000,10998226.98,696323.79490000,6.331236809000,4361112.86,5940790.32510000,57.666920552000,4.194000000000
2023-07-01,Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,Valle del Cauca-Jugo-Jugo Lima 1000mL x 6uds,33,401,24939.65000000,9126664.91750000,10000799.65,874134.73250000,8.740648379100,5519195.58,3607469.33750000,39.526698636500,2.406000000000
2023-07-01,Valle del Cauca,Jugo,Jugo Naranja 2000mL x 24uds,Valle del Cauca-Jugo-Jugo Naranja 2000mL x 24uds,30,345,206124.97000000,67052452.74100000,71113114.65,4060661.90900000,5.710144927500,37834111.05,29218341.69100000,43.575351082000,16.560000000000
2023-07-01,Valle del Cauca,Gaseosa,Uva 600mL x 24uds,Valle del Cauca-Gaseosa-Uva 600mL x 24uds,19,242,53254.27000000,11908187.31470000,12887533.34,979346.02530000,7.599173553700,6552788.88,5355398.43470000,44.972406741400,3.484800000000
2023-07-01,Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,Valle del Cauca-Agua-Agua Sin Gas 1L x 1uds,26,350,2612.07000000,842706.02340000,914224.50,71518.47660000,7.822857142900,366558.50,476147.52340000,56.502209569900,0.350000000000
2023-07-01,Valle del Cauca,Bebida de Té,Té Negro 500mL x 6uds,Valle del Cauca-Bebida de Té-Té Negro 500mL x 6uds,28,294,19020.11000000,5282264.94920000,5591912.34,309647.39080000,5.537414966000,2809540.44,2472724.50920000,46.811822825600,0.882000000000
2023-07-01,Valle del Cauca,Bebida Energética,Power Up 500mL x 6uds,Valle del Cauca-Bebida Energética-Power Up 500mL x 6uds,16,165,31448.43000000,4705628.58090000,5188990.95,483362.36910000,9.315151515200,2352454.50,2353174.08090000,50.007645959400,0.495000000000
2023-07-01,Valle del Cauca,Bebida de Té,Té Verde 500mL x 12uds,Valle del Cauca-Bebida de Té-Té Verde 500mL x 12uds,24,331,38237.11000000,11872240.28390000,12656483.41,784243.12610000,6.196374622400,6198074.30,5674165.98390000,47.793557477100,1.986000000000
2023-07-01,Valle del Cauca,Jugo,Jugo Manzana 2000mL x 24uds,Valle del Cauca-Jugo-Jugo Manzana 2000mL x 24uds,39,444,201732.07000000,81271799.04090000,89569039.08,8297240.03910000,9.263513513500,48456987.84,32814811.20090000,40.376627056600,21.312000000000
2023-07-01,Valle del Cauca,Agua,Agua con Gas 5L x 1uds,Valle del Cauca-Agua-Agua con Gas 5L x 1uds,30,378,13438.26000000,4885345.04040000,5079662.28,194317.23960000,3.825396825400,2007486.18,2877858.86040000,58.907995988000,1.890000000000
2023-07-01,Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,Valle del Cauca-Jugo-Jugo Lima 2000mL x 12uds,24,279,99632.38000000,26031948.24640000,27797434.02,1765485.77360000,6.351254480300,15401625.84,10630322.40640000,40.835677398300,6.696000000000
2023-08-01,Antioquia,Agua,Agua con Gas 5L x 1uds,Antioquia-Agua-Agua con Gas 5L x 1uds,40,532,13615.79000000,6645730.94110000,7243600.28,597869.33890000,8.253759398500,2854201.28,3791529.66110000,57.052109011100,2.660000000000
2023-08-01,Antioquia,Bebida de Té,Té Verde 300mL x 6uds,Antioquia-Bebida de Té-Té Verde 300mL x 6uds,21,266,11447.41000000,2850061.66770000,3045011.06,194949.39230000,6.402255639100,1511646.08,1338415.58770000,46.960934314800,0.478800000000
2023-08-01,Antioquia,Gaseosa,Uva 600mL x 24uds,Antioquia-Gaseosa-Uva 600mL x 24uds,40,481,54022.79000000,23350810.74960000,25984961.99,2634151.24040000,10.137214137200,13045239.48,10305571.26960000,44.133676471100,6.926400000000
2023-08-01,Antioquia,Agua,Agua con Gas 500mL x 6uds,Antioquia-Agua-Agua con Gas 500mL x 6uds,22,267,8135.77000000,2036871.37720000,2172250.59,135379.21280000,6.232209737800,821107.77,1215763.60720000,59.687794762500,0.801000000000
2023-08-01,Antioquia,Jugo,Jugo Naranja 2000mL x 24uds,Antioquia-Jugo-Jugo Naranja 2000mL x 24uds,31,429,206663.84000000,78240863.18560000,88658787.36,10417924.17440000,11.750582750600,47627151.00,30613712.18560000,39.127523571600,20.592000000000
2023-08-01,Antioquia,Gaseosa,Cola 600mL x 24uds,Antioquia-Gaseosa-Cola 600mL x 24uds,34,444,54483.85000000,21321709.85900000,24190829.40,2869119.54100000,11.860360360400,12234753.00,9086956.85900000,42.618330889500,6.393600000000
2023-08-01,Antioquia,Bebida de Té,Té Verde 500mL x 12uds,Antioquia-Bebida de Té-Té Verde 500mL x 12uds,28,366,38436.54000000,13077648.36960000,14067773.64,990125.27040000,7.038251366100,6877670.70,6199977.66960000,47.408964474200,2.196000000000
2023-08-01,Antioquia,Agua,Agua Sin Gas 1L x 6uds,Antioquia-Agua-Agua Sin Gas 1L x 6uds,76,891,15828.82381579,13126602.15220000,14100188.67,973586.51780000,6.904776528800,5626497.87,7500104.28220000,57.136677071800,5.346000000000
2023-08-01,Antioquia,Bebida de Té,Té Negro 500mL x 6uds,Antioquia-Bebida de Té-Té Negro 500mL x 6uds,31,374,19176.98000000,6206629.57700000,7172190.52,965560.94300000,13.462566844900,3619209.22,2587420.35700000,41.688009972200,1.122000000000
2023-08-01,Antioquia,Jugo,Jugo Lima 1000mL x 6uds,Antioquia-Jugo-Jugo Lima 1000mL x 6uds,35,415,25048.02000000,9692832.29940000,10394928.30,702096.00060000,6.754216867500,5785888.50,3906943.79940000,40.307555920900,2.490000000000
2023-08-01,Antioquia,Jugo,Jugo Lima 2000mL x 12uds,Antioquia-Jugo-Jugo Lima 2000mL x 12uds,42,368,100501.42000000,33072002.27940000,36984522.56,3912520.28060000,10.578804347800,20570688.48,12501313.79940000,37.800293111300,8.832000000000
2023-08-01,Antioquia,Jugo,Jugo Manzana 2000mL x 24uds,Antioquia-Jugo-Jugo Manzana 2000mL x 24uds,32,387,202115.35000000,65093269.62100000,78218640.45,13125370.82900000,16.780361757100,42716514.33,22376755.29100000,34.376450009800,18.576000000000
2023-08-01,Antioquia,Bebida Energética,Power Up 500mL x 6uds,Antioquia-Bebida Energética-Power Up 500mL x 6uds,26,290,31817.56000000,8217521.22120000,9227092.40,1009571.17880000,10.941379310300,4156309.00,4061212.22120000,49.421377954300,0.870000000000
2023-08-01,Antioquia,Agua,Agua Sin Gas 1L x 1uds,Antioquia-Agua-Agua Sin Gas 1L x 1uds,34,396,2652.76000000,977860.39120000,1050492.96,72632.56880000,6.914141414100,417768.12,560092.27120000,57.277324681600,0.396000000000
2023-08-01,Atlántico,Bebida Energética,Power Up 500mL x 6uds,Atlántico-Bebida Energética-Power Up 500mL x 6uds,23,252,31817.56000000,6943546.11880000,8018025.12,1074479.00120000,13.400793650800,3611689.20,3331856.91880000,47.984946910300,0.756000000000
2023-08-01,Atlántico,Jugo,Jugo Lima 1000mL x 6uds,Atlántico-Jugo-Jugo Lima 1000mL x 6uds,38,358,25048.02000000,8181434.77260000,8967191.16,785756.38740000,8.762569832400,4991200.20,3190234.57260000,38.993583170600,2.148000000000
2023-08-01,Atlántico,Jugo,Jugo Manzana 2000mL x 24uds,Atlántico-Jugo-Jugo Manzana 2000mL x 24uds,20,216,202115.35000000,40726243.02500000,43656915.60,2930672.57500000,6.712962963000,23841775.44,16884467.58500000,41.458446276600,10.368000000000
2023-08-01,Atlántico,Gaseosa,Cola 600mL x 24uds,Atlántico-Gaseosa-Cola 600mL x 24uds,23,308,54483.85000000,15368804.40800000,16781025.80,1412221.39200000,8.415584415600,8487171.00,6881633.40800000,44.776634703100,4.435200000000
2023-08-01,Atlántico,Gaseosa,Uva 600mL x 24uds,Atlántico-Gaseosa-Uva 600mL x 24uds,22,236,54022.79000000,12047082.17000000,12749378.44,702296.27000000,5.508474576300,6400574.88,5646507.29000000,46.870331009000,3.398400000000
2023-08-01,Atlántico,Bebida de Té,Té Negro 500mL x 6uds,Atlántico-Bebida de Té-Té Negro 500mL x 6uds,30,369,19176.98000000,6647700.11700000,7076305.62,428605.50300000,6.056910569100,3570824.07,3076876.04700000,46.284820206200,1.107000000000
2023-08-01,Atlántico,Agua,Agua Sin Gas 1L x 6uds,Atlántico-Agua-Agua Sin Gas 1L x 6uds,64,752,15828.06984375,10626815.43710000,11901409.68,1274594.24290000,10.709607325300,4747111.84,5879703.59710000,55.328933036400,4.512000000000
2023-08-01,Atlántico,Bebida de Té,Té Verde 500mL x 12uds,Atlántico-Bebida de Té-Té Verde 500mL x 12uds,30,412,38436.54000000,14610497.58480000,15835854.48,1225356.89520000,7.737864077700,7742077.40,6868420.18480000,47.010172959100,2.472000000000
2023-08-01,Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,Atlántico-Jugo-Jugo Naranja 2000mL x 24uds,24,362,206663.84000000,67335212.34880000,74812310.08,7477097.73120000,9.994475138100,40188878.00,27146334.34880000,40.315213098600,17.376000000000
2023-08-01,Atlántico,Agua,Agua con Gas 5L x 1uds,Atlántico-Agua-Agua con Gas 5L x 1uds,26,308,13615.79000000,3838835.83260000,4193663.32,354827.48740000,8.461038961000,1652432.32,2186403.51260000,56.954858398300,1.540000000000
2023-08-01,Atlántico,Bebida de Té,Té Verde 300mL x 6uds,Atlántico-Bebida de Té-Té Verde 300mL x 6uds,16,247,11447.41000000,2616305.55550000,2827510.27,211204.71450000,7.469635627500,1403671.36,1212634.19550000,46.349104482500,0.444600000000
2023-08-01,Atlántico,Jugo,Jugo Lima 2000mL x 12uds,Atlántico-Jugo-Jugo Lima 2000mL x 12uds,30,412,100501.42000000,37859889.92820000,41406585.04,3546695.11180000,8.565533980600,23030227.32,14829662.60820000,39.169851355400,9.888000000000
2023-08-01,Atlántico,Agua,Agua con Gas 500mL x 6uds,Atlántico-Agua-Agua con Gas 500mL x 6uds,25,242,8135.77000000,1837382.29680000,1968856.34,131474.04320000,6.677685950400,744225.02,1093157.27680000,59.495363523600,0.726000000000
2023-08-01,Atlántico,Agua,Agua Sin Gas 1L x 1uds,Atlántico-Agua-Agua Sin Gas 1L x 1uds,22,313,2652.76000000,791026.50440000,830313.88,39287.37560000,4.731629393000,330205.61,460820.89440000,58.256062450100,0.313000000000
2023-08-01,Bolívar,Bebida de Té,Té Verde 300mL x 6uds,Bolívar-Bebida de Té-Té Verde 300mL x 6uds,12,112,11447.41000000,1213310.98590000,1282109.92,68798.93410000,5.366071428600,636482.56,576828.42590000,47.541679965300,0.201600000000
2023-08-01,Bolívar,Agua,Agua Sin Gas 1L x 1uds,Bolívar-Agua-Agua Sin Gas 1L x 1uds,17,194,2652.76000000,456858.32720000,514635.44,57777.11280000,11.226804123700,204664.18,252194.14720000,55.201827828300,0.194000000000
2023-08-01,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds,Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,23,332,202115.35000000,60826614.58250000,67102296.20,6275681.61750000,9.352409638600,36645691.88,24180922.70250000,39.753852599700,15.936000000000
2023-08-01,Bolívar,Bebida de Té,Té Negro 500mL x 6uds,Bolívar-Bebida de Té-Té Negro 500mL x 6uds,20,249,19176.98000000,4332079.78200000,4775068.02,442988.23800000,9.277108433700,2409580.47,1922499.31200000,44.378206513800,0.747000000000
2023-08-01,Bolívar,Gaseosa,Cola 600mL x 24uds,Bolívar-Gaseosa-Cola 600mL x 24uds,16,178,54483.85000000,8945158.49300000,9698125.30,752966.80700000,7.764044943800,4904923.50,4040234.99300000,45.166723386300,2.563200000000
2023-08-01,Bolívar,Bebida Energética,Power Up 500mL x 6uds,Bolívar-Bebida Energética-Power Up 500mL x 6uds,10,110,31817.56000000,3235527.67640000,3499931.60,264403.92360000,7.554545454500,1576531.00,1658996.67640000,51.274377545900,0.330000000000
2023-08-01,Bolívar,Agua,Agua con Gas 5L x 1uds,Bolívar-Agua-Agua con Gas 5L x 1uds,21,201,13615.79000000,2531447.67680000,2736773.79,205326.11320000,7.502487562200,1078373.04,1453074.63680000,57.400935050600,1.005000000000
2023-08-01,Bolívar,Jugo,Jugo Lima 1000mL x 6uds,Bolívar-Jugo-Jugo Lima 1000mL x 6uds,23,268,25048.02000000,6266513.64360000,6712869.36,446355.71640000,6.649253731300,3736429.20,2530084.44360000,40.374673821800,1.608000000000
2023-08-01,Bolívar,Jugo,Jugo Lima 2000mL x 12uds,Bolívar-Jugo-Jugo Lima 2000mL x 12uds,23,331,100501.42000000,30319268.38560000,33265970.02,2946701.63440000,8.858006042300,18502439.91,11816828.47560000,38.974649141600,7.944000000000
2023-08-01,Bolívar,Agua,Agua con Gas 500mL x 6uds,Bolívar-Agua-Agua con Gas 500mL x 6uds,13,112,8135.77000000,804627.65300000,911206.24,106578.58700000,11.696428571400,344434.72,460192.93300000,57.193278317500,0.336000000000
2023-08-01,Bolívar,Jugo,Jugo Naranja 2000mL x 24uds,Bolívar-Jugo-Jugo Naranja 2000mL x 24uds,17,168,206663.84000000,30222519.96160000,34719525.12,4497005.15840000,12.952380952400,18651192.00,11571327.96160000,38.287105033900,8.064000000000
2023-08-01,Bolívar,Bebida de Té,Té Verde 500mL x 12uds,Bolívar-Bebida de Té-Té Verde 500mL x 12uds,14,182,38436.54000000,6418902.18000000,6995450.28,576548.10000000,8.241758241800,3420043.90,2998858.28000000,46.719177141300,1.092000000000
2023-08-01,Bolívar,Agua,Agua Sin Gas 1L x 6uds,Bolívar-Agua-Agua Sin Gas 1L x 6uds,41,508,15836.57195122,7093506.20370000,8042168.43,948662.22630000,11.796099951900,3202576.16,3890930.04370000,54.852000293900,3.048000000000
2023-08-01,Bolívar,Gaseosa,Uva 600mL x 24uds,Bolívar-Gaseosa-Uva 600mL x 24uds,11,140,54022.79000000,7079146.40160000,7563190.60,484044.19840000,6.400000000000,3796951.20,3282195.20160000,46.364279185700,2.016000000000
2023-08-01,Boyacá,Jugo,Jugo Lima 2000mL x 12uds,Boyacá-Jugo-Jugo Lima 2000mL x 12uds,1,23,100501.42000000,2311532.66000000,2311532.66,0.00000000,0.000000000000,1285668.03,1025864.63000000,44.380278408000,0.552000000000
