REGION_CATEGORIA_PRODUCTO,MES,M3_PRODUCTO,ORIGEN,LOWER_BOUND,UPPER_BOUND,REGION,CATEGORIA,PRODUCTO
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2025-12-01 00:00:00.000,16.606845856,FORECAST 2,10.147979707,23.065710056,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-01-01 00:00:00.000,11.415527344,FORECAST 1,4.956662778,17.874393127,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-01-01 00:00:00.000,18.578842163,FORECAST 2,12.119975771,25.03770612,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-02-01 00:00:00.000,18.392875671,FORECAST 1,11.934011227,24.851741576,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-02-01 00:00:00.000,19.861587524,FORECAST 2,13.402721863,26.320452212,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-03-01 00:00:00.000,20.223926544,FORECAST 1,13.765061289,26.682791638,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-03-01 00:00:00.000,20.383672714,FORECAST 2,13.924807175,26.842537523,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-04-01 00:00:00.000,21.331914902,FORECAST 1,14.873049606,27.790779954,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-04-01 00:00:00.000,22.311052322,FORECAST 2,15.852186215,28.769916563,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-05-01 00:00:00.000,22.319969177,FORECAST 1,15.861103759,28.778834108,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 1000mL x 24uds,2026-05-01 00:00:00.000,22.260007858,FORECAST 2,15.801141345,28.718871694,Bolívar,Jugo,Jugo Manzana 1000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-01-01 00:00:00.000,65.472,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-02-01 00:00:00.000,100.656,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-03-01 00:00:00.000,80.688,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-04-01 00:00:00.000,110.832,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-05-01 00:00:00.000,86.448,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-06-01 00:00:00.000,120.96,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-07-01 00:00:00.000,114.048,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-08-01 00:00:00.000,96.72,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-09-01 00:00:00.000,116.976,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-10-01 00:00:00.000,82.848,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-11-01 00:00:00.000,106.752,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2023-12-01 00:00:00.000,90.432,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-01-01 00:00:00.000,124.704,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-02-01 00:00:00.000,54.72,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-03-01 00:00:00.000,83.568,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-04-01 00:00:00.000,82.944,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-05-01 00:00:00.000,142.896,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-06-01 00:00:00.000,76.944,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-07-01 00:00:00.000,104.688,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-08-01 00:00:00.000,100.272,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-09-01 00:00:00.000,90.384,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-10-01 00:00:00.000,78.096,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-11-01 00:00:00.000,97.824,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2024-12-01 00:00:00.000,75.84,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-01-01 00:00:00.000,79.584,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-02-01 00:00:00.000,62.352,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-03-01 00:00:00.000,90.384,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-04-01 00:00:00.000,88.56,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-05-01 00:00:00.000,98.304,ACTUAL,,,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-06-01 00:00:00.000,91.930980118,FORECAST 1,72.664993951,111.202372618,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-06-01 00:00:00.000,89.716277269,FORECAST 2,70.450291102,108.987669769,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-07-01 00:00:00.000,96.707757937,FORECAST 1,77.404623132,116.00325355,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-07-01 00:00:00.000,94.694568886,FORECAST 2,75.391434081,113.990064498,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-08-01 00:00:00.000,96.35550557,FORECAST 1,76.994004378,115.700947733,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-08-01 00:00:00.000,94.375925284,FORECAST 2,75.014424092,113.721367446,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-09-01 00:00:00.000,95.166526999,FORECAST 1,75.77594405,114.500316632,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-09-01 00:00:00.000,93.285546497,FORECAST 2,73.894963548,112.61933613,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-10-01 00:00:00.000,92.321680051,FORECAST 1,73.02104825,111.685060524,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-10-01 00:00:00.000,90.554468531,FORECAST 2,71.25383673,109.917849004,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-11-01 00:00:00.000,96.090802472,FORECAST 1,76.775959484,115.381001861,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-11-01 00:00:00.000,94.437359934,FORECAST 2,75.122516946,113.727559323,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-12-01 00:00:00.000,92.362746881,FORECAST 1,73.047970756,111.718385671,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2025-12-01 00:00:00.000,90.918402739,FORECAST 2,71.603626614,110.274041529,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-01-01 00:00:00.000,93.051113406,FORECAST 1,73.760485967,112.385933217,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-01-01 00:00:00.000,91.728122845,FORECAST 2,72.437495406,111.062942656,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-02-01 00:00:00.000,86.389332905,FORECAST 1,67.059075118,105.696427255,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-02-01 00:00:00.000,85.180111326,FORECAST 2,65.849853539,104.487205677,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-03-01 00:00:00.000,92.690549455,FORECAST 1,73.390800596,111.949291165,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-03-01 00:00:00.000,91.903507547,FORECAST 2,72.603757994,111.162248563,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-04-01 00:00:00.000,92.311789239,FORECAST 1,73.003054079,111.649883443,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-04-01 00:00:00.000,91.736692472,FORECAST 2,72.427956618,111.074785982,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-05-01 00:00:00.000,101.019968522,FORECAST 1,81.640475936,120.336194857,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,2026-05-01 00:00:00.000,97.67863108,FORECAST 2,78.299134333,116.994853254,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-01-01 00:00:00.000,0.088,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-02-01 00:00:00.000,0.138,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-03-01 00:00:00.000,0.057,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-04-01 00:00:00.000,0.218,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-06-01 00:00:00.000,0.299,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-07-01 00:00:00.000,0.092,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-08-01 00:00:00.000,0.034,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-09-01 00:00:00.000,0.173,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-10-01 00:00:00.000,0.183,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-11-01 00:00:00.000,0.075,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2023-12-01 00:00:00.000,0.126,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-01-01 00:00:00.000,0.383,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-02-01 00:00:00.000,0.095,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-03-01 00:00:00.000,0.067,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-04-01 00:00:00.000,0.119,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-05-01 00:00:00.000,0.102,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-06-01 00:00:00.000,0.348,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-07-01 00:00:00.000,0.345,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-08-01 00:00:00.000,0.472,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-09-01 00:00:00.000,0.215,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-10-01 00:00:00.000,0.379,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-11-01 00:00:00.000,0.185,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2024-12-01 00:00:00.000,0.107,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-01-01 00:00:00.000,0.193,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-02-01 00:00:00.000,0.183,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-04-01 00:00:00.000,0.067,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-05-01 00:00:00.000,0.091,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-06-01 00:00:00.000,0.357138965,FORECAST 1,0.3040295399,0.4105112089,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-06-01 00:00:00.000,0.0312637102,FORECAST 2,-0.0218457149,0.08463595406,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-07-01 00:00:00.000,0.3428423485,FORECAST 1,0.2879281338,0.3973856863,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-07-01 00:00:00.000,0.01696709366,FORECAST 2,-0.03794712099,0.07151043148,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-08-01 00:00:00.000,0.4087308276,FORECAST 1,0.3509807799,0.4657009965,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-08-01 00:00:00.000,0.0819569508,FORECAST 2,0.02420690313,0.1389271197,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-09-01 00:00:00.000,0.3505774215,FORECAST 1,0.2914135356,0.4069827259,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-09-01 00:00:00.000,0.02470216672,FORECAST 2,-0.03446171927,0.08110747111,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-10-01 00:00:00.000,0.4545583392,FORECAST 1,0.3997620471,0.512402903,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-10-01 00:00:00.000,0.1277844625,FORECAST 2,0.0729881703,0.1856290262,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-11-01 00:00:00.000,0.2610011717,FORECAST 1,0.2055118466,0.3152936146,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-11-01 00:00:00.000,0.041953758,FORECAST 2,-0.0135355671,0.09624620084,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-12-01 00:00:00.000,0.2568141924,FORECAST 1,0.2013243891,0.3142891369,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2025-12-01 00:00:00.000,0.03866540058,FORECAST 2,-0.0168244027,0.09614034504,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-01-01 00:00:00.000,0.3629625645,FORECAST 1,0.3086407711,0.4194309739,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-01-01 00:00:00.000,0.1439151508,FORECAST 2,0.08959335737,0.2003835602,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-02-01 00:00:00.000,0.3564915178,FORECAST 1,0.3002384134,0.4116193707,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-02-01 00:00:00.000,0.1365454822,FORECAST 2,0.08029237776,0.1916733351,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-03-01 00:00:00.000,0.2097959538,FORECAST 1,0.1550170896,0.2625827251,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-03-01 00:00:00.000,0.09488051536,FORECAST 2,0.04010165115,0.1476672867,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-04-01 00:00:00.000,0.2704568552,FORECAST 1,0.2152321365,0.3271076502,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-04-01 00:00:00.000,0.1555414168,FORECAST 2,0.1003166981,0.2121922118,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-05-01 00:00:00.000,0.291095685,FORECAST 1,0.232422516,0.3466952406,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 1L x 1uds,2026-05-01 00:00:00.000,0.1761802466,FORECAST 2,0.1175070776,0.2317798022,Boyacá,Agua,Agua Sin Gas 1L x 1uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-01-01 00:00:00.000,7.08,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-02-01 00:00:00.000,6.96,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-04-01 00:00:00.000,16.44,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-05-01 00:00:00.000,5.76,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-06-01 00:00:00.000,10.56,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-07-01 00:00:00.000,6.24,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-08-01 00:00:00.000,3.84,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-09-01 00:00:00.000,11.4,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-10-01 00:00:00.000,10.92,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-11-01 00:00:00.000,6.84,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2023-12-01 00:00:00.000,23.16,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-01-01 00:00:00.000,5.7,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-02-01 00:00:00.000,2.4,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-03-01 00:00:00.000,8.7,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-04-01 00:00:00.000,5.4,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-05-01 00:00:00.000,8.7,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-06-01 00:00:00.000,14.94,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-07-01 00:00:00.000,2.64,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-08-01 00:00:00.000,14.22,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-09-01 00:00:00.000,13.74,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-10-01 00:00:00.000,6.96,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-11-01 00:00:00.000,7.2,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2024-12-01 00:00:00.000,5.46,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-01-01 00:00:00.000,2.82,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-02-01 00:00:00.000,5.1,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-03-01 00:00:00.000,14.58,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-05-01 00:00:00.000,14.46,ACTUAL,,,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-06-01 00:00:00.000,14.266942024,FORECAST 1,14.1630028,14.370881248,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-06-01 00:00:00.000,14.239020348,FORECAST 2,14.135081124,14.342959571,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-07-01 00:00:00.000,10.87597847,FORECAST 1,10.772039246,10.979917694,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-07-01 00:00:00.000,10.84805584,FORECAST 2,10.744116616,10.951995063,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-08-01 00:00:00.000,10.866052628,FORECAST 1,10.762113404,10.969991851,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-08-01 00:00:00.000,10.841076851,FORECAST 2,10.737137627,10.945016075,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-09-01 00:00:00.000,10.866052628,FORECAST 1,10.762113404,10.969991851,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-09-01 00:00:00.000,10.841076851,FORECAST 2,10.737137627,10.945016075,Boyacá,Agua,Agua Sin Gas 5L x 12uds
Boyacá-Agua-Agua Sin Gas 5L x 12uds,2025-10-01 00:00:00.000,10.535762787,FORECAST 1,10.431823563,10.639702011,Boyacá,Agua,Agua Sin Gas 5L x 12uds
