NOMBRE_REGION,CATEGORIA,NOMBRE_PRODUCTO,MARCA,MES,M3_VENDIDOS,REGION_CATEGORIA_PRODUCTO,TICKETS,CANTIDAD,PRECIO_PROMEDIO,VENTAS_TOTALES,VENTAS_BRUTAS,DESCUENTOS,DESC_PORCENTAJE,COSTOS,GANANCIA_NETA,MARGEN_GANANCIA_NETA_PORCENTAJE
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2024-08-01,0.090000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,10,10,73429.93000000,705661.62730000,734299.30,28637.67270000,3.900000000000,187451.20,518210.42730000,73.436106945900
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2024-09-01,0.063000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,7,7,74805.75000000,511671.33000000,523640.25,11968.92000000,2.285714285700,131540.57,380130.76000000,74.291979579900
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2024-10-01,0.117000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,13,13,77812.16000000,982767.58080000,1011558.08,28790.49920000,2.846153846200,246422.67,736344.91080000,74.925641136900
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2024-11-01,0.045000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,5,5,78845.10000000,387917.89200000,394225.50,6307.60800000,1.600000000000,95201.35,292716.54200000,75.458376124600
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2024-12-01,0.081000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,9,9,81853.09000000,712940.41390000,736677.81,23737.39610000,3.222222222200,171496.26,541444.15390000,75.945218330100
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2025-01-01,0.072000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,8,8,84518.78000000,634736.03780000,676150.24,41414.20220000,6.125000000000,152535.28,482200.75780000,75.968706530600
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2025-02-01,0.063000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,7,7,87215.43000000,560795.21490000,610508.01,49712.79510000,8.142857142900,134143.03,426652.18490000,76.079854742700
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2025-03-01,0.090000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,10,10,90085.52000000,821579.94240000,900855.20,79275.25760000,8.800000000000,191920.10,629659.84240000,76.640118618400
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2025-04-01,0.090000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,10,10,92168.72000000,882054.65040000,921687.20,39632.54960000,4.300000000000,192918.70,689135.95040000,78.128486719900
Antioquia,Gaseosa,Zulianita Cola 1L x 6uds,Zulianita,2025-05-01,0.054000,Antioquia-Gaseosa-Zulianita Cola 1L x 6uds,6,6,93518.95000000,531187.63600000,561113.70,29926.06400000,5.333333333300,115989.00,415198.63600000,78.164213144400
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2022-07-01,0.024000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,8,8,12226.56000000,96100.76160000,97812.48,1711.71840000,1.750000000000,44756.48,51344.28160000,53.427549111100
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2022-08-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,12821.39000000,74235.84810000,76928.34,2692.49190000,3.500000000000,33712.56,40523.28810000,54.587223204400
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2022-09-01,0.039000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,13,13,13416.67000000,166232.54130000,174416.71,8184.16870000,4.692307692300,73084.31,93148.23130000,56.034895798100
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2022-10-01,0.027000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,9,9,13617.47000000,109348.28410000,122557.23,13208.94590000,10.777777777800,50674.23,58674.05410000,53.657955936800
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2022-11-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,13843.33000000,94134.64400000,96903.31,2768.66600000,2.857142857100,39540.48,54594.16400000,57.995825638900
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2022-12-01,0.015000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,5,5,14374.54000000,66554.12020000,71872.70,5318.57980000,7.400000000000,28340.95,38213.17020000,57.416685977000
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-01-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,15059.29000000,86741.51040000,90355.74,3614.22960000,4.000000000000,34313.52,52427.99040000,60.441638793500
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-02-01,0.027000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,9,9,15719.45000000,136916.40950000,141475.05,4558.64050000,3.222222222200,51599.25,85317.15950000,62.313319354200
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-03-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,16275.95000000,95214.30750000,97655.70,2441.39250000,2.500000000000,34588.98,60625.32750000,63.672497434300
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-04-01,0.039000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,13,13,16520.20000000,212284.57000000,214762.60,2478.03000000,1.153846153800,75169.77,137114.80000000,64.590092440500
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-05-01,0.024000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,8,8,17037.93000000,119947.02720000,136303.44,16356.41280000,12.000000000000,46490.80,73456.22720000,61.240556698000
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-06-01,0.030000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,10,10,17323.24000000,167169.26600000,173232.40,6063.13400000,3.500000000000,58660.70,108508.56600000,64.909399075800
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-07-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,17603.32000000,95057.92800000,105619.92,10561.99200000,10.000000000000,35428.26,59629.66800000,62.729820915100
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-08-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,18286.77000000,128007.39000000,128007.39,0.00000000,0.000000000000,41583.08,86424.31000000,67.515094245700
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-09-01,0.024000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,8,8,19085.92000000,143907.83680000,152687.36,8779.52320000,5.750000000000,47791.36,96116.47680000,66.790300610000
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-10-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,19906.79000000,122824.89430000,139347.53,16522.63570000,11.857142857100,41829.34,80995.55430000,65.943923470600
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-11-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,20142.06000000,110579.90940000,120852.36,10272.45060000,8.500000000000,36083.70,74496.20940000,67.368665614000
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2023-12-01,0.024000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,8,8,20808.18000000,159182.57700000,166465.44,7282.86300000,4.375000000000,48424.88,110757.69700000,69.579032509300
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-01-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,21654.62000000,122132.05680000,129927.72,7795.66320000,6.000000000000,36469.98,85662.07680000,70.138896408100
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-02-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,22424.65000000,150693.64800000,156972.55,6278.90200000,4.000000000000,42760.20,107933.44800000,71.624417772400
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-03-01,0.012000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,4,4,23211.45000000,88667.73900000,92845.80,4178.06100000,4.500000000000,24505.16,64162.57900000,72.362935746000
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-04-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,24331.77000000,156696.59880000,170322.39,13625.79120000,8.000000000000,43091.16,113605.43880000,72.500258250700
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-05-01,0.024000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,8,8,25358.27000000,202866.16000000,202866.16,0.00000000,0.000000000000,49584.40,153281.76000000,75.558072376400
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-06-01,0.030000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,10,10,25913.55000000,259135.50000000,259135.50,0.00000000,0.000000000000,62025.70,197109.80000000,76.064375587300
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-07-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,26234.79000000,153211.17360000,157408.74,4197.56640000,2.666666666700,37379.04,115832.13360000,75.602928218800
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-08-01,0.027000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,9,9,27005.31000000,227384.71020000,243047.79,15663.07980000,6.444444444400,56182.95,171201.76020000,75.291676405800
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-09-01,0.033000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,11,11,27930.69000000,303327.29340000,307237.59,3910.29660000,1.272727272700,68882.66,234444.63340000,77.290978590200
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-10-01,0.030000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,10,10,29012.57000000,280841.67760000,290125.70,9284.02240000,3.200000000000,63080.40,217761.27760000,77.538803877300
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-11-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,30301.63000000,207869.18180000,212111.41,4242.22820000,2.000000000000,44586.99,163282.19180000,78.550456775800
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2024-12-01,0.039000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,13,13,30763.14000000,383001.09300000,399920.82,16919.72700000,4.230769230800,83111.21,299889.88300000,78.300007096800
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2025-01-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,6,6,31761.90000000,183901.40100000,190571.40,6669.99900000,3.500000000000,38481.42,145419.98100000,79.074971810600
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2025-02-01,0.027000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,9,9,32672.16000000,279673.68960000,294049.44,14375.75040000,4.888888888900,57876.48,221797.20960000,79.305711565900
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2025-03-01,0.027000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,9,9,33322.88000000,295240.71680000,299905.92,4665.20320000,1.555555555600,57932.55,237308.16680000,80.377858911900
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2025-04-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,34042.94000000,220598.25120000,238300.58,17702.32880000,7.428571428600,45231.76,175366.49120000,79.495866465900
Antioquia,Gaseosa,Zulianita Cola 250mL x 12uds,Zulianita,2025-05-01,0.021000,Antioquia-Gaseosa-Zulianita Cola 250mL x 12uds,7,7,35221.34000000,233869.69760000,246549.38,12679.68240000,5.142857142900,45344.04,188525.65760000,80.611408632500
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2022-07-01,0.013500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,9,9,5994.38000000,53529.81340000,53949.42,419.60660000,0.777777777800,24867.18,28662.63340000,53.545177125500
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2022-08-01,0.015000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,10,10,6064.48000000,59371.25920000,60644.80,1273.54080000,2.100000000000,27870.60,31500.65920000,53.057084563200
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2022-09-01,0.013500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,9,9,6210.65000000,55895.85000000,55895.85,0.00000000,0.000000000000,25333.92,30561.93000000,54.676563644700
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2022-10-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,12,12,6340.96000000,73555.13600000,76091.52,2536.38400000,3.333333333300,34109.64,39445.49600000,53.627113135900
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2022-11-01,0.010500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,7,7,6644.79000000,45184.57200000,46513.53,1328.95800000,2.857142857100,19912.20,25272.37200000,55.931418361100
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2022-12-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,6880.68000000,38738.22840000,41284.08,2545.85160000,6.166666666700,17129.58,21608.64840000,55.781199328200
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-01-01,0.012000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,8,8,7169.97000000,53631.37560000,57359.76,3728.38440000,6.500000000000,22994.64,30636.73560000,57.124649996900
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-02-01,0.006000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,4,4,7514.93000000,27579.79310000,30059.72,2479.92690000,8.250000000000,11513.72,16066.07310000,58.253058831000
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-03-01,0.010500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,7,7,7772.71000000,48734.89170000,54408.97,5674.07830000,10.428571428600,20306.44,28428.45170000,58.332850876100
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-04-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,7861.26000000,43472.76780000,47167.56,3694.79220000,7.833333333300,17417.22,26055.54780000,59.935332205800
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-05-01,0.019500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,13,13,8184.68000000,101490.03200000,106400.84,4910.80800000,4.615384615400,37875.50,63614.53200000,62.680571427900
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-06-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,8391.87000000,48169.33380000,50351.22,2181.88620000,4.333333333300,17580.18,30589.15380000,63.503377329300
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-07-01,0.019500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,13,13,8678.90000000,106750.47000000,112825.70,6075.23000000,5.384615384600,38349.09,68401.38000000,64.075952077800
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-08-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,12,12,9095.08000000,99682.07680000,109140.96,9458.88320000,8.666666666700,35530.80,64151.27680000,64.355879070100
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-09-01,0.016500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,11,11,9463.64000000,99462.85640000,104100.04,4637.18360000,4.454545454500,32756.79,66706.06640000,67.066308785400
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-10-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,12,12,9758.70000000,114274.37700000,117104.40,2830.02300000,2.416666666700,35876.88,78397.49700000,68.604615538600
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-11-01,0.013500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,9,9,10109.84000000,87349.01760000,90988.56,3639.54240000,4.000000000000,26974.80,60374.21760000,69.118370485300
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2023-12-01,0.010500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,7,7,10256.82000000,70464.35340000,71797.74,1333.38660000,1.857142857100,21134.75,49329.60340000,70.006465708900
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-01-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,10564.13000000,61483.23660000,63384.78,1901.54340000,3.000000000000,18185.58,43297.65660000,70.421888947900
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-02-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,10907.11000000,60643.53160000,65442.66,4799.12840000,7.333333333300,18233.16,42410.37160000,69.933875025200
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-03-01,0.007500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,5,5,11129.74000000,53645.34680000,55648.70,2003.35320000,3.600000000000,15262.10,38383.24680000,71.550002170900
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-04-01,0.013500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,9,9,11684.61000000,95346.41760000,105161.49,9815.07240000,9.333333333300,27550.26,67796.15760000,71.105091629600
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-05-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,12229.80000000,66530.11200000,73378.80,6848.68800000,9.333333333300,18457.08,48073.03200000,72.257554594200
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-06-01,0.009000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,6,6,12412.09000000,74472.54000000,74472.54,0.00000000,0.000000000000,18614.46,55858.08000000,75.004934704800
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-07-01,0.013500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,9,9,12760.64000000,111910.81280000,114845.76,2934.94720000,2.555555555600,28172.61,83738.20280000,74.825837383200
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-08-01,0.003000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,2,2,13115.44000000,26230.88000000,26230.88,0.00000000,0.000000000000,6266.08,19964.80000000,76.111819351800
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-09-01,0.018000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,12,12,13604.35000000,152776.85050000,163252.20,10475.34950000,6.416666666700,37914.36,114862.49050000,75.183177375400
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-10-01,0.013500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,9,9,13914.30000000,116880.12000000,125228.70,8348.58000000,6.666666666700,28534.59,88345.53000000,75.586447036500
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-11-01,0.007500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,5,5,14089.59000000,66361.96890000,70447.95,4085.98110000,5.800000000000,15938.50,50423.46890000,75.982478723600
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2024-12-01,0.010500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,7,7,14732.83000000,98120.64780000,103129.81,5009.16220000,4.857142857100,22503.88,75616.76780000,77.065092307700
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2025-01-01,0.007500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,5,5,15299.64000000,67777.40520000,76498.20,8720.79480000,11.400000000000,16223.25,51554.15520000,76.063925799300
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2025-02-01,0.006000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,4,4,15842.90000000,61153.59400000,63371.60,2218.00600000,3.500000000000,13081.60,48071.99400000,78.608616200100
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2025-03-01,0.012000,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,8,8,16323.74000000,126019.27280000,130589.92,4570.64720000,3.500000000000,26194.96,99824.31280000,79.213528678600
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2025-04-01,0.016500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,11,11,16618.21000000,175654.47970000,182800.31,7145.83030000,3.909090909100,36068.12,139586.35970000,79.466438851100
Antioquia,Gaseosa,Zulianita Cola 250mL x 6uds,Zulianita,2025-05-01,0.010500,Antioquia-Gaseosa-Zulianita Cola 250mL x 6uds,7,7,17309.78000000,112167.37440000,121168.46,9001.08560000,7.428571428600,22958.46,89208.91440000,79.531962727300
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2022-07-01,0.086400,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,12,12,28037.77000000,330565.30830000,336453.24,5887.93170000,1.750000000000,159091.32,171473.98830000,51.872953390600
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2022-08-01,0.050400,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,7,7,29126.67000000,197770.08930000,203886.69,6116.60070000,3.000000000000,93400.30,104369.78930000,52.773293307100
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2022-09-01,0.072000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,10,10,30225.69000000,298025.30340000,302256.90,4231.59660000,1.400000000000,134243.00,163782.30340000,54.955838155900
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2022-10-01,0.057600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,8,8,30760.40000000,211939.15600000,246083.20,34144.04400000,13.875000000000,107659.12,104280.03600000,49.202817435000
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2022-11-01,0.036000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,5,5,31754.68000000,158773.40000000,158773.40,0.00000000,0.000000000000,67438.25,91335.15000000,57.525473410500
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2022-12-01,0.036000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,5,5,33308.01000000,155215.32660000,166540.05,11324.72340000,6.800000000000,67638.95,87576.37660000,56.422505765600
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-01-01,0.072000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,10,10,34026.14000000,330734.08080000,340261.40,9527.31920000,2.800000000000,135558.30,195175.78080000,59.012902549400
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-02-01,0.036000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,5,5,35325.92000000,150488.41920000,176629.60,26141.18080000,14.800000000000,67994.05,82494.36920000,54.817752514500
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-03-01,0.093600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,13,13,36172.05000000,428638.79250000,470236.65,41597.85750000,8.846153846200,178435.14,250203.65250000,58.371677243800
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-04-01,0.079200,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,11,11,37684.63000000,379107.37780000,414530.93,35423.55220000,8.545454545500,151396.41,227710.96780000,60.065032002700
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-05-01,0.072000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,10,10,38245.19000000,361034.59360000,382451.90,21417.30640000,5.600000000000,138564.40,222470.19360000,61.620187523200
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-06-01,0.057600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,8,8,39208.50000000,310531.32000000,313668.00,3136.68000000,1.000000000000,111938.08,198593.24000000,63.952724639800
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-07-01,0.057600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,8,8,40884.08000000,305404.07760000,327072.64,21668.56240000,6.625000000000,113006.64,192397.43760000,62.997664966300
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-08-01,0.057600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,8,8,42608.76000000,329365.71480000,340870.08,11504.36520000,3.375000000000,113334.88,216030.83480000,65.589958241800
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-09-01,0.057600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,8,8,43525.07000000,327743.77710000,348200.56,20456.78290000,5.875000000000,114144.24,213599.53710000,65.172720895000
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-10-01,0.036000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,5,5,44563.34000000,207665.16440000,222816.70,15151.53560000,6.800000000000,71655.75,136009.41440000,65.494573821700
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-11-01,0.064800,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,9,9,45466.09000000,374640.58160000,409194.81,34554.22840000,8.444444444400,129598.29,245042.29160000,65.407300659600
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2023-12-01,0.028800,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,4,4,46288.24000000,185152.96000000,185152.96,0.00000000,0.000000000000,57909.44,127243.52000000,68.723459781600
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2024-01-01,0.057600,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,8,8,48478.64000000,379587.75120000,387829.12,8241.36880000,2.125000000000,116625.20,262962.55120000,69.275826306000
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2024-02-01,0.072000,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,10,10,49229.62000000,479496.49880000,492296.20,12799.70120000,2.600000000000,146679.00,332817.49880000,69.409787064700
Antioquia,Gaseosa,Zulianita Cola 600mL x 12uds,Zulianita,2024-03-01,0.050400,Antioquia-Gaseosa-Zulianita Cola 600mL x 12uds,7,7,50877.49000000,285931.49380000,356142.43,70210.93620000,19.714285714300,102924.22,183007.27380000,64.003888262800
