REGION_CATEGORIA_PRODUCTO,MES,ORIGEN,M3_PRODUCTO,LOWER_BOUND,UPPER_BOUND,REGION,CATEGORIA,PRODUCTO,PERCENT_CHANGE_MONTH_OVER_MONTH
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2024-09-01 00:00:00.000,ACTUAL,3.455,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-41.4
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2024-10-01 00:00:00.000,ACTUAL,6.43,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,86.1
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2024-11-01 00:00:00.000,ACTUAL,6.16,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-4.2
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2024-12-01 00:00:00.000,ACTUAL,6.145,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-0.2
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-01-01 00:00:00.000,ACTUAL,6.49,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,5.6
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-02-01 00:00:00.000,ACTUAL,6.83,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,5.2
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-03-01 00:00:00.000,ACTUAL,7.58,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,11
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-04-01 00:00:00.000,ACTUAL,5.415,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-28.6
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-05-01 00:00:00.000,ACTUAL,4.61,,,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-14.9
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-06-01 00:00:00.000,FORECAST 1,6.376,4.087,8.665,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,38.3
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-07-01 00:00:00.000,FORECAST 1,6.097,3.808,8.386,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-4.4
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-08-01 00:00:00.000,FORECAST 1,5.808,3.519,8.098,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-4.7
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-09-01 00:00:00.000,FORECAST 1,5.808,3.519,8.098,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-10-01 00:00:00.000,FORECAST 1,6.209,3.92,8.499,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,6.9
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-11-01 00:00:00.000,FORECAST 1,6.206,3.917,8.495,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-0.1
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-12-01 00:00:00.000,FORECAST 1,6.209,3.92,8.499,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0.1
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-01-01 00:00:00.000,FORECAST 1,6.445,4.156,8.735,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,3.8
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-02-01 00:00:00.000,FORECAST 1,6.024,3.735,8.313,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-6.5
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-03-01 00:00:00.000,FORECAST 1,6.024,3.735,8.313,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-04-01 00:00:00.000,FORECAST 1,5.42,3.131,7.709,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-10
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-05-01 00:00:00.000,FORECAST 1,5.032,2.743,7.321,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-7.2
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-06-01 00:00:00.000,FORECAST 2,5.814,3.525,8.103,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,26.1
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-07-01 00:00:00.000,FORECAST 2,5.629,3.339,7.918,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-3.2
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-08-01 00:00:00.000,FORECAST 2,5.419,3.13,7.708,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-3.7
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-09-01 00:00:00.000,FORECAST 2,5.419,3.13,7.708,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-10-01 00:00:00.000,FORECAST 2,5.941,3.652,8.231,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,9.6
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-11-01 00:00:00.000,FORECAST 2,5.941,3.652,8.231,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2025-12-01 00:00:00.000,FORECAST 2,5.941,3.652,8.231,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-01-01 00:00:00.000,FORECAST 2,6.445,4.156,8.735,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,8.5
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-02-01 00:00:00.000,FORECAST 2,6.55,4.261,8.839,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,1.6
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-03-01 00:00:00.000,FORECAST 2,6.55,4.261,8.839,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,0
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-04-01 00:00:00.000,FORECAST 2,5.685,3.396,7.974,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,-13.2
Atlántico-Agua-ACHE2O Con Gas 5L x 1uds,2026-05-01 00:00:00.000,FORECAST 2,5.823,3.534,8.112,Atlántico,Agua,ACHE2O Con Gas 5L x 1uds,2.4
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-01-01 00:00:00.000,ACTUAL,3,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-02-01 00:00:00.000,ACTUAL,3.99,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,33
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-03-01 00:00:00.000,ACTUAL,6.33,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,58.6
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-04-01 00:00:00.000,ACTUAL,1.29,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-79.6
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-05-01 00:00:00.000,ACTUAL,3.99,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,209.3
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-06-01 00:00:00.000,ACTUAL,5.46,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,36.8
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-07-01 00:00:00.000,ACTUAL,15.9,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,191.2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-08-01 00:00:00.000,ACTUAL,16.11,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.3
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-09-01 00:00:00.000,ACTUAL,18.9,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,17.3
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-10-01 00:00:00.000,ACTUAL,15.99,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-15.4
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-11-01 00:00:00.000,ACTUAL,12.42,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-22.3
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2023-12-01 00:00:00.000,ACTUAL,6.69,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-46.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-01-01 00:00:00.000,ACTUAL,23.52,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,251.6
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-02-01 00:00:00.000,ACTUAL,23.76,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-03-01 00:00:00.000,ACTUAL,24,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-04-01 00:00:00.000,ACTUAL,14.79,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-38.4
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-05-01 00:00:00.000,ACTUAL,6.36,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-57
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-06-01 00:00:00.000,ACTUAL,15.78,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,148.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-07-01 00:00:00.000,ACTUAL,33.27,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,110.8
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-08-01 00:00:00.000,ACTUAL,36.57,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,9.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-09-01 00:00:00.000,ACTUAL,24.93,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-31.8
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-10-01 00:00:00.000,ACTUAL,20.85,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-16.4
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-11-01 00:00:00.000,ACTUAL,14.16,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-32.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2024-12-01 00:00:00.000,ACTUAL,23.85,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,68.4
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-01-01 00:00:00.000,ACTUAL,11.85,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-50.3
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-02-01 00:00:00.000,ACTUAL,9.78,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-17.5
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-03-01 00:00:00.000,ACTUAL,26.67,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,172.7
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-04-01 00:00:00.000,ACTUAL,12.78,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-52.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-05-01 00:00:00.000,ACTUAL,26.25,,,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,105.4
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-06-01 00:00:00.000,FORECAST 1,23.353,7.899,40.959,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-11
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-07-01 00:00:00.000,FORECAST 1,23.876,5.561,41.27,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-08-01 00:00:00.000,FORECAST 1,24.399,4.811,41.101,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-09-01 00:00:00.000,FORECAST 1,24.923,6.28,42.063,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-10-01 00:00:00.000,FORECAST 1,25.446,8.314,43.751,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-11-01 00:00:00.000,FORECAST 1,25.969,9.43,43.597,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-12-01 00:00:00.000,FORECAST 1,26.493,7.854,43.319,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-01-01 00:00:00.000,FORECAST 1,27.016,6.971,46.358,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-02-01 00:00:00.000,FORECAST 1,27.539,9.439,46.983,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-03-01 00:00:00.000,FORECAST 1,28.063,9.24,46.358,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-04-01 00:00:00.000,FORECAST 1,28.586,7.4,46.625,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-05-01 00:00:00.000,FORECAST 1,29.109,9.182,47.132,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.8
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-06-01 00:00:00.000,FORECAST 2,23.353,7.899,40.959,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,-11
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-07-01 00:00:00.000,FORECAST 2,23.876,5.561,41.27,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-08-01 00:00:00.000,FORECAST 2,24.399,4.811,41.101,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-09-01 00:00:00.000,FORECAST 2,24.923,6.28,42.063,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-10-01 00:00:00.000,FORECAST 2,25.446,8.314,43.751,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-11-01 00:00:00.000,FORECAST 2,25.969,9.43,43.597,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2.1
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2025-12-01 00:00:00.000,FORECAST 2,26.493,7.854,43.319,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-01-01 00:00:00.000,FORECAST 2,27.016,6.971,46.358,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,2
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-02-01 00:00:00.000,FORECAST 2,27.539,9.439,46.983,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-03-01 00:00:00.000,FORECAST 2,28.063,9.24,46.358,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-04-01 00:00:00.000,FORECAST 2,28.586,7.4,46.625,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.9
Atlántico-Agua-ACHE2O Con Gas 5L x 6uds,2026-05-01 00:00:00.000,FORECAST 2,29.109,9.182,47.132,Atlántico,Agua,ACHE2O Con Gas 5L x 6uds,1.8
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-01-01 00:00:00.000,ACTUAL,0.027,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-02-01 00:00:00.000,ACTUAL,0.15,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,455.6
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-03-01 00:00:00.000,ACTUAL,0.098,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-34.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-04-01 00:00:00.000,ACTUAL,0.402,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,310.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-05-01 00:00:00.000,ACTUAL,0.128,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-68.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-06-01 00:00:00.000,ACTUAL,0.525,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,310.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-07-01 00:00:00.000,ACTUAL,0.225,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-57.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-08-01 00:00:00.000,ACTUAL,0.407,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,80.9
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-09-01 00:00:00.000,ACTUAL,0.225,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-44.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-10-01 00:00:00.000,ACTUAL,0.056,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-75.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-11-01 00:00:00.000,ACTUAL,0.094,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,67.9
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2023-12-01 00:00:00.000,ACTUAL,0.439,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,367
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-01-01 00:00:00.000,ACTUAL,0.247,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-43.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-02-01 00:00:00.000,ACTUAL,0.253,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,2.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-03-01 00:00:00.000,ACTUAL,0.178,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-29.6
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-04-01 00:00:00.000,ACTUAL,0.226,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,27
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-05-01 00:00:00.000,ACTUAL,0.172,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-23.9
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-06-01 00:00:00.000,ACTUAL,0.146,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-15.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-07-01 00:00:00.000,ACTUAL,0.151,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,3.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-08-01 00:00:00.000,ACTUAL,0.091,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-39.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-09-01 00:00:00.000,ACTUAL,0.013,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-85.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-10-01 00:00:00.000,ACTUAL,0.013,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,0
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-11-01 00:00:00.000,ACTUAL,0.014,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,7.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2024-12-01 00:00:00.000,ACTUAL,0.059,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,321.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-01-01 00:00:00.000,ACTUAL,0.027,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-54.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-02-01 00:00:00.000,ACTUAL,0.014,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-48.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-03-01 00:00:00.000,ACTUAL,0.026,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,85.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-04-01 00:00:00.000,ACTUAL,0.028,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,7.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-05-01 00:00:00.000,ACTUAL,0.013,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-53.6
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-06-01 00:00:00.000,FORECAST 1,-0.003,-0.014,0.007,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-124.8
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-07-01 00:00:00.000,FORECAST 1,-0.015,-0.037,0.007,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,358.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-08-01 00:00:00.000,FORECAST 1,-0.023,-0.057,0.011,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,54.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-09-01 00:00:00.000,FORECAST 1,-0.033,-0.079,0.012,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,46.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-10-01 00:00:00.000,FORECAST 1,-0.045,-0.103,0.012,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,35.8
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-11-01 00:00:00.000,FORECAST 1,-0.057,-0.126,0.012,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,26.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-12-01 00:00:00.000,FORECAST 1,-0.052,-0.133,0.029,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-9.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-01-01 00:00:00.000,FORECAST 1,-0.068,-0.16,0.025,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,30.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-02-01 00:00:00.000,FORECAST 1,-0.075,-0.179,0.03,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,10.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-03-01 00:00:00.000,FORECAST 1,-0.085,-0.202,0.031,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,14.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-04-01 00:00:00.000,FORECAST 1,-0.095,-0.223,0.033,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,10.9
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-05-01 00:00:00.000,FORECAST 1,-0.102,-0.242,0.038,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,7.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-06-01 00:00:00.000,FORECAST 2,-0.004,-0.014,0.007,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-128
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-07-01 00:00:00.000,FORECAST 2,-0.015,-0.037,0.007,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,317.6
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-08-01 00:00:00.000,FORECAST 2,-0.023,-0.057,0.011,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,52.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-09-01 00:00:00.000,FORECAST 2,-0.034,-0.08,0.012,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,46.2
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-10-01 00:00:00.000,FORECAST 2,-0.046,-0.103,0.012,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,35.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-11-01 00:00:00.000,FORECAST 2,-0.058,-0.127,0.011,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,26.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2025-12-01 00:00:00.000,FORECAST 2,-0.052,-0.133,0.029,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,-9.8
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-01-01 00:00:00.000,FORECAST 2,-0.069,-0.161,0.024,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,31.4
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-02-01 00:00:00.000,FORECAST 2,-0.076,-0.181,0.029,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,10.6
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-03-01 00:00:00.000,FORECAST 2,-0.087,-0.203,0.03,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,14.1
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-04-01 00:00:00.000,FORECAST 2,-0.096,-0.224,0.032,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,10.6
Atlántico-Agua-ACHE2O Sin Gas 1L x 1uds,2026-05-01 00:00:00.000,FORECAST 2,-0.103,-0.243,0.037,Atlántico,Agua,ACHE2O Sin Gas 1L x 1uds,7.5
Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,2023-01-01 00:00:00.000,ACTUAL,1.656,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds,
Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,2023-02-01 00:00:00.000,ACTUAL,1.734,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds,4.7
Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,2023-03-01 00:00:00.000,ACTUAL,0.948,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds,-45.3
Atlántico-Agua-ACHE2O Sin Gas 1L x 6uds,2023-04-01 00:00:00.000,ACTUAL,3.504,,,Atlántico,Agua,ACHE2O Sin Gas 1L x 6uds,269.6
