training_id,employee_id,course_name,status,training_date,plan_year,duration_hours
2528,1368,Customer Service Excellence,Completed,2024-09-06,2024,4
2529,1368,Leadership and Team Management,Scheduled,2025-01-30,2024,6
2530,1368,Financial Reporting for Retail,Scheduled,2024-06-12,2024,4
2531,1368,Workplace Safety and Compliance,Scheduled,2025-08-01,2025,2
2532,1368,Financial Reporting for Retail,Scheduled,2025-12-18,2025,4
2533,1368,Data Security Awareness,Completed,2025-04-12,2025,2
2534,1368,Customer Service Excellence,Scheduled,2025-07-01,2025,4
2535,1368,Inventory Management Basics,Completed,2025-02-25,2025,3
2536,1368,Leadership and Team Management,Scheduled,2025-12-13,2025,6
2537,1370,Customer Service Excellence,Completed,2024-08-31,2024,4
2538,1370,Workplace Safety and Compliance,Completed,2024-01-06,2024,2
2539,1370,Inventory Management Basics,Completed,2024-01-07,2024,3
2540,1370,Data Security Awareness,Completed,2024-08-30,2024,2
2541,1370,Leadership and Team Management,Completed,2024-08-10,2024,6
2542,1370,Marketing Campaign Strategies,Completed,2024-08-03,2024,5
2543,1370,Data Security Awareness,Scheduled,2025-12-12,2025,2
2544,1370,Workplace Safety and Compliance,Completed,2025-03-10,2025,2
2545,1370,Customer Service Excellence,Completed,2025-04-06,2025,4
2546,1370,Marketing Campaign Strategies,Scheduled,2025-09-05,2025,5
2547,1370,Inventory Management Basics,Scheduled,2025-06-06,2025,3
2548,1370,Leadership and Team Management,Completed,2025-02-01,2025,6
2549,1371,Workplace Safety and Compliance,Scheduled,2024-09-20,2024,2
2550,1371,Inventory Management Basics,Completed,2024-01-22,2024,3
2551,1371,Customer Service Excellence,Completed,2024-09-15,2024,4
2552,1371,Data Security Awareness,Completed,2024-09-17,2024,2
2553,1371,Customer Service Excellence,Scheduled,2025-09-18,2025,4
2554,1371,Data Security Awareness,Scheduled,2025-07-01,2025,2
2555,1371,Workplace Safety and Compliance,Completed,2025-05-04,2025,2
2556,1371,Inventory Management Basics,Completed,2025-03-12,2025,3
2557,1373,Customer Service Excellence,Completed,2024-10-31,2024,4
2558,1373,Workplace Safety and Compliance,Scheduled,2024-09-04,2024,2
2559,1373,Data Security Awareness,Completed,2024-04-25,2024,2
2560,1373,Inventory Management Basics,Completed,2024-09-03,2024,3
2561,1373,Marketing Campaign Strategies,Completed,2024-03-24,2024,5
2562,1373,Inventory Management Basics,Scheduled,2025-08-10,2025,3
2563,1373,Data Security Awareness,Scheduled,2025-05-28,2025,2
2564,1373,Customer Service Excellence,Scheduled,2025-08-29,2025,4
2565,1373,Workplace Safety and Compliance,Scheduled,2025-12-02,2025,2
2566,1373,Marketing Campaign Strategies,Scheduled,2025-07-22,2025,5
2567,1374,Inventory Management Basics,Completed,2024-01-23,2024,3
2568,1374,Data Security Awareness,Completed,2024-11-26,2024,2
2569,1374,Customer Service Excellence,Completed,2024-09-22,2024,4
2570,1374,Workplace Safety and Compliance,Scheduled,2025-03-06,2024,2
2571,1374,Data Security Awareness,Completed,2025-02-16,2025,2
2572,1374,Customer Service Excellence,Completed,2025-01-18,2025,4
2573,1374,Inventory Management Basics,Scheduled,2025-07-15,2025,3
2574,1374,Workplace Safety and Compliance,Scheduled,2025-12-26,2025,2
2575,1376,Marketing Campaign Strategies,Completed,2024-06-16,2024,5
2576,1376,Data Security Awareness,Completed,2024-01-07,2024,2
2577,1376,Inventory Management Basics,Completed,2024-09-19,2024,3
2578,1376,Customer Service Excellence,Scheduled,2024-11-15,2024,4
2579,1376,Workplace Safety and Compliance,Completed,2024-04-10,2024,2
2580,1376,Data Security Awareness,Scheduled,2025-07-08,2025,2
2581,1376,Inventory Management Basics,Scheduled,2025-12-10,2025,3
2582,1376,Workplace Safety and Compliance,Completed,2025-05-06,2025,2
2583,1376,Marketing Campaign Strategies,Completed,2025-04-28,2025,5
2584,1376,Customer Service Excellence,Scheduled,2025-06-30,2025,4
2585,1378,Customer Service Excellence,Scheduled,2025-02-21,2024,4
2586,1378,Inventory Management Basics,Completed,2024-01-04,2024,3
2587,1378,Data Security Awareness,Completed,2024-07-16,2024,2
2588,1378,Employee Wellness Program,Completed,2024-11-23,2024,2
2589,1378,Workplace Safety and Compliance,Completed,2024-12-21,2024,2
2590,1378,Inventory Management Basics,Scheduled,2025-09-23,2025,3
2591,1378,Customer Service Excellence,Scheduled,2025-06-23,2025,4
2592,1378,Workplace Safety and Compliance,Scheduled,2025-09-22,2025,2
2593,1378,Data Security Awareness,Completed,2025-02-26,2025,2
2594,1378,Employee Wellness Program,Scheduled,2025-11-02,2025,2
2595,1380,Inventory Management Basics,Scheduled,2025-03-05,2024,3
2596,1380,Workplace Safety and Compliance,Completed,2024-12-03,2024,2
2597,1380,Marketing Campaign Strategies,Completed,2024-04-30,2024,5
2598,1380,Data Security Awareness,Completed,2024-07-08,2024,2
2599,1380,Customer Service Excellence,Completed,2024-12-19,2024,4
2600,1380,Workplace Safety and Compliance,Scheduled,2025-08-18,2025,2
2601,1380,Inventory Management Basics,Completed,2025-05-19,2025,3
2602,1380,Data Security Awareness,Scheduled,2025-07-31,2025,2
2603,1380,Marketing Campaign Strategies,Scheduled,2025-11-21,2025,5
2604,1380,Customer Service Excellence,Scheduled,2025-11-16,2025,4
2605,1381,Workplace Safety and Compliance,Completed,2024-03-14,2024,2
2606,1381,Data Security Awareness,Completed,2024-06-14,2024,2
2607,1381,Leadership and Team Management,Completed,2024-12-25,2024,6
2608,1381,Inventory Management Basics,Completed,2024-05-24,2024,3
2609,1381,Marketing Campaign Strategies,Scheduled,2024-08-17,2024,5
2610,1381,Customer Service Excellence,Completed,2024-07-02,2024,4
2611,1381,Data Security Awareness,Completed,2025-04-21,2025,2
2612,1381,Leadership and Team Management,Completed,2025-01-24,2025,6
2613,1381,Workplace Safety and Compliance,Completed,2025-04-24,2025,2
2614,1381,Customer Service Excellence,Scheduled,2025-12-08,2025,4
2615,1381,Inventory Management Basics,Scheduled,2025-07-20,2025,3
2616,1381,Marketing Campaign Strategies,Completed,2025-05-12,2025,5
2617,1382,Data Security Awareness,Completed,2024-04-20,2024,2
2618,1382,Inventory Management Basics,Completed,2024-05-17,2024,3
2619,1382,Customer Service Excellence,Scheduled,2024-08-20,2024,4
2620,1382,Workplace Safety and Compliance,Completed,2024-04-05,2024,2
2621,1382,Inventory Management Basics,Completed,2025-04-16,2025,3
2622,1382,Customer Service Excellence,Completed,2025-04-29,2025,4
2623,1382,Workplace Safety and Compliance,Completed,2025-04-28,2025,2
2624,1382,Data Security Awareness,Completed,2025-01-04,2025,2
2625,1383,Customer Service Excellence,Completed,2024-01-11,2024,4
2626,1383,Employee Wellness Program,Completed,2024-08-13,2024,2
2627,1383,Leadership and Team Management,Completed,2024-03-01,2024,6
2628,1383,Inventory Management Basics,Completed,2024-02-09,2024,3
2629,1383,Data Security Awareness,Completed,2024-04-02,2024,2
2630,1383,Workplace Safety and Compliance,Scheduled,2024-06-28,2024,2
2631,1383,Customer Service Excellence,Scheduled,2025-10-19,2025,4
2632,1383,Workplace Safety and Compliance,Completed,2025-04-11,2025,2
2633,1383,Data Security Awareness,Scheduled,2025-07-05,2025,2
2634,1383,Employee Wellness Program,Completed,2025-02-15,2025,2
2635,1383,Inventory Management Basics,Scheduled,2025-11-20,2025,3
2636,1383,Leadership and Team Management,Scheduled,2025-10-04,2025,6
2637,1384,Leadership and Team Management,Completed,2024-01-29,2024,6
2638,1384,Marketing Campaign Strategies,Scheduled,2024-12-26,2024,5
2639,1384,Customer Service Excellence,Completed,2024-02-21,2024,4
2640,1384,Workplace Safety and Compliance,Completed,2024-02-25,2024,2
2641,1384,Inventory Management Basics,Completed,2024-07-17,2024,3
2642,1384,Data Security Awareness,Completed,2024-04-29,2024,2
2643,1384,Inventory Management Basics,Scheduled,2025-09-08,2025,3
2644,1384,Leadership and Team Management,Scheduled,2025-10-25,2025,6
2645,1384,Data Security Awareness,Completed,2025-04-04,2025,2
2646,1384,Workplace Safety and Compliance,Scheduled,2025-07-29,2025,2
2647,1384,Marketing Campaign Strategies,Completed,2025-03-29,2025,5
2648,1384,Customer Service Excellence,Completed,2025-01-21,2025,4
2649,1387,Workplace Safety and Compliance,Completed,2024-06-25,2024,2
2650,1387,Data Security Awareness,Completed,2024-07-03,2024,2
2651,1387,Customer Service Excellence,Completed,2024-11-12,2024,4
2652,1387,Inventory Management Basics,Completed,2024-03-19,2024,3
2653,1387,Customer Service Excellence,Completed,2025-03-26,2025,4
2654,1387,Inventory Management Basics,Completed,2025-05-04,2025,3
2655,1387,Data Security Awareness,Completed,2025-03-06,2025,2
2656,1387,Workplace Safety and Compliance,Scheduled,2025-08-13,2025,2
2657,1388,Customer Service Excellence,Completed,2024-07-23,2024,4
2658,1388,Data Security Awareness,Scheduled,2024-10-05,2024,2
2659,1388,Inventory Management Basics,Completed,2024-11-25,2024,3
2660,1388,Workplace Safety and Compliance,Completed,2024-08-20,2024,2
2661,1388,Marketing Campaign Strategies,Scheduled,2024-07-24,2024,5
2662,1388,Inventory Management Basics,Completed,2025-01-28,2025,3
2663,1388,Workplace Safety and Compliance,Completed,2025-01-19,2025,2
2664,1388,Customer Service Excellence,Completed,2025-02-26,2025,4
2665,1388,Data Security Awareness,Completed,2025-04-20,2025,2
2666,1388,Marketing Campaign Strategies,Scheduled,2025-07-18,2025,5
2667,1389,Inventory Management Basics,Scheduled,2024-07-23,2024,3
2668,1389,Workplace Safety and Compliance,Completed,2024-02-01,2024,2
2669,1389,Data Security Awareness,Completed,2024-04-21,2024,2
2670,1389,Customer Service Excellence,Completed,2024-06-09,2024,4
2671,1389,Leadership and Team Management,Completed,2024-05-31,2024,6
2672,1389,Advanced Inventory Control,Scheduled,2024-10-29,2024,4
2673,1389,Workplace Safety and Compliance,Completed,2025-01-21,2025,2
2674,1389,Customer Service Excellence,Completed,2025-04-06,2025,4
2675,1389,Data Security Awareness,Completed,2025-04-20,2025,2
2676,1389,Inventory Management Basics,Completed,2025-02-08,2025,3
2677,1389,Advanced Inventory Control,Scheduled,2025-11-27,2025,4
2678,1389,Leadership and Team Management,Scheduled,2025-10-29,2025,6
2679,1390,Employee Wellness Program,Completed,2024-05-25,2024,2
2680,1390,Data Security Awareness,Scheduled,2024-12-20,2024,2
2681,1390,Customer Service Excellence,Completed,2024-08-30,2024,4
2682,1390,Inventory Management Basics,Scheduled,2024-12-29,2024,3
2683,1390,Workplace Safety and Compliance,Completed,2024-02-03,2024,2
2684,1390,Leadership and Team Management,Completed,2024-05-04,2024,6
2685,1390,Employee Wellness Program,Scheduled,2025-09-15,2025,2
2686,1390,Inventory Management Basics,Completed,2025-03-27,2025,3
2687,1390,Leadership and Team Management,Scheduled,2025-08-26,2025,6
2688,1390,Customer Service Excellence,Completed,2025-03-24,2025,4
2689,1390,Data Security Awareness,Completed,2025-01-01,2025,2
2690,1390,Workplace Safety and Compliance,Scheduled,2025-08-09,2025,2
2691,1393,Data Security Awareness,Scheduled,2024-06-06,2024,2
2692,1393,Customer Service Excellence,Completed,2024-09-02,2024,4
2693,1393,Workplace Safety and Compliance,Completed,2024-05-11,2024,2
2694,1393,Inventory Management Basics,Scheduled,2024-11-10,2024,3
2695,1393,Customer Service Excellence,Completed,2025-01-17,2025,4
2696,1393,Workplace Safety and Compliance,Completed,2025-02-24,2025,2
2697,1393,Inventory Management Basics,Completed,2025-03-28,2025,3
2698,1393,Data Security Awareness,Completed,2025-01-06,2025,2
2699,1396,Workplace Safety and Compliance,Completed,2024-06-13,2024,2
2700,1396,Retail Sales Techniques,Completed,2024-12-10,2024,5
2701,1396,Data Security Awareness,Completed,2024-07-23,2024,2
2702,1396,Customer Service Excellence,Completed,2024-03-09,2024,4
2703,1396,Inventory Management Basics,Scheduled,2025-03-21,2024,3
2704,1396,Workplace Safety and Compliance,Completed,2025-03-28,2025,2
2705,1396,Data Security Awareness,Completed,2025-03-28,2025,2
2706,1396,Inventory Management Basics,Completed,2025-03-25,2025,3
2707,1396,Retail Sales Techniques,Completed,2025-01-12,2025,5
2708,1396,Customer Service Excellence,Completed,2025-05-05,2025,4
2709,1398,Retail Sales Techniques,Completed,2024-02-15,2024,5
2710,1398,Workplace Safety and Compliance,Scheduled,2024-09-01,2024,2
2711,1398,Inventory Management Basics,Completed,2024-03-10,2024,3
2712,1398,Customer Service Excellence,Completed,2024-07-12,2024,4
2713,1398,Data Security Awareness,Scheduled,2025-02-07,2024,2
2714,1398,Inventory Management Basics,Scheduled,2025-07-19,2025,3
2715,1398,Data Security Awareness,Completed,2025-04-24,2025,2
2716,1398,Retail Sales Techniques,Scheduled,2025-06-05,2025,5
2717,1398,Workplace Safety and Compliance,Completed,2025-05-10,2025,2
2718,1398,Customer Service Excellence,Scheduled,2025-11-09,2025,4
2719,1401,Customer Service Excellence,Completed,2024-03-14,2024,4
2720,1401,Inventory Management Basics,Completed,2024-10-25,2024,3
2721,1401,Workplace Safety and Compliance,Completed,2024-05-21,2024,2
2722,1401,Financial Reporting for Retail,Scheduled,2024-10-10,2024,4
2723,1401,Data Security Awareness,Completed,2024-02-08,2024,2
2724,1401,Financial Reporting for Retail,Scheduled,2025-12-19,2025,4
2725,1401,Workplace Safety and Compliance,Completed,2025-03-24,2025,2
2726,1401,Customer Service Excellence,Scheduled,2025-07-15,2025,4
2727,1401,Inventory Management Basics,Completed,2025-01-09,2025,3
2728,1401,Data Security Awareness,Completed,2025-04-17,2025,2
2729,1402,Workplace Safety and Compliance,Completed,2024-10-25,2024,2
2730,1402,Inventory Management Basics,Completed,2024-05-19,2024,3
2731,1402,Customer Service Excellence,Completed,2024-01-07,2024,4
2732,1402,Data Security Awareness,Completed,2024-05-19,2024,2
2733,1402,Inventory Management Basics,Scheduled,2025-09-12,2025,3
2734,1402,Data Security Awareness,Completed,2025-05-13,2025,2
2735,1402,Customer Service Excellence,Completed,2025-03-24,2025,4
2736,1402,Workplace Safety and Compliance,Completed,2025-02-21,2025,2
2737,1405,Data Security Awareness,Completed,2024-06-19,2024,2
2738,1405,Inventory Management Basics,Completed,2024-08-30,2024,3
2739,1405,Marketing Campaign Strategies,Completed,2024-08-11,2024,5
2740,1405,Workplace Safety and Compliance,Completed,2024-10-25,2024,2
2741,1405,Customer Service Excellence,Completed,2024-01-23,2024,4
2742,1405,Customer Service Excellence,Completed,2025-02-06,2025,4
2743,1405,Workplace Safety and Compliance,Scheduled,2025-10-04,2025,2
2744,1405,Data Security Awareness,Scheduled,2025-11-18,2025,2
2745,1405,Inventory Management Basics,Scheduled,2025-09-29,2025,3
2746,1405,Marketing Campaign Strategies,Completed,2025-02-06,2025,5
2747,1406,Inventory Management Basics,Completed,2024-01-06,2024,3
2748,1406,Data Security Awareness,Scheduled,2024-12-29,2024,2
2749,1406,Advanced Inventory Control,Completed,2024-10-21,2024,4
2750,1406,Workplace Safety and Compliance,Completed,2024-04-10,2024,2
2751,1406,Customer Service Excellence,Scheduled,2024-10-14,2024,4
2752,1406,Workplace Safety and Compliance,Scheduled,2025-07-02,2025,2
2753,1406,Inventory Management Basics,Completed,2025-01-24,2025,3
2754,1406,Data Security Awareness,Completed,2025-05-13,2025,2
2755,1406,Advanced Inventory Control,Completed,2025-02-26,2025,4
2756,1406,Customer Service Excellence,Scheduled,2025-11-25,2025,4
2757,1407,Customer Service Excellence,Completed,2024-10-10,2024,4
2758,1407,Employee Wellness Program,Scheduled,2025-01-11,2024,2
2759,1407,Data Security Awareness,Completed,2024-09-18,2024,2
2760,1407,Workplace Safety and Compliance,Completed,2024-07-10,2024,2
2761,1407,Inventory Management Basics,Completed,2024-02-01,2024,3
2762,1407,Data Security Awareness,Completed,2025-02-12,2025,2
2763,1407,Workplace Safety and Compliance,Scheduled,2025-07-26,2025,2
2764,1407,Inventory Management Basics,Completed,2025-01-25,2025,3
2765,1407,Employee Wellness Program,Scheduled,2025-09-15,2025,2
2766,1407,Customer Service Excellence,Scheduled,2025-05-26,2025,4
2767,1408,Workplace Safety and Compliance,Scheduled,2024-08-04,2024,2
2768,1408,Inventory Management Basics,Completed,2024-06-17,2024,3
2769,1408,Retail Sales Techniques,Scheduled,2025-01-12,2024,5
2770,1408,Customer Service Excellence,Completed,2024-12-18,2024,4
2771,1408,Data Security Awareness,Completed,2024-03-17,2024,2
2772,1408,Workplace Safety and Compliance,Completed,2025-04-28,2025,2
2773,1408,Inventory Management Basics,Scheduled,2025-11-16,2025,3
2774,1408,Retail Sales Techniques,Completed,2025-01-25,2025,5
2775,1408,Data Security Awareness,Completed,2025-02-16,2025,2
2776,1408,Customer Service Excellence,Completed,2025-04-09,2025,4
2777,1410,Advanced Inventory Control,Scheduled,2025-03-03,2024,4
2778,1410,Data Security Awareness,Completed,2024-09-05,2024,2
2779,1410,Workplace Safety and Compliance,Scheduled,2025-01-04,2024,2
2780,1410,Customer Service Excellence,Completed,2024-04-26,2024,4
2781,1410,Inventory Management Basics,Scheduled,2024-08-23,2024,3
2782,1410,Customer Service Excellence,Scheduled,2025-11-13,2025,4
2783,1410,Data Security Awareness,Completed,2025-03-23,2025,2
2784,1410,Advanced Inventory Control,Scheduled,2025-09-04,2025,4
2785,1410,Inventory Management Basics,Scheduled,2025-11-18,2025,3
2786,1410,Workplace Safety and Compliance,Completed,2025-04-11,2025,2
2787,1411,Workplace Safety and Compliance,Scheduled,2024-07-05,2024,2
2788,1411,Customer Service Excellence,Completed,2024-12-05,2024,4
2789,1411,Employee Wellness Program,Completed,2024-08-04,2024,2
2790,1411,Data Security Awareness,Scheduled,2025-03-28,2024,2
2791,1411,Inventory Management Basics,Scheduled,2025-03-26,2024,3
2792,1411,Data Security Awareness,Scheduled,2025-09-17,2025,2
2793,1411,Inventory Management Basics,Scheduled,2025-11-19,2025,3
2794,1411,Customer Service Excellence,Scheduled,2025-06-27,2025,4
2795,1411,Employee Wellness Program,Completed,2025-04-30,2025,2
2796,1411,Workplace Safety and Compliance,Scheduled,2025-09-17,2025,2
2797,1413,Leadership and Team Management,Completed,2024-07-26,2024,6
2798,1413,Workplace Safety and Compliance,Completed,2024-08-09,2024,2
2799,1413,Advanced Inventory Control,Completed,2024-12-02,2024,4
2800,1413,Customer Service Excellence,Completed,2024-07-30,2024,4
2801,1413,Inventory Management Basics,Completed,2024-11-25,2024,3
2802,1413,Data Security Awareness,Completed,2024-05-01,2024,2
2803,1413,Leadership and Team Management,Scheduled,2025-10-05,2025,6
2804,1413,Inventory Management Basics,Completed,2025-01-31,2025,3
2805,1413,Data Security Awareness,Completed,2025-01-21,2025,2
2806,1413,Workplace Safety and Compliance,Scheduled,2025-08-07,2025,2
2807,1413,Customer Service Excellence,Scheduled,2025-10-13,2025,4
2808,1413,Advanced Inventory Control,Scheduled,2025-12-22,2025,4
2809,1417,Inventory Management Basics,Completed,2024-12-29,2024,3
2810,1417,Workplace Safety and Compliance,Completed,2024-12-22,2024,2
2811,1417,Customer Service Excellence,Completed,2024-05-29,2024,4
2812,1417,Data Security Awareness,Completed,2024-06-27,2024,2
2813,1417,Inventory Management Basics,Scheduled,2025-09-11,2025,3
2814,1417,Customer Service Excellence,Completed,2025-04-30,2025,4
2815,1417,Data Security Awareness,Completed,2025-01-02,2025,2
2816,1417,Workplace Safety and Compliance,Scheduled,2025-10-16,2025,2
2817,1418,Customer Service Excellence,Completed,2024-07-08,2024,4
2818,1418,Retail Sales Techniques,Completed,2024-03-14,2024,5
2819,1418,Data Security Awareness,Completed,2024-05-26,2024,2
2820,1418,Workplace Safety and Compliance,Completed,2024-02-29,2024,2
2821,1418,Inventory Management Basics,Completed,2024-08-30,2024,3
2822,1418,Data Security Awareness,Scheduled,2025-09-19,2025,2
2823,1418,Workplace Safety and Compliance,Scheduled,2025-09-18,2025,2
2824,1418,Retail Sales Techniques,Scheduled,2025-06-05,2025,5
2825,1418,Customer Service Excellence,Completed,2025-03-01,2025,4
2826,1418,Inventory Management Basics,Scheduled,2025-09-14,2025,3
2827,1419,Inventory Management Basics,Completed,2024-05-13,2024,3
2828,1419,Workplace Safety and Compliance,Completed,2024-03-28,2024,2
2829,1419,Employee Wellness Program,Completed,2024-03-10,2024,2
2830,1419,Customer Service Excellence,Completed,2024-06-20,2024,4
2831,1419,Data Security Awareness,Completed,2024-08-04,2024,2
2832,1419,Inventory Management Basics,Completed,2025-02-06,2025,3
2833,1419,Workplace Safety and Compliance,Completed,2025-02-11,2025,2
2834,1419,Customer Service Excellence,Completed,2025-04-06,2025,4
2835,1419,Employee Wellness Program,Completed,2025-04-09,2025,2
2836,1419,Data Security Awareness,Completed,2025-04-18,2025,2
2837,1422,Data Security Awareness,Completed,2024-02-09,2024,2
2838,1422,Customer Service Excellence,Scheduled,2024-07-18,2024,4
2839,1422,Workplace Safety and Compliance,Completed,2024-03-29,2024,2
2840,1422,Financial Reporting for Retail,Completed,2024-07-06,2024,4
2841,1422,Inventory Management Basics,Completed,2024-09-20,2024,3
2842,1422,Workplace Safety and Compliance,Completed,2025-03-14,2025,2
2843,1422,Financial Reporting for Retail,Scheduled,2025-10-25,2025,4
2844,1422,Data Security Awareness,Scheduled,2025-11-20,2025,2
2845,1422,Inventory Management Basics,Completed,2025-05-09,2025,3
2846,1422,Customer Service Excellence,Completed,2025-02-27,2025,4
2847,1423,Workplace Safety and Compliance,Scheduled,2024-11-10,2024,2
2848,1423,Inventory Management Basics,Completed,2024-05-14,2024,3
2849,1423,Customer Service Excellence,Scheduled,2024-11-17,2024,4
2850,1423,Data Security Awareness,Completed,2024-09-07,2024,2
2851,1423,Workplace Safety and Compliance,Completed,2025-03-04,2025,2
2852,1423,Customer Service Excellence,Scheduled,2025-09-06,2025,4
2853,1423,Data Security Awareness,Scheduled,2025-12-07,2025,2
2854,1423,Inventory Management Basics,Completed,2025-02-17,2025,3
2855,1424,Inventory Management Basics,Completed,2024-04-09,2024,3
2856,1424,Data Security Awareness,Completed,2024-07-19,2024,2
2857,1424,Customer Service Excellence,Completed,2024-12-02,2024,4
2858,1424,Advanced Inventory Control,Scheduled,2025-01-08,2024,4
2859,1424,Workplace Safety and Compliance,Completed,2024-08-13,2024,2
2860,1424,Workplace Safety and Compliance,Scheduled,2025-09-30,2025,2
2861,1424,Customer Service Excellence,Scheduled,2025-08-14,2025,4
2862,1424,Advanced Inventory Control,Completed,2025-04-23,2025,4
2863,1424,Inventory Management Basics,Completed,2025-05-03,2025,3
2864,1424,Data Security Awareness,Completed,2025-03-15,2025,2
2865,1425,Workplace Safety and Compliance,Completed,2024-06-12,2024,2
2866,1425,Customer Service Excellence,Completed,2024-02-02,2024,4
2867,1425,Inventory Management Basics,Scheduled,2024-11-05,2024,3
2868,1425,Marketing Campaign Strategies,Completed,2024-02-05,2024,5
2869,1425,Data Security Awareness,Completed,2024-10-29,2024,2
2870,1425,Workplace Safety and Compliance,Scheduled,2025-09-30,2025,2
2871,1425,Customer Service Excellence,Completed,2025-02-20,2025,4
2872,1425,Inventory Management Basics,Scheduled,2025-12-01,2025,3
2873,1425,Marketing Campaign Strategies,Scheduled,2025-08-20,2025,5
2874,1425,Data Security Awareness,Completed,2025-03-01,2025,2
2875,1427,Workplace Safety and Compliance,Completed,2024-03-21,2024,2
2876,1427,Data Security Awareness,Completed,2024-02-15,2024,2
2877,1427,Inventory Management Basics,Completed,2024-03-14,2024,3
2878,1427,Advanced Inventory Control,Completed,2024-10-31,2024,4
2879,1427,Customer Service Excellence,Completed,2024-04-13,2024,4
2880,1427,Workplace Safety and Compliance,Scheduled,2025-08-14,2025,2
2881,1427,Customer Service Excellence,Scheduled,2025-05-30,2025,4
2882,1427,Advanced Inventory Control,Scheduled,2025-09-26,2025,4
2883,1427,Inventory Management Basics,Scheduled,2025-05-29,2025,3
2884,1427,Data Security Awareness,Scheduled,2025-06-09,2025,2
2885,1428,Workplace Safety and Compliance,Completed,2024-05-27,2024,2
2886,1428,Data Security Awareness,Completed,2024-07-10,2024,2
2887,1428,Customer Service Excellence,Scheduled,2024-09-19,2024,4
2888,1428,Employee Wellness Program,Completed,2024-04-21,2024,2
2889,1428,Inventory Management Basics,Scheduled,2025-01-19,2024,3
2890,1428,Workplace Safety and Compliance,Scheduled,2025-11-13,2025,2
2891,1428,Data Security Awareness,Scheduled,2025-10-02,2025,2
2892,1428,Inventory Management Basics,Completed,2025-04-02,2025,3
2893,1428,Customer Service Excellence,Scheduled,2025-12-02,2025,4
2894,1428,Employee Wellness Program,Scheduled,2025-09-05,2025,2
2895,1429,Data Security Awareness,Completed,2024-12-17,2024,2
2896,1429,Workplace Safety and Compliance,Completed,2024-03-23,2024,2
2897,1429,Inventory Management Basics,Completed,2024-08-15,2024,3
2898,1429,Customer Service Excellence,Completed,2024-07-05,2024,4
2899,1429,Retail Sales Techniques,Scheduled,2024-11-30,2024,5
2900,1429,Workplace Safety and Compliance,Scheduled,2025-11-21,2025,2
2901,1429,Retail Sales Techniques,Scheduled,2025-06-16,2025,5
2902,1429,Customer Service Excellence,Completed,2025-01-07,2025,4
2903,1429,Data Security Awareness,Scheduled,2025-07-11,2025,2
2904,1429,Inventory Management Basics,Completed,2025-04-24,2025,3
2905,1432,Data Security Awareness,Scheduled,2025-01-28,2024,2
2906,1432,Inventory Management Basics,Completed,2024-04-01,2024,3
2907,1432,Workplace Safety and Compliance,Completed,2024-02-04,2024,2
2908,1432,Customer Service Excellence,Scheduled,2024-10-26,2024,4
2909,1432,Leadership and Team Management,Scheduled,2025-03-09,2024,6
2910,1432,Financial Reporting for Retail,Completed,2024-12-05,2024,4
2911,1432,Customer Service Excellence,Scheduled,2025-12-03,2025,4
2912,1432,Workplace Safety and Compliance,Completed,2025-05-01,2025,2
2913,1432,Leadership and Team Management,Completed,2025-01-26,2025,6
2914,1432,Inventory Management Basics,Completed,2025-05-20,2025,3
2915,1432,Financial Reporting for Retail,Completed,2025-01-10,2025,4
2916,1432,Data Security Awareness,Completed,2025-04-01,2025,2
2917,1434,Advanced Inventory Control,Scheduled,2024-06-17,2024,4
2918,1434,Inventory Management Basics,Scheduled,2025-02-04,2024,3
2919,1434,Workplace Safety and Compliance,Scheduled,2024-09-20,2024,2
2920,1434,Data Security Awareness,Scheduled,2024-12-05,2024,2
2921,1434,Customer Service Excellence,Completed,2024-05-26,2024,4
2922,1434,Inventory Management Basics,Completed,2025-01-13,2025,3
2923,1434,Customer Service Excellence,Completed,2025-01-25,2025,4
2924,1434,Workplace Safety and Compliance,Scheduled,2025-10-30,2025,2
2925,1434,Advanced Inventory Control,Scheduled,2025-12-27,2025,4
2926,1434,Data Security Awareness,Scheduled,2025-08-12,2025,2
2927,1435,Customer Service Excellence,Completed,2024-09-27,2024,4
2928,1435,Inventory Management Basics,Scheduled,2024-11-06,2024,3
2929,1435,Retail Sales Techniques,Completed,2024-01-22,2024,5
2930,1435,Workplace Safety and Compliance,Scheduled,2025-03-29,2024,2
2931,1435,Data Security Awareness,Scheduled,2024-08-20,2024,2
2932,1435,Workplace Safety and Compliance,Completed,2025-03-23,2025,2
2933,1435,Inventory Management Basics,Completed,2025-01-07,2025,3
2934,1435,Customer Service Excellence,Scheduled,2025-09-17,2025,4
2935,1435,Data Security Awareness,Scheduled,2025-06-20,2025,2
2936,1435,Retail Sales Techniques,Scheduled,2025-11-24,2025,5
2937,1437,Workplace Safety and Compliance,Completed,2024-01-05,2024,2
2938,1437,Inventory Management Basics,Scheduled,2025-02-07,2024,3
2939,1437,Customer Service Excellence,Completed,2024-11-27,2024,4
2940,1437,Financial Reporting for Retail,Completed,2024-02-14,2024,4
2941,1437,Data Security Awareness,Scheduled,2024-12-22,2024,2
2942,1437,Data Security Awareness,Completed,2025-05-02,2025,2
2943,1437,Inventory Management Basics,Scheduled,2025-07-27,2025,3
2944,1437,Customer Service Excellence,Completed,2025-02-10,2025,4
2945,1437,Workplace Safety and Compliance,Scheduled,2025-07-21,2025,2
